,cash-on-hand,total-current-assets,net-property-plant-equipment,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2020-03-31,868.42100,868.42100,18408.64000,377.37900,18860.57000,19891.34000,319.22400,8091.45800,380.38800,8474.54600,8978.79400,1.40700,225.65600,-47.15700,10912.54000,19891.34000
2019-12-31,127.61400,127.61400,18432.99000,365.00100,18868.48000,19121.05000,321.16700,7296.29000,369.67600,7669.21800,8130.85300,1.40600,282.91300,-31.50300,10990.20000,19121.05000
2019-09-30,334.75400,334.75400,18119.46000,410.63900,18604.49000,19060.47000,374.85000,7361.27900,369.20500,7733.83900,8245.39400,1.39700,329.32300,-45.08200,10815.07000,19060.47000
2019-06-30,330.04400,330.04400,18009.44000,410.48900,18480.15000,18932.57000,306.65500,7352.21700,381.67200,7737.22700,8182.04500,1.39700,262.54800,-33.18400,10750.53000,18932.57000
2019-03-31,195.20700,195.20700,17876.09000,388.89700,18320.41000,18639.98000,345.41300,7040.06700,376.67200,7420.13500,7905.98400,1.39400,306.86100,-31.90700,10734.00000,18639.98000
2018-12-31,217.86400,217.86400,17730.93000,383.96300,18162.34000,18380.20000,344.34800,7040.26300,359.73900,7403.24600,7747.59400,1.38500,350.77700,-26.14400,10632.61000,18380.20000
2018-09-30,281.59100,281.59100,17930.21000,404.44600,18380.53000,18662.12000,367.37300,7533.22800,358.04300,7897.34800,8264.72100,1.38200,167.94600,-21.24100,10397.40000,18662.12000
2018-06-30,349.89700,349.89700,17860.60000,418.89700,18321.11000,18671.01000,337.16400,7571.27800,358.37100,7935.65600,8272.82000,1.38200,179.06600,-22.70700,10398.19000,18671.01000
2018-03-31,271.40700,271.40700,17884.55000,451.12400,18375.04000,18646.45000,359.53700,7599.45500,346.37900,7951.78600,8311.32300,1.38200,128.16600,-24.16200,10335.12000,18646.45000
2017-12-31,201.90600,201.90600,17717.56000,449.53900,18212.91000,18414.82000,351.30500,7329.47000,339.94400,7675.47000,8026.77500,1.38100,188.60900,-37.41900,10388.05000,18414.82000
2017-09-30,217.11100,217.11100,17446.15000,466.02700,17960.73000,18177.84000,367.47000,7128.03000,339.78500,7476.55400,7844.02400,1.38100,144.64700,-40.86300,10333.81000,18177.84000
2017-06-30,293.15300,293.15300,17135.02000,470.41700,17650.59000,17943.74000,310.82000,6991.75900,349.91200,7350.51300,7661.33000,1.38100,102.54600,-42.98900,10282.41000,17943.74000
2017-03-31,368.72000,368.72000,17066.89000,502.70000,17609.70000,17978.42000,347.78000,7005.72900,349.51200,7364.01900,7711.79900,1.37800,133.67400,-28.61300,10266.62000,17978.42000
2016-12-31,329.97700,329.97700,17032.99000,464.12100,17537.29000,17867.27000,312.98300,7030.88000,344.22600,7382.87200,7695.85000,1.37300,94.89900,-30.51000,10171.42000,17867.27000
2016-09-30,232.18800,232.18800,16871.41000,438.87100,17356.47000,17588.66000,379.27600,6815.97000,346.83700,7172.75700,7552.04000,1.37300,36.04300,-100.53100,10036.62000,17588.66000
2016-06-30,287.69100,287.69100,16498.09000,568.65500,17107.38000,17395.07000,348.70100,6833.99100,345.88700,7189.84800,7538.54800,1.37300,-134.80800,-102.99700,9856.51900,17395.07000
2016-03-31,267.90200,267.90200,16310.98000,421.87500,16775.49000,17043.39000,343.56400,6502.58000,340.58700,6853.29400,7196.85800,1.37200,-146.79900,-77.77000,9846.53200,17043.39000
2015-12-31,505.32800,505.32800,15942.31000,446.09100,16425.98000,16931.30000,300.09000,6456.94800,323.74400,6790.68900,7090.77900,1.37000,-197.98900,-31.38700,9840.52600,16931.30000
2015-09-30,420.44500,420.44500,15790.62000,500.86600,16361.53000,16781.98000,307.09900,6306.72700,328.18800,6645.42700,6952.52700,1.36900,-182.48700,-38.18100,9829.45300,16781.98000
2015-06-30,168.80500,168.80500,15581.02000,502.43800,16151.67000,16320.48000,282.94200,6487.13000,329.33100,6827.04900,7109.99100,1.32900,-217.44100,-39.52300,9210.48500,16320.48000
2015-03-31,297.71600,297.71600,15384.35000,518.96600,15966.03000,16263.75000,282.61900,6562.33100,310.77800,6883.61700,7166.23600,1.32200,-223.33000,-40.95000,9097.51200,16263.75000
2014-12-31,605.08500,605.08500,14935.74000,532.72400,15535.49000,16140.58000,285.75200,6489.70700,305.94900,6808.42100,7094.17300,1.32000,-267.08500,-42.51500,9046.40500,16140.58000
2014-09-30,535.69200,535.69200,14724.30000,544.91300,15345.49000,15881.18000,279.29700,6241.76800,302.23500,6556.59900,6835.89600,1.32000,-256.16200,-44.07400,9045.28200,15881.18000
2014-06-30,519.12600,519.12600,14509.77000,553.31800,15138.83000,15657.95000,268.38500,6254.87400,297.07600,6568.03400,6836.41900,1.31100,-347.59200,-45.62000,8821.53200,15657.95000
2014-03-31,476.85300,476.85300,14452.36000,564.53900,15093.39000,15570.24000,274.43300,6381.79800,290.93500,6688.73500,6963.16900,1.29600,-353.02900,-47.05800,8607.07100,15570.24000
2013-12-31,379.91900,379.91900,14284.21000,591.96300,14948.22000,15328.14000,283.19100,6134.35100,293.55400,6445.22500,6728.41300,1.29400,-345.25400,-48.63100,8599.72700,15328.14000
2013-09-30,211.33900,211.33900,14284.65000,576.23300,14933.77000,15145.11000,278.10900,6097.63200,277.78100,6393.66800,6671.77700,1.29400,-458.22900,-50.09400,8473.33000,15145.11000
2013-06-30,205.54700,205.54700,14116.25000,577.40600,14766.64000,14972.18000,263.92400,5853.31900,271.66500,6144.49900,6408.42200,1.29400,-308.93800,-105.04200,8563.76300,14972.18000
2013-03-31,541.10600,541.10600,14014.18000,562.19700,14646.26000,15187.36000,340.90800,5928.28900,238.51000,6187.56800,6528.47600,1.29400,-206.66700,-106.61600,8658.88800,15187.36000
2012-12-31,2783.56800,2783.56800,8015.12000,298.02500,8376.51100,11160.08000,249.81200,3851.03300,211.41300,4069.47300,4319.28700,1.14400,-142.32900,-108.00700,6840.79300,11160.08000
2012-09-30,713.98400,713.98400,7878.64800,314.11700,8254.58200,8968.56600,246.68200,3808.08000,185.72600,4001.00900,4247.69100,0.97700,-153.81100,-110.78700,4720.87500,8968.56600
2012-06-30,431.95400,431.95400,7606.17200,316.77200,7980.09100,8412.04500,283.36800,3362.36400,176.75700,3546.43700,3829.80500,0.96600,-145.92100,-103.80900,4582.24000,8412.04500
2012-03-31,321.13600,321.13600,7537.45400,320.16300,7919.92300,8241.05900,254.96300,3380.31500,208.31400,3595.82600,3850.78900,0.95300,-208.30400,-76.01200,4390.27000,8241.05900
2011-12-31,690.25310,690.25310,7425.03000,308.68400,7792.13700,8482.39000,279.73000,3599.19600,194.50900,3800.76800,4080.49800,0.95200,-171.64800,-87.02000,4401.89200,8482.39000
2011-09-30,759.02700,759.02700,7315.78300,305.73500,7729.63000,8488.65700,258.89300,3785.09300,281.56500,4073.50200,4332.39500,0.95000,-409.47700,-80.86600,4156.26200,8488.65700
2011-06-30,360.23400,360.23400,7187.43200,284.58200,7582.50800,7942.74200,320.30300,3986.15700,150.26700,4143.27600,4463.57900,0.88700,-368.41200,-20.59500,3479.16300,7942.74200
2011-03-31,476.93200,476.93200,7003.42400,284.45800,7404.83000,7881.76200,271.04300,4037.18300,146.02200,4189.89600,4460.93900,0.87300,-332.40100,-1.25900,3420.82300,7881.76200
2010-12-31,477.74500,477.74500,6955.64500,277.82100,7343.74300,7821.48800,162.77600,3973.08500,355.77400,4343.12100,4505.89700,0.85900,-282.74300,-1.17500,3315.59100,7821.48800
2010-09-30,407.14100,407.14100,6924.07000,230.06100,7267.26100,7674.40200,264.25200,3947.89000,147.79900,4106.31900,4370.57100,0.85300,-232.77000,-1.51500,3303.83100,7674.40200
2010-06-30,561.98800,561.98800,6841.85800,179.48200,7142.85600,7704.84400,259.03700,3948.53400,152.98300,4110.89800,4369.93500,0.85100,-179.92900,-1.20200,3334.90900,7704.84400
2010-03-31,330.63300,330.63300,6870.01800,189.80600,7177.50100,7508.13400,258.47100,3949.90700,157.38300,4114.01400,4372.48500,0.82700,-152.32400,-0.52500,3135.64900,7508.13400
2009-12-31,316.36700,316.36700,6833.48700,185.45700,7141.23800,7457.60500,268.03300,3974.87200,158.77600,4139.44500,4407.47800,0.81500,-149.98800,-1.06700,3050.12700,7457.60500
2009-09-30,777.45610,777.45610,6856.25400,195.02000,7168.96400,7946.42000,267.10700,4432.85100,159.35300,4596.74300,4863.85000,0.81400,-108.24300,-1.61400,3082.57000,7946.42000
2009-06-30,456.06400,456.06400,6821.52500,187.36300,7118.25400,7574.31800,260.95400,4149.88800,166.04500,4322.65500,4583.60900,0.79900,-95.72500,-2.13500,2990.70900,7574.31800
2009-03-31,259.99000,259.99000,6738.38300,179.81200,7013.45200,7273.44200,251.97100,3801.31100,172.51600,3980.10800,4232.07900,0.79900,-40.95400,-2.55600,3041.36300,7273.44200
