,cash-on-hand,receivables-total,inventory,pre-paid-expenses,other-current-assets,total-current-assets,net-property-plant-equipment,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-09-30,3969.00000,11581.00000,6628.00000,518.00000,,22696.00000,30508.00000,,,36633.00000,59329.00000,17237.00000,10570.00000,2869.00000,18377.00000,35614.00000,7.00000,35510.00000,-1997.00000,23715.00000,59329.00000
2022-06-30,5392.00000,14439.00000,7147.00000,431.00000,,27409.00000,30754.00000,,,36936.00000,64345.00000,21969.00000,11858.00000,2993.00000,19643.00000,41612.00000,7.00000,33079.00000,-1425.00000,22733.00000,64345.00000
2022-03-31,2638.00000,13080.00000,7174.00000,421.00000,,23313.00000,30876.00000,,,37089.00000,60402.00000,19785.00000,11866.00000,3370.00000,20207.00000,39992.00000,7.00000,28785.00000,-1009.00000,20410.00000,60402.00000
2021-12-31,4122.00000,10378.00000,6265.00000,400.00000,,21165.00000,30847.00000,,,36723.00000,57888.00000,16851.00000,12606.00000,3404.00000,21220.00000,38071.00000,7.00000,28281.00000,-1008.00000,19817.00000,57888.00000
2021-09-30,3498.00000,8627.00000,6227.00000,438.00000,,18790.00000,30440.00000,,,35901.00000,54691.00000,14313.00000,13071.00000,3608.00000,21789.00000,36102.00000,7.00000,27673.00000,-1338.00000,18589.00000,54691.00000
2021-06-30,3572.00000,9132.00000,6103.00000,565.00000,,19372.00000,30461.00000,,,36084.00000,55456.00000,14214.00000,13636.00000,3760.00000,22538.00000,36752.00000,7.00000,27610.00000,-1089.00000,18704.00000,55456.00000
2021-03-31,2254.00000,9014.00000,5881.00000,442.00000,,17591.00000,30379.00000,,,36023.00000,53614.00000,12307.00000,13930.00000,3616.00000,22580.00000,34887.00000,7.00000,27849.00000,-1165.00000,18727.00000,53614.00000
2020-12-31,3313.00000,6109.00000,6038.00000,384.00000,,15844.00000,30389.00000,,,35930.00000,51774.00000,9283.00000,13954.00000,3620.00000,22849.00000,32132.00000,7.00000,28953.00000,-1254.00000,19642.00000,51774.00000
2020-09-30,4047.00000,5601.00000,5357.00000,417.00000,,15422.00000,30729.00000,,,36310.00000,51732.00000,8122.00000,14577.00000,3720.00000,23594.00000,31716.00000,7.00000,29712.00000,-1571.00000,20016.00000,51732.00000
2020-06-30,2319.00000,4152.00000,5420.00000,871.00000,,12762.00000,30653.00000,,,36337.00000,49099.00000,7300.00000,12090.00000,3770.00000,21165.00000,28465.00000,7.00000,30575.00000,-1799.00000,20634.00000,49099.00000
