,cash-on-hand,receivables-total,inventory,pre-paid-expenses,total-current-assets,net-property-plant-equipment,long-term-investments,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-12-31,708.00000,3171.00000,2054.00000,329.00000,6270.00000,1848.00000,,5632.00000,1178.00000,9152.00000,15422.00000,4460.00000,6173.00000,1216.00000,7873.00000,12333.00000,6.00000,25799.00000,-1841.00000,3089.00000,15422.00000
2022-09-30,774.00000,3031.00000,2007.00000,281.00000,6196.00000,1705.00000,,5557.00000,1320.00000,9030.00000,15226.00000,4392.00000,5940.00000,1225.00000,7820.00000,12212.00000,6.00000,25292.00000,-1882.00000,3014.00000,15226.00000
2022-06-30,879.00000,3109.00000,1975.00000,305.00000,6371.00000,1736.00000,,5702.00000,1359.00000,9295.00000,15666.00000,4294.00000,6115.00000,1246.00000,7993.00000,12287.00000,6.00000,24967.00000,-1677.00000,3379.00000,15666.00000
2022-03-31,1296.00000,3126.00000,1883.00000,377.00000,6682.00000,1795.00000,,5883.00000,1380.00000,9604.00000,16286.00000,3858.00000,6817.00000,1402.00000,8846.00000,12704.00000,6.00000,24607.00000,-1471.00000,3582.00000,16286.00000
2021-12-31,1527.00000,2840.00000,1694.00000,313.00000,6374.00000,1809.00000,,5937.00000,1405.00000,9703.00000,16077.00000,3470.00000,6909.00000,1418.00000,8981.00000,12451.00000,6.00000,24325.00000,-1502.00000,3626.00000,16077.00000
2021-09-30,1987.00000,2729.00000,1524.00000,337.00000,6577.00000,1744.00000,,5293.00000,1323.00000,8940.00000,15517.00000,2996.00000,6972.00000,1423.00000,9028.00000,12024.00000,6.00000,24098.00000,-1638.00000,3493.00000,15517.00000
2021-06-30,2058.00000,2786.00000,1400.00000,265.00000,6509.00000,1767.00000,,5374.00000,1317.00000,9071.00000,15580.00000,2960.00000,7056.00000,1426.00000,9099.00000,12059.00000,6.00000,23842.00000,-1590.00000,3521.00000,15580.00000
2021-03-31,2484.00000,2662.00000,1292.00000,266.00000,6704.00000,1746.00000,,5379.00000,1315.00000,8959.00000,15663.00000,2680.00000,7599.00000,1471.00000,9707.00000,12387.00000,6.00000,23425.00000,-1638.00000,3276.00000,15663.00000
2020-12-31,2564.00000,2506.00000,1189.00000,264.00000,6523.00000,1777.00000,,5471.00000,1308.00000,9089.00000,15612.00000,2589.00000,7772.00000,1481.00000,9841.00000,12430.00000,6.00000,23114.00000,-1642.00000,3182.00000,15612.00000
2020-09-30,2169.00000,2494.00000,1149.00000,219.00000,6031.00000,1736.00000,,5405.00000,1259.00000,8909.00000,14940.00000,2540.00000,7592.00000,1440.00000,9703.00000,12243.00000,6.00000,22833.00000,-1837.00000,2697.00000,14940.00000
2020-06-30,1812.00000,2156.00000,1167.00000,253.00000,5609.00000,1711.00000,,5244.00000,1229.00000,8654.00000,14263.00000,2042.00000,7765.00000,1422.00000,9863.00000,11905.00000,6.00000,22612.00000,-1909.00000,2358.00000,14263.00000
2020-03-31,1430.00000,2424.00000,1185.00000,244.00000,5506.00000,1704.00000,,5237.00000,1229.00000,8643.00000,14149.00000,2032.00000,7690.00000,1448.00000,9833.00000,11865.00000,6.00000,22631.00000,-1983.00000,2284.00000,14149.00000
2019-12-31,1981.00000,2461.00000,1164.00000,296.00000,6253.00000,1729.00000,,5343.00000,1227.00000,8815.00000,15068.00000,2154.00000,7754.00000,1462.00000,9884.00000,12038.00000,6.00000,22403.00000,-1705.00000,3030.00000,15068.00000
2019-09-30,1825.00000,2499.00000,1209.00000,292.00000,6245.00000,1693.00000,,5320.00000,1223.00000,8715.00000,14960.00000,2223.00000,7643.00000,1408.00000,9767.00000,11990.00000,6.00000,22104.00000,-1798.00000,2970.00000,14960.00000
2019-06-30,1677.00000,2629.00000,1256.00000,288.00000,6289.00000,1717.00000,,5431.00000,1234.00000,8898.00000,15187.00000,2188.00000,7809.00000,1412.00000,9904.00000,12092.00000,6.00000,21788.00000,-1697.00000,3095.00000,15187.00000
2019-03-31,1755.00000,2715.00000,1346.00000,259.00000,6075.00000,1765.00000,,5665.00000,1274.00000,9251.00000,15326.00000,3961.00000,5981.00000,1457.00000,8165.00000,12126.00000,6.00000,21488.00000,-1642.00000,3200.00000,15326.00000
2018-12-31,1504.00000,2622.00000,1318.00000,334.00000,5778.00000,1791.00000,,5717.00000,1030.00000,9092.00000,14870.00000,3542.00000,6029.00000,1334.00000,8070.00000,11612.00000,6.00000,21217.00000,-1677.00000,3258.00000,14870.00000
2018-09-30,1589.00000,2777.00000,1338.00000,236.00000,5940.00000,1799.00000,,5785.00000,1181.00000,9379.00000,15319.00000,3663.00000,6054.00000,1349.00000,8110.00000,11773.00000,6.00000,20938.00000,-1589.00000,3546.00000,15319.00000
2018-06-30,1628.00000,2878.00000,1320.00000,293.00000,6119.00000,1783.00000,,5852.00000,1174.00000,9404.00000,15523.00000,3547.00000,6069.00000,1415.00000,8188.00000,11735.00000,6.00000,20633.00000,-1530.00000,3788.00000,15523.00000
2018-03-31,1940.00000,2874.00000,1335.00000,274.00000,6423.00000,1829.00000,,6021.00000,1232.00000,9740.00000,16163.00000,2925.00000,6889.00000,1497.00000,9075.00000,12000.00000,6.00000,20228.00000,-1240.00000,4163.00000,16163.00000
2017-12-31,3094.00000,2628.00000,1220.00000,336.00000,7278.00000,1778.00000,,6024.00000,1195.00000,9502.00000,16780.00000,3053.00000,7478.00000,1496.00000,9138.00000,12191.00000,6.00000,20210.00000,-1287.00000,4589.00000,16780.00000
2017-09-30,2785.00000,2672.00000,1225.00000,230.00000,6912.00000,1759.00000,,6051.00000,1119.00000,9402.00000,16314.00000,2867.00000,7439.00000,870.00000,8421.00000,11288.00000,6.00000,20553.00000,-1407.00000,5026.00000,16314.00000
2017-06-30,2496.00000,2629.00000,1199.00000,246.00000,6570.00000,1726.00000,,6041.00000,1097.00000,9352.00000,15922.00000,2826.00000,7360.00000,841.00000,8322.00000,11148.00000,6.00000,20180.00000,-1516.00000,4774.00000,15922.00000
2017-03-31,2493.00000,2534.00000,1158.00000,245.00000,6430.00000,1674.00000,,6016.00000,984.00000,9099.00000,15529.00000,2875.00000,7205.00000,830.00000,8156.00000,11031.00000,6.00000,19817.00000,-1643.00000,4498.00000,15529.00000
2016-12-31,2472.00000,2357.00000,1076.00000,218.00000,6123.00000,1652.00000,,6021.00000,956.00000,9078.00000,15201.00000,2760.00000,7177.00000,871.00000,8182.00000,10942.00000,6.00000,19505.00000,-1807.00000,4259.00000,15201.00000
2016-09-30,2299.00000,2496.00000,1167.00000,223.00000,6185.00000,1702.00000,,6191.00000,1164.00000,9524.00000,15709.00000,3486.00000,6329.00000,970.00000,7430.00000,10916.00000,6.00000,19223.00000,-1468.00000,4793.00000,15709.00000
2016-06-30,2355.00000,2413.00000,1145.00000,254.00000,6167.00000,1580.00000,,5907.00000,1102.00000,9055.00000,15222.00000,2824.00000,6300.00000,999.00000,7448.00000,10272.00000,6.00000,18916.00000,-1470.00000,4950.00000,15222.00000
2016-03-31,2448.00000,2394.00000,1134.00000,265.00000,6241.00000,1598.00000,,6005.00000,1088.00000,9196.00000,15437.00000,2716.00000,6353.00000,995.00000,7499.00000,10215.00000,6.00000,18586.00000,-1332.00000,5222.00000,15437.00000
2015-12-31,3090.00000,2203.00000,1086.00000,341.00000,6720.00000,1577.00000,,5999.00000,1087.00000,9009.00000,15729.00000,2368.00000,6896.00000,981.00000,8133.00000,10501.00000,6.00000,18316.00000,-1504.00000,5228.00000,15729.00000
2015-09-30,3001.00000,2339.00000,1153.00000,287.00000,6969.00000,1601.00000,,6088.00000,1160.00000,9135.00000,16104.00000,2724.00000,7000.00000,948.00000,8290.00000,11014.00000,6.00000,18066.00000,-1370.00000,5090.00000,16104.00000
2015-06-30,2858.00000,2412.00000,1191.00000,387.00000,7033.00000,1636.00000,,6222.00000,1159.00000,9315.00000,16348.00000,2746.00000,6994.00000,939.00000,8296.00000,11042.00000,6.00000,17755.00000,-1046.00000,5306.00000,16348.00000
2015-03-31,2672.00000,2367.00000,1187.00000,253.00000,6667.00000,1624.00000,,6231.00000,1137.00000,9270.00000,15937.00000,3744.00000,5845.00000,986.00000,7211.00000,10955.00000,6.00000,17453.00000,-1226.00000,4982.00000,15937.00000
2014-12-31,3990.00000,2293.00000,1180.00000,401.00000,7864.00000,1686.00000,,6466.00000,1111.00000,9601.00000,17465.00000,3525.00000,5943.00000,1002.00000,7116.00000,10641.00000,6.00000,17173.00000,-658.00000,6824.00000,17465.00000
2014-09-30,4820.00000,2519.00000,1265.00000,282.00000,9152.00000,1693.00000,,6596.00000,1258.00000,9876.00000,19028.00000,3874.00000,6034.00000,901.00000,7353.00000,11227.00000,6.00000,16909.00000,-148.00000,7801.00000,19028.00000
