,cash-on-hand,receivables-total,inventory,pre-paid-expenses,total-current-assets,net-property-plant-equipment,long-term-investments,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-12-31,2037.00000,671.00000,568.00000,285.00000,3561.00000,1091.00000,,6524.00000,423.00000,8691.00000,12252.00000,2773.00000,1487.00000,649.00000,2880.00000,5653.00000,2.00000,1142.00000,3.00000,6599.00000,12252.00000
2022-09-30,1041.00000,628.00000,559.00000,259.00000,2487.00000,1068.00000,,6573.00000,448.00000,8769.00000,11256.00000,2669.00000,495.00000,613.00000,1856.00000,4525.00000,2.00000,1281.00000,39.00000,6731.00000,11256.00000
2022-06-30,1327.00000,642.00000,518.00000,404.00000,2891.00000,1055.00000,,10360.00000,449.00000,12557.00000,15448.00000,2881.00000,495.00000,853.00000,2123.00000,5004.00000,2.00000,5097.00000,30.00000,10444.00000,15448.00000
2022-03-31,1416.00000,614.00000,465.00000,260.00000,2755.00000,1034.00000,,10322.00000,457.00000,12519.00000,15274.00000,1490.00000,1241.00000,845.00000,2889.00000,4379.00000,2.00000,5632.00000,18.00000,10895.00000,15274.00000
2021-12-31,1339.00000,648.00000,431.00000,295.00000,2713.00000,1024.00000,,10363.00000,445.00000,12504.00000,15217.00000,1093.00000,1695.00000,915.00000,3384.00000,4477.00000,2.00000,5485.00000,17.00000,10740.00000,15217.00000
2021-09-30,1265.00000,604.00000,401.00000,181.00000,2451.00000,1009.00000,,10449.00000,478.00000,12612.00000,15063.00000,914.00000,1687.00000,1085.00000,3556.00000,4470.00000,2.00000,5372.00000,13.00000,10593.00000,15063.00000
2021-06-30,4286.00000,540.00000,380.00000,104.00000,5310.00000,915.00000,,1128.00000,756.00000,3365.00000,8675.00000,874.00000,1679.00000,238.00000,2621.00000,3495.00000,2.00000,5055.00000,8.00000,5180.00000,8675.00000
2021-03-31,4630.00000,517.00000,364.00000,131.00000,5642.00000,915.00000,,1031.00000,638.00000,3113.00000,8755.00000,1268.00000,1672.00000,229.00000,2565.00000,3833.00000,2.00000,4870.00000,8.00000,4922.00000,8755.00000
2020-12-31,3472.00000,487.00000,372.00000,152.00000,4483.00000,922.00000,,1039.00000,609.00000,3102.00000,7585.00000,1244.00000,673.00000,303.00000,1647.00000,2891.00000,2.00000,4723.00000,2.00000,4694.00000,7585.00000
2020-09-30,3324.00000,464.00000,415.00000,126.00000,4329.00000,910.00000,,1046.00000,555.00000,3075.00000,7404.00000,1115.00000,666.00000,245.00000,1589.00000,2704.00000,2.00000,4466.00000,12.00000,4700.00000,7404.00000
2020-06-30,3268.00000,385.00000,435.00000,106.00000,4194.00000,890.00000,,1050.00000,552.00000,3054.00000,7248.00000,1115.00000,659.00000,230.00000,1570.00000,2685.00000,2.00000,4287.00000,14.00000,4563.00000,7248.00000
2020-03-31,3332.00000,472.00000,384.00000,136.00000,4324.00000,890.00000,,962.00000,435.00000,2937.00000,7261.00000,1054.00000,652.00000,224.00000,1572.00000,2626.00000,2.00000,4240.00000,6.00000,4635.00000,7261.00000
2019-12-31,3414.00000,573.00000,359.00000,105.00000,4451.00000,889.00000,,969.00000,388.00000,2865.00000,7316.00000,665.00000,1141.00000,202.00000,2038.00000,2703.00000,2.00000,4067.00000,5.00000,4613.00000,7316.00000
2019-09-30,3166.00000,541.00000,417.00000,98.00000,4222.00000,875.00000,,976.00000,373.00000,2867.00000,7089.00000,619.00000,1131.00000,209.00000,2031.00000,2650.00000,2.00000,3828.00000,5.00000,4439.00000,7089.00000
2019-06-30,3173.00000,470.00000,420.00000,93.00000,4156.00000,854.00000,,986.00000,350.00000,2817.00000,6973.00000,612.00000,1120.00000,211.00000,2029.00000,2641.00000,2.00000,3594.00000,5.00000,4332.00000,6973.00000
