,cash-on-hand,receivables-total,inventory,pre-paid-expenses,other-current-assets,total-current-assets,net-property-plant-equipment,long-term-investments,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-12-31,113762.00000,40258.00000,2670.00000,,8105.00000,164795.00000,112668.00000,30492.00000,31044.00000,6623.00000,200469.00000,365264.00000,69300.00000,14701.00000,11505.00000,39820.00000,109120.00000,12849.00000,195563.00000,-7603.00000,256144.00000,365264.00000
2022-09-30,116259.00000,36176.00000,3156.00000,,10518.00000,166109.00000,108363.00000,30419.00000,31026.00000,5670.00000,192146.00000,358255.00000,65979.00000,14653.00000,10943.00000,38650.00000,104629.00000,12971.00000,196220.00000,-8852.00000,253626.00000,358255.00000
2022-06-30,124997.00000,37073.00000,1980.00000,,8321.00000,172371.00000,106223.00000,30665.00000,25326.00000,5712.00000,182814.00000,355185.00000,61354.00000,14734.00000,10585.00000,38412.00000,99766.00000,13078.00000,196845.00000,-5828.00000,255419.00000,355185.00000
2022-03-31,133970.00000,35622.00000,1369.00000,,6892.00000,177853.00000,104218.00000,30544.00000,24323.00000,5778.00000,179243.00000,357096.00000,61948.00000,14791.00000,11648.00000,41144.00000,103092.00000,0.65900,195221.00000,-4049.00000,254004.00000,357096.00000
2021-12-31,139649.00000,39304.00000,1170.00000,,8020.00000,188143.00000,97599.00000,29549.00000,24373.00000,5361.00000,171125.00000,359268.00000,64254.00000,14817.00000,11381.00000,43379.00000,107633.00000,13242.00000,191484.00000,-1623.00000,251635.00000,359268.00000
2021-09-30,142003.00000,34800.00000,1278.00000,,6029.00000,184110.00000,94631.00000,26101.00000,24172.00000,4276.00000,163293.00000,347403.00000,61782.00000,14288.00000,11234.00000,41054.00000,102836.00000,0.66500,183782.00000,-408.00000,244567.00000,347403.00000
2021-06-30,135863.00000,32851.00000,907.00000,,6076.00000,175697.00000,91697.00000,25532.00000,24032.00000,4298.00000,159690.00000,335387.00000,55741.00000,14328.00000,10921.00000,42081.00000,97822.00000,0.66800,176939.00000,190.00000,237565.00000,335387.00000
2021-03-31,135104.00000,28499.00000,888.00000,,7646.00000,172137.00000,87606.00000,25294.00000,24164.00000,4167.00000,154958.00000,327095.00000,55453.00000,13887.00000,11424.00000,41629.00000,97082.00000,0.67200,170580.00000,-3.00000,230013.00000,327095.00000
2020-12-31,136694.00000,31384.00000,728.00000,,5490.00000,174296.00000,84749.00000,20703.00000,22620.00000,3953.00000,145320.00000,319616.00000,56834.00000,13932.00000,11118.00000,40238.00000,97072.00000,0.67600,163401.00000,633.00000,222544.00000,319616.00000
2020-09-30,132596.00000,25513.00000,835.00000,,5425.00000,164369.00000,81636.00000,14656.00000,22390.00000,3274.00000,134874.00000,299243.00000,48200.00000,13902.00000,10810.00000,38123.00000,86323.00000,0.67800,155567.00000,46.00000,212920.00000,299243.00000
2020-06-30,121080.00000,21595.00000,815.00000,,5579.00000,149069.00000,78748.00000,12961.00000,22521.00000,2731.00000,129423.00000,278492.00000,43658.00000,4018.00000,10591.00000,27512.00000,71170.00000,0.68100,151681.00000,-296.00000,207322.00000,278492.00000
2020-03-31,117229.00000,23735.00000,889.00000,,5165.00000,147018.00000,76747.00000,12367.00000,22574.00000,2748.00000,126385.00000,273403.00000,40189.00000,5016.00000,11634.00000,29555.00000,69744.00000,0.68400,151068.00000,-1097.00000,203659.00000,273403.00000
2019-12-31,119675.00000,27492.00000,999.00000,,4412.00000,152578.00000,73646.00000,13078.00000,22603.00000,2342.00000,123331.00000,275909.00000,45221.00000,4554.00000,12419.00000,29246.00000,74467.00000,0.68800,152122.00000,-1232.00000,201442.00000,275909.00000
2019-09-30,121177.00000,21081.00000,1401.00000,,4699.00000,148358.00000,69252.00000,12488.00000,19816.00000,2225.00000,114686.00000,263044.00000,39224.00000,4082.00000,12992.00000,28851.00000,68075.00000,0.69100,147125.00000,-1196.00000,194969.00000,263044.00000
