,cash-on-hand,receivables-total,inventory,pre-paid-expenses,total-current-assets,net-property-plant-equipment,long-term-investments,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-12-31,3238.96500,644.87900,41.99500,167.01100,4092.85000,739.31000,133.67600,284.81200,27.13300,1748.13400,5840.98400,1157.07700,30.08300,283.70500,313.78800,1470.86500,0.22300,-437.21400,15.06900,4370.11900,5840.98400
2021-12-31,2348.19200,616.30000,27.90400,126.27800,3118.67400,723.92000,221.26600,306.34800,39.02400,1814.67800,4933.35200,854.30800,31.63200,277.40800,309.04000,1163.34800,0.22100,-777.87400,-19.45400,3770.00400,4933.35200
2020-12-31,1801.37700,481.99400,16.42500,60.09800,2359.89400,559.62500,222.30100,327.88400,41.16100,1201.02400,3560.91800,631.19500,32.57300,285.88200,318.45500,949.65000,0.21900,-1726.45500,-15.36000,2611.26800,3560.91800
2019-12-31,2117.55400,308.80900,11.40000,43.72500,2481.48800,377.56700,133.65700,349.42100,50.45400,945.26200,3426.75000,513.34000,31.91800,283.08600,315.00400,828.34400,0.21600,-1430.75800,-15.54200,2598.40600,3426.75000
2018-12-31,1438.32300,307.59800,6.96700,79.36600,1832.25400,319.75100,99.19900,370.95700,20.16300,813.50800,2645.76200,425.27700,17.43400,277.08400,294.51800,719.79500,0.21300,-1877.75900,-10.16500,1925.96700,2645.76200
2017-12-31,1169.64500,266.29900,6.48200,62.42800,1504.85400,259.76300,134.35600,392.49400,3.14900,797.72800,2302.58200,375.39600,16.60800,279.94900,296.55700,671.95300,0.21100,-1990.00500,-7.01000,1630.62900,2302.58200
2016-12-31,808.54600,148.75800,4.10600,32.76800,994.17800,167.67900,31.98700,414.03000,15.53000,644.41910,1638.59700,273.50100,651.48100,294.14800,945.62900,1219.13000,0.18900,-1674.76500,-2.88600,419.46700,1638.59700
2015-12-31,708.29900,114.45000,1.78300,17.84300,842.37500,86.00600,35.24800,,26.25600,165.06500,1007.44000,168.00700,619.89300,48.38500,668.27800,836.28500,0.18700,-1778.98700,-0.80900,171.15500,1007.44000
2014-12-31,600.76300,57.93300,0.35800,20.51900,679.57300,81.79000,14.00000,,2.03600,116.90400,796.47700,221.06100,589.98100,54.55200,657.04400,878.10500,0.17100,-1785.51800,1.81500,-81.62800,796.47700
2013-12-31,509.50400,35.37400,0.40600,9.62000,555.79900,26.84800,14.50000,,17.48400,73.76900,629.56800,108.04200,661.56700,26.80300,714.63400,822.67600,0.16300,-1737.03700,1.99300,-193.10800,629.56800
2012-12-31,228.41800,70.95100,0.27800,9.86700,309.51400,6.34800,,,6.08200,20.90500,330.41900,136.07400,331.07600,,369.30200,505.37600,0.13300,-1653.89000,1.87800,-174.95700,330.41900
2011-12-31,296.88800,6.41500,,7.47500,310.77800,6.43100,,8.21700,,18.18400,328.96200,135.61400,316.15300,,420.42500,556.03900,0.12600,-1609.57000,1.64200,-227.07700,328.96200
2010-12-31,443.15300,5.70100,,6.60000,455.45400,4.80400,,10.43200,18.89100,34.12700,489.58100,113.57300,293.43200,,464.65200,578.22500,0.12300,-1423.03000,1.98600,-88.64400,489.58100
2009-12-31,489.45000,163.66100,,2.94400,656.05500,1.75200,3.51300,13.87900,37.19100,56.33500,712.39000,132.82600,443.13800,0.64100,681.94800,814.77400,0.11900,-1391.18400,0.70700,-102.38400,712.39000
