,cash-on-hand,receivables-total,inventory,pre-paid-expenses,other-current-assets,total-current-assets,net-property-plant-equipment,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-12-31,1958.00000,1555.00000,2089.00000,653.00000,139.00000,6394.00000,2102.00000,6478.00000,396.00000,10730.00000,17124.00000,5931.00000,7363.00000,460.00000,8687.00000,14618.00000,114.00000,8261.00000,-2090.00000,2506.00000,17124.00000
2021-12-31,3044.00000,3100.00000,2717.00000,834.00000,,9695.00000,2805.00000,4466.00000,453.00000,10590.00000,20285.00000,8510.00000,4929.00000,519.00000,6762.00000,15272.00000,114.00000,10170.00000,-2357.00000,5013.00000,20285.00000
2020-12-31,2924.00000,3109.00000,2301.00000,,795.00000,9129.00000,3199.00000,4690.00000,240.00000,11307.00000,20436.00000,8330.00000,5059.00000,732.00000,7311.00000,15641.00000,113.00000,8725.00000,-2811.00000,4795.00000,20436.00000
2019-12-31,1952.00000,2198.00000,2438.00000,,810.00000,7398.00000,3301.00000,4665.00000,358.00000,11483.00000,18881.00000,8369.00000,4140.00000,612.00000,6394.00000,14763.00000,112.00000,7870.00000,-2618.00000,4118.00000,18881.00000
2018-12-31,1498.00000,2210.00000,2533.00000,839.00000,818.00000,7898.00000,3414.00000,4747.00000,299.00000,10449.00000,18347.00000,9678.00000,4046.00000,463.00000,5464.00000,15142.00000,112.00000,6933.00000,-2695.00000,3205.00000,18347.00000
2017-12-31,1196.00000,2665.00000,2988.00000,1081.00000,,7930.00000,4033.00000,5709.00000,353.00000,12108.00000,20038.00000,8505.00000,4392.00000,632.00000,6405.00000,14910.00000,112.00000,7352.00000,-2331.00000,5128.00000,20038.00000
2016-12-31,1085.00000,2711.00000,2623.00000,,920.00000,7339.00000,3810.00000,5508.00000,342.00000,11814.00000,19153.00000,7662.00000,3876.00000,479.00000,5763.00000,13425.00000,111.00000,7314.00000,-2400.00000,5728.00000,19153.00000
2015-12-31,772.00000,2530.00000,2619.00000,,953.00000,6874.00000,3774.00000,5684.00000,377.00000,12136.00000,19010.00000,7744.00000,3470.00000,707.00000,5592.00000,13336.00000,111.00000,6722.00000,-2332.00000,5674.00000,19010.00000
2014-12-31,1026.00000,2768.00000,2740.00000,,1147.00000,8098.00000,3981.00000,5610.00000,413.00000,11904.00000,20002.00000,8403.00000,3544.00000,690.00000,5803.00000,14206.00000,110.00000,6209.00000,-1840.00000,5796.00000,20002.00000
2013-12-31,1380.00000,2005.00000,2408.00000,,680.00000,7022.00000,3041.00000,3426.00000,291.00000,8522.00000,15544.00000,6794.00000,1846.00000,482.00000,3716.00000,10510.00000,109.00000,5784.00000,-1298.00000,5034.00000,15544.00000
2012-12-31,1168.00000,2038.00000,2354.00000,709.00000,,6827.00000,3034.00000,3449.00000,254.00000,8569.00000,15396.00000,6510.00000,1944.00000,517.00000,4519.00000,11029.00000,108.00000,5147.00000,-1531.00000,4367.00000,15396.00000
2011-12-31,1109.00000,2105.00000,2354.00000,,606.00000,6422.00000,3102.00000,3484.00000,280.00000,8759.00000,15181.00000,6297.00000,2129.00000,558.00000,4604.00000,10901.00000,106.00000,4922.00000,-1226.00000,4280.00000,15181.00000
2010-12-31,1368.00000,2278.00000,2792.00000,,673.00000,7315.00000,3134.00000,3520.00000,310.00000,8269.00000,15584.00000,6149.00000,2195.00000,791.00000,5115.00000,11264.00000,106.00000,4680.00000,-893.00000,4320.00000,15584.00000
2009-12-31,1380.00000,2500.00000,2197.00000,,653.00000,7025.00000,3117.00000,3525.00000,323.00000,8069.00000,15094.00000,5941.00000,2502.00000,641.00000,5393.00000,11334.00000,105.00000,4193.00000,-868.00000,3760.00000,15094.00000
