,cash-on-hand,receivables-total,inventory,other-current-assets,total-current-assets,net-property-plant-equipment,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-12-31,2547.00000,2505.00000,3088.00000,12851.00000,20991.00000,7975.00000,13239.00000,6931.00000,31889.00000,52880.00000,15887.00000,15429.00000,6826.00000,27727.00000,43614.00000,254.00000,16943.00000,-8023.00000,9266.00000,52880.00000
2021-12-31,3604.00000,1963.00000,2981.00000,11267.00000,19815.00000,7597.00000,13519.00000,7652.00000,31058.00000,50873.00000,13997.00000,11670.00000,5928.00000,25917.00000,39914.00000,271.00000,21600.00000,-11006.00000,10959.00000,50873.00000
2020-12-31,3160.00000,1978.00000,3545.00000,10695.00000,19378.00000,7213.00000,13818.00000,6826.00000,31332.00000,50710.00000,13933.00000,11669.00000,6196.00000,30739.00000,44672.00000,279.00000,21636.00000,-16121.00000,6038.00000,50710.00000
2019-12-31,1514.00000,2337.00000,3619.00000,9625.00000,17095.00000,6591.00000,13817.00000,6706.00000,30433.00000,47528.00000,13972.00000,11404.00000,5747.00000,30385.00000,44357.00000,280.00000,18401.00000,-15554.00000,3171.00000,47528.00000
2018-12-31,772.00000,2444.00000,2997.00000,9890.00000,16103.00000,6124.00000,14263.00000,5178.00000,28773.00000,44876.00000,14398.00000,12604.00000,4311.00000,29029.00000,43427.00000,281.00000,15434.00000,-14321.00000,1449.00000,44876.00000
2017-12-31,2861.00000,2265.00000,2878.00000,9501.00000,17505.00000,5775.00000,14604.00000,5580.00000,29115.00000,46620.00000,12913.00000,13513.00000,4548.00000,34483.00000,47396.00000,284.00000,11405.00000,-12539.00000,-776.00000,46620.00000
2016-12-31,1837.00000,8202.00000,4670.00000,399.00000,15108.00000,5549.00000,14857.00000,5667.00000,32698.00000,47806.00000,12542.00000,14282.00000,4659.00000,33658.00000,46200.00000,289.00000,13324.00000,-12102.00000,1606.00000,47806.00000
2015-12-31,1090.00000,7254.00000,4819.00000,441.00000,14573.00000,5389.00000,14717.00000,5396.00000,34731.00000,49304.00000,13918.00000,14305.00000,4902.00000,32289.00000,46207.00000,303.00000,14238.00000,-11444.00000,3097.00000,49304.00000
2014-12-31,1446.00000,5877.00000,2804.00000,744.00000,12322.00000,4751.00000,11186.00000,4774.00000,24724.00000,37046.00000,11112.00000,6142.00000,3877.00000,22534.00000,33646.00000,314.00000,14956.00000,-11870.00000,3400.00000,37046.00000
2013-12-31,2617.00000,5834.00000,2977.00000,813.00000,13329.00000,4706.00000,10348.00000,4955.00000,22859.00000,36188.00000,11120.00000,6152.00000,3735.00000,20150.00000,31270.00000,319.00000,14200.00000,-9601.00000,4918.00000,36188.00000
2012-12-31,1898.00000,6563.00000,2937.00000,1188.00000,13855.00000,4675.00000,10370.00000,4948.00000,24802.00000,38657.00000,12155.00000,6158.00000,3807.00000,26463.00000,38618.00000,321.00000,13211.00000,-13493.00000,39.00000,38657.00000
2011-12-31,3582.00000,6064.00000,2481.00000,628.00000,14094.00000,4611.00000,10148.00000,4667.00000,23814.00000,37908.00000,12130.00000,6460.00000,3541.00000,24777.00000,36907.00000,321.00000,11937.00000,-11257.00000,1001.00000,37908.00000
2010-12-31,2777.00000,5692.00000,2363.00000,518.00000,12893.00000,4554.00000,9605.00000,4576.00000,22220.00000,35113.00000,11401.00000,5019.00000,3376.00000,20215.00000,31616.00000,346.00000,12161.00000,-9010.00000,3497.00000,35113.00000
2009-12-31,2737.00000,6061.00000,2183.00000,681.00000,12477.00000,4520.00000,9948.00000,4387.00000,22634.00000,35111.00000,10703.00000,5052.00000,3096.00000,20279.00000,30982.00000,373.00000,12351.00000,-8595.00000,4129.00000,35111.00000
