,cash-on-hand,receivables-total,inventory,other-current-assets,total-current-assets,net-property-plant-equipment,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-12-31,8524.00000,8115.00000,5634.00000,2956.00000,25229.00000,9280.00000,58638.00000,4007.00000,71925.00000,97154.00000,17010.00000,28909.00000,4238.00000,36112.00000,53122.00000,441.00000,41910.00000,-3099.00000,44032.00000,97154.00000
2021-12-31,4477.00000,7977.00000,5051.00000,2608.00000,20113.00000,8333.00000,62037.00000,4640.00000,75010.00000,95123.00000,13436.00000,32333.00000,4540.00000,40832.00000,54268.00000,439.00000,35431.00000,-2329.00000,40855.00000,95123.00000
2020-12-31,10325.00000,5741.00000,4029.00000,1862.00000,21957.00000,5912.00000,38726.00000,2457.00000,47095.00000,69052.00000,10304.00000,19107.00000,3330.00000,24231.00000,34535.00000,437.00000,28116.00000,-2807.00000,34517.00000,69052.00000
2019-12-31,2399.00000,4349.00000,3370.00000,1775.00000,11893.00000,4749.00000,39728.00000,2011.00000,46488.00000,58381.00000,6197.00000,17076.00000,3241.00000,22509.00000,28706.00000,434.00000,22092.00000,-2679.00000,29675.00000,58381.00000
2018-12-31,2103.00000,4136.00000,3005.00000,1381.00000,10625.00000,4165.00000,40325.00000,1117.00000,45607.00000,56232.00000,6147.00000,17719.00000,2515.00000,22499.00000,28646.00000,432.00000,18696.00000,-2498.00000,27586.00000,56232.00000
2017-12-31,1335.00000,3879.00000,2971.00000,1236.00000,9421.00000,4047.00000,41974.00000,1227.00000,47248.00000,56669.00000,7048.00000,18873.00000,2569.00000,24208.00000,31256.00000,428.00000,15914.00000,-2003.00000,25413.00000,56669.00000
2016-12-31,786.00000,3427.00000,2213.00000,595.00000,7021.00000,2578.00000,35297.00000,1012.00000,38887.00000,45908.00000,4866.00000,15372.00000,1573.00000,19502.00000,24368.00000,415.00000,13927.00000,-2636.00000,21540.00000,45908.00000
2015-12-31,452.10000,2763.00000,1991.70000,534.40000,5741.20000,2448.80000,31585.90000,1058.40000,35093.10000,40834.30000,4146.30000,11420.20000,1295.00000,15337.80000,19484.10000,411.90000,12142.30000,-1997.30000,21350.20000,40834.30000
2014-12-31,1343.50000,2473.60000,1859.50000,559.90000,6539.80000,2426.50000,32952.70000,933.10000,36312.30000,42852.10000,5349.80000,12351.60000,1171.90000,16954.20000,22304.00000,408.50000,10406.90000,-1285.00000,20548.10000,42852.10000
2013-12-31,5830.50000,1942.30000,1494.50000,420.90000,9880.70000,1767.40000,19574.60000,640.70000,21982.70000,31863.40000,3126.00000,9499.60000,771.80000,11881.30000,15007.30000,369.60000,8753.30000,-77.20000,16856.10000,31863.40000
2012-12-31,809.90000,1804.90000,1443.30000,594.70000,4834.80000,1726.40000,20279.00000,604.40000,22609.80000,27444.60000,2093.30000,7031.20000,808.20000,9886.60100,11979.90000,413.50000,7697.30000,-150.40000,15464.70000,27444.60000
2011-12-31,1020.60000,1763.70000,1330.10000,549.70000,4821.90000,1611.30000,19789.20000,611.30000,22011.80000,26833.70000,3113.10000,5755.20000,698.00000,8682.50000,11795.60000,406.40000,6716.30000,-399.50000,15038.10000,26833.70000
2010-12-31,926.00000,1473.80000,1172.90000,381.00000,4135.00000,1360.20000,14909.40000,944.80000,17214.40000,21349.40000,1709.80000,2031.30000,621.20000,4278.60000,5988.40000,401.80000,5386.40000,43.60000,15361.00000,21349.40000
2009-12-31,1571.20000,1409.60000,1131.40000,258.70000,4530.90000,1333.40000,15319.90000,440.80000,17094.10000,21625.00000,1639.30000,2065.90000,555.10000,4554.80000,6194.10000,423.90000,4350.80000,92.00000,15430.90000,21625.00000
