,cash-on-hand,receivables-total,inventory,pre-paid-expenses,total-current-assets,net-property-plant-equipment,long-term-investments,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-12-31,3023.72900,923.09600,1289.70600,314.21700,5550.74800,95.00900,39.46800,388.12900,73.75400,1224.66200,6775.41000,1293.53100,,58.40000,596.05900,1889.59000,0.03100,3138.98300,-33.90800,4885.82000,6775.41000
2021-12-31,3408.31500,516.50900,650.11700,237.73500,4812.67600,78.63400,20.24700,281.95200,33.44300,921.75310,5734.42900,1109.82900,,54.74900,646.00000,1755.82900,0.03100,2456.82300,-8.30000,3978.60000,5734.42900
2020-12-31,2872.86800,389.54000,479.66800,94.92200,3836.99800,32.23100,8.31400,312.48600,30.07100,901.92100,4738.91900,768.24300,,42.43100,650.38500,1418.62800,0.03000,2027.61400,0.23800,3320.29100,4738.91900
2019-12-31,2724.36800,391.98700,243.82500,111.45600,3471.63600,39.27300,4.15000,100.09000,30.34600,713.65400,4185.29000,597.07400,,37.69300,693.53000,1290.60400,0.00800,1788.23000,0.14300,2894.68600,4185.29000
2018-12-31,1956.14700,331.77700,264.55700,162.32100,2714.80200,75.35500,30.33600,112.29400,22.70400,367.18100,3081.98300,606.50400,35.43100,28.09800,332.09000,938.59400,0.00800,1190.80300,-3.99400,2143.38900,3081.98300
2017-12-31,1535.55500,247.34600,306.19800,177.33000,2266.42900,74.27900,36.13600,,18.89100,194.43100,2460.86000,529.90500,37.67300,9.74500,269.04100,798.94600,0.00700,859.11400,-1.93800,1661.91400,2460.86000
2016-12-31,867.83300,253.11900,236.49000,168.68400,1526.12600,76.96100,36.13600,,18.82400,202.88100,1729.00700,459.55300,39.59300,7.95800,161.63400,621.18700,0.00700,435.10500,-1.47500,1107.82000,1729.00700
2015-12-31,687.32600,144.26300,92.12900,50.61000,974.32800,79.70600,36.63600,,20.79100,185.56200,1159.89000,235.01100,41.21000,6.69800,136.72700,371.73800,0.00700,250.91600,-0.67500,788.15200,1159.89000
2014-12-31,449.45700,96.98200,78.00600,42.78200,679.47900,71.55800,36.63600,,11.84000,131.54400,811.02300,144.37300,42.54700,4.98100,110.99200,255.36500,0.00700,129.81400,-0.33400,555.65800,811.02300
2013-12-31,117.66400,77.99900,67.09400,7.65300,282.76600,67.20400,,,10.00900,81.75400,364.52000,209.34400,43.15200,1.97800,77.44400,286.78800,0.00300,42.96400,0.03600,77.73200,364.52000
2012-12-31,88.65500,50.90200,24.18100,7.12500,177.17200,30.54600,,,6.77100,42.99600,220.16800,46.36400,122.92600,19.49100,154.89400,201.25800,0.00300,0.50400,0.03800,18.91000,220.16800
2011-12-31,,,,,,,,0.00000,,,0.00000,,,,,0.00000,0.00000,,,0.00000,0.00000
