,cash-on-hand,receivables-total,inventory,other-current-assets,total-current-assets,net-property-plant-equipment,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-12-31,481.39100,722.89200,455.71000,103.91000,1763.90300,582.21700,657.72700,191.10000,1517.55000,3281.45300,785.73700,1524.87800,366.03900,1991.22800,2776.96500,1.62400,8508.58700,-141.57200,504.48800,3281.45300
2021-12-31,569.28500,612.64800,356.09500,90.91400,1628.94200,547.91300,680.26600,153.07700,1465.99000,3094.93200,680.50800,1513.87000,409.35000,2046.87000,2727.37800,1.62100,7800.83200,-111.86500,367.55400,3094.93200
2020-12-31,443.14600,573.31600,304.28100,80.29000,1401.03300,494.00300,703.00700,148.62500,1438.88700,2839.92000,804.98300,1206.51500,455.46100,1802.79300,2607.77600,1.61700,7107.98900,-117.94300,232.14400,2839.92000
2019-12-31,337.14400,587.73400,320.55100,67.06200,1312.49100,417.34200,596.33100,137.53300,1244.56400,2557.05500,591.33400,1580.79700,475.16500,2182.00200,2773.33600,1.61000,6587.40300,-119.47100,-216.28100,2557.05500
2018-12-31,1735.22400,568.31600,291.56900,68.05400,2663.16300,343.08300,602.51600,118.66400,1064.26300,3727.42600,448.93100,1148.17200,507.21200,1711.23700,2160.16800,1.60500,5995.20500,-117.97100,1567.25800,3727.42600
2017-12-31,3393.70100,533.82500,270.29400,72.31400,4270.13400,349.27800,588.21400,116.72800,1054.22000,5324.35400,606.15700,1897.50100,519.57400,2484.40900,3090.56600,1.59800,5405.38000,-110.06700,2233.78800,5324.35400
2016-12-31,2813.03200,489.34000,262.68200,70.39100,3635.44500,337.11800,559.13500,130.36100,1026.61400,4662.05900,520.32100,1701.96600,65.25500,1839.78900,2360.11000,1.58600,5385.06900,-216.28000,2301.94900,4662.05900
2015-12-31,2399.26300,468.31500,263.41500,82.54000,3213.53300,333.35500,574.88600,146.90300,1055.14400,4268.67700,564.07600,1493.02700,75.66000,1645.75000,2209.82600,1.57700,4863.56600,-146.72600,2058.85100,4268.67700
2014-12-31,2055.38800,433.61600,246.43000,81.61000,2817.04400,321.58300,584.66000,151.40300,1057.64600,3874.69000,580.48600,1237.46300,76.84500,1399.53800,1980.02400,1.56700,4394.51300,-78.70500,1894.66600,3874.69000
2013-12-31,1803.67000,430.98500,242.80000,78.80000,2556.25500,324.93200,589.46200,111.98000,1026.37400,3582.62900,487.53200,1190.00000,67.20100,1331.92400,1819.45600,1.55200,3962.89300,5.87900,1763.17300,3582.62900
2012-12-31,1539.02500,404.55600,229.56500,84.58000,2257.72600,273.27900,536.97900,100.16600,910.42400,3168.15000,504.24200,1045.00000,50.32600,1196.55100,1700.79300,1.53700,3512.89000,-26.39500,1467.35700,3168.15000
2011-12-31,1281.35100,367.08500,212.86400,80.80400,1942.10400,237.09500,489.06300,54.97200,781.13000,2723.23400,601.86300,700.00000,101.82300,894.79300,1496.65600,1.52800,3051.44700,-36.05500,1226.57800,2723.23400
2010-12-31,946.41900,358.23700,204.30000,77.68500,1586.64100,215.06000,472.97300,52.99600,741.02900,2327.67000,385.85000,700.00000,100.39900,873.02300,1258.87300,1.51100,2618.47900,-11.79500,1068.79700,2327.67000
2009-12-31,630.25700,314.24700,178.66600,49.20600,1172.37600,210.92600,475.24200,49.38700,735.55500,1907.93100,394.56800,500.00000,95.37000,664.41400,1058.98200,1.48800,2236.71600,15.57400,848.94900,1907.93100
