,cash-on-hand,receivables-total,inventory,other-current-assets,total-current-assets,net-property-plant-equipment,long-term-investments,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-12-31,9305.00000,5563.00000,4930.00000,2388.00000,22186.00000,5427.00000,,31609.00000,5899.00000,42935.00000,65121.00000,15687.00000,37354.00000,8419.00000,45773.00000,61460.00000,32514.00000,-28622.00000,-231.00000,3661.00000,65121.00000
2021-12-31,8037.00000,4895.00000,4086.00000,2367.00000,19385.00000,5184.00000,,30072.00000,6524.00000,41780.00000,61165.00000,12184.00000,33222.00000,9059.00000,42281.00000,54465.00000,32096.00000,-24600.00000,-796.00000,6700.00000,61165.00000
2020-12-31,10647.00000,4525.00000,3893.00000,2079.00000,21144.00000,4889.00000,,31276.00000,5639.00000,41804.00000,62948.00000,11653.00000,32895.00000,8991.00000,41886.00000,53539.00000,31802.00000,-21408.00000,-985.00000,9409.00000,62948.00000
2019-12-31,8911.00000,4057.00000,3584.00000,1888.00000,18440.00000,4928.00000,,34116.00000,2223.00000,41267.00000,59707.00000,12835.00000,26950.00000,10249.00000,37199.00000,50034.00000,31531.00000,-21330.00000,-528.00000,9673.00000,59707.00000
2018-12-31,29304.00000,3580.00000,2940.00000,1794.00000,37618.00000,4958.00000,,22142.00000,1698.00000,28798.00000,66416.00000,13488.00000,29510.00000,10054.00000,40428.00000,53916.00000,31246.00000,-17977.00000,-769.00000,12500.00000,66416.00000
2017-12-31,41678.00000,3237.00000,2834.00000,1727.00000,49476.00000,4989.00000,,23370.00000,2119.00000,30478.00000,79954.00000,9020.00000,34190.00000,10337.00000,45693.00000,54713.00000,30992.00000,-5072.00000,-679.00000,25241.00000,79954.00000
2016-12-31,38085.00000,3165.00000,2745.00000,2015.00000,46010.00000,4961.00000,,25030.00000,1625.00000,31616.00000,77626.00000,11204.00000,30193.00000,3918.00000,36547.00000,47751.00000,30784.00000,-438.00000,-471.00000,29875.00000,77626.00000
2015-12-31,31382.00000,2995.00000,2435.00000,1703.00000,38515.00000,4907.00000,,26428.00000,1599.00000,32934.00000,71449.00000,8664.00000,29182.00000,3281.00000,34702.00000,43366.00000,30649.00000,-2086.00000,-480.00000,28083.00000,71449.00000
2014-12-31,27026.00000,2546.00000,2647.00000,2494.00000,34713.00000,5223.00000,,27481.00000,1592.00000,34296.00000,69009.00000,7008.00000,30215.00000,2547.00000,36223.00000,43231.00000,30410.00000,-4624.00000,-8.00000,25778.00000,69009.00000
2013-12-31,19401.00000,2697.00000,3019.00000,2250.00000,27367.00000,5349.00000,3412.00000,28230.00000,1767.00000,38758.00000,66125.00000,7947.00000,29623.00000,2961.00000,36082.00000,44029.00000,29891.00000,-7634.00000,-161.00000,22096.00000,66125.00000
2012-12-31,24061.00000,2518.00000,2744.00000,1886.00000,31209.00000,5326.00000,,16630.00000,1133.00000,23089.00000,54298.00000,8191.00000,24034.00000,3013.00000,27047.00000,35238.00000,29337.00000,-10423.00000,146.00000,19060.00000,54298.00000
2011-12-31,20641.00000,2896.00000,2484.00000,1572.00000,27593.00000,5420.00000,,14334.00000,1524.00000,21278.00000,48871.00000,5754.00000,21344.00000,2744.00000,24088.00000,29842.00000,27777.00000,-8919.00000,171.00000,19029.00000,48871.00000
2010-12-31,17422.00000,2335.00000,2022.00000,1350.00000,23129.00000,5522.00000,,13564.00000,1271.00000,20357.00000,43486.00000,6570.00000,10874.00000,2098.00000,12972.00000,19542.00000,27299.00000,-3508.00000,153.00000,23944.00000,43486.00000
2009-12-31,13442.00000,2109.00000,2220.00000,1161.00000,18932.00000,5738.00000,,13902.00000,1057.00000,20697.00000,39629.00000,3873.00000,4512.00000,8577.00000,13089.00000,16962.00000,26944.00000,-4322.00000,45.00000,22667.00000,39629.00000
