,cash-on-hand,receivables-total,inventory,other-current-assets,total-current-assets,net-property-plant-equipment,long-term-investments,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-12-31,250.00000,654.00000,667.00000,1097.00000,2668.00000,31262.00000,411.00000,411.00000,768.00000,35236.00000,37904.00000,3366.00000,13685.00000,6072.00000,23901.00000,27267.00000,3.00000,3646.00000,-1.00000,10637.00000,37904.00000
2021-12-31,16.00000,519.00000,592.00000,841.00000,1968.00000,29261.00000,756.00000,411.00000,891.00000,33767.00000,35735.00000,2826.00000,12562.00000,6605.00000,23080.00000,25906.00000,3.00000,3182.00000,13.00000,9829.00000,35735.00000
2020-12-31,139.00000,480.00000,521.00000,513.00000,1653.00000,26807.00000,288.00000,411.00000,789.00000,30377.00000,32030.00000,2180.00000,11078.00000,5978.00000,20770.00000,22950.00000,3.00000,2757.00000,-1.00000,9080.00000,32030.00000
2019-12-31,16.00000,456.00000,494.00000,465.00000,1431.00000,24376.00000,,411.00000,876.00000,27502.00000,28933.00000,2505.00000,8915.00000,5525.00000,18227.00000,20732.00000,2.00000,2380.00000,-17.00000,8201.00000,28933.00000
2018-12-31,16.00000,542.00000,483.00000,492.00000,1533.00000,22810.00000,,411.00000,650.00000,25682.00000,27215.00000,2687.00000,7859.00000,5264.00000,16755.00000,19442.00000,2.00000,2024.00000,-22.00000,7773.00000,27215.00000
2017-12-31,10.00000,515.00000,522.00000,565.00000,1612.00000,21466.00000,,411.00000,522.00000,24333.00000,25945.00000,2940.00000,7094.00000,5025.00000,15679.00000,18619.00000,2.00000,1660.00000,-18.00000,7326.00000,25945.00000
2016-12-31,9.00000,500.00000,527.00000,557.00000,1593.00000,20113.00000,,411.00000,538.00000,23106.00000,24699.00000,2674.00000,6595.00000,2620.00000,14780.00000,17454.00000,2.00000,1568.00000,-23.00000,7245.00000,24699.00000
2015-12-31,292.00000,486.00000,538.00000,587.00000,1917.00000,18799.00000,,411.00000,575.00000,21723.00000,23640.00000,2093.00000,6880.00000,2523.00000,14459.00000,16552.00000,2.00000,1331.00000,-3.00000,7088.00000,23640.00000
2014-12-31,5.00000,504.00000,524.00000,646.00000,1694.00000,17424.00000,,411.00000,629.00000,20595.00000,22289.00000,2249.00000,6085.00000,2246.00000,13185.00000,15434.00000,2.00000,1103.00000,-9.00000,6855.00000,22289.00000
2013-12-31,30.00000,600.00000,526.00000,545.00000,1972.00000,16205.00000,,411.00000,720.00000,19070.00000,21042.00000,2461.00000,5504.00000,2074.00000,11895.00000,14356.00000,2.00000,907.00000,3.00000,6686.00000,21042.00000
2012-12-31,184.00000,425.00000,570.00000,636.00000,3596.00000,15348.00000,,425.00000,667.00000,18634.00000,22230.00000,2686.00000,5802.00000,1938.00000,12777.00000,15463.00000,2.00000,1006.00000,-8.00000,6767.00000,22230.00000
2011-12-31,255.00000,542.00000,712.00000,766.00000,2295.00000,18127.00000,,418.00000,845.00000,21350.00000,23645.00000,1785.00000,6677.00000,1930.00000,13792.00000,15577.00000,2.00000,2369.00000,-50.00000,8068.00000,23645.00000
2010-12-31,545.00000,727.00000,707.00000,911.00000,2890.00000,17853.00000,,418.00000,750.00000,20621.00000,23511.00000,1888.00000,7313.00000,1794.00000,13739.00000,15627.00000,2.00000,2225.00000,-17.00000,7884.00000,23511.00000
2009-12-31,622.00000,742.00000,782.00000,696.00000,2842.00000,17610.00000,,960.00000,655.00000,20860.00000,23702.00000,1711.00000,7941.00000,1686.00000,13931.00000,15642.00000,2.00000,2455.00000,-13.00000,8060.00000,23702.00000
