,cash-on-hand,receivables-total,inventory,pre-paid-expenses,other-current-assets,total-current-assets,net-property-plant-equipment,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-12-31,2346.00000,4627.00000,2923.00000,,1056.00000,10952.00000,4348.00000,2829.00000,1577.00000,11390.00000,23255.00000,5345.00000,7928.00000,806.00000,9933.00000,15278.00000,2664.00000,10572.00000,-230.00000,7977.00000,23255.00000
2021-12-31,3044.00000,3666.00000,2361.00000,,872.00000,9943.00000,4326.00000,2843.00000,1580.00000,11444.00000,22321.00000,4306.00000,9127.00000,823.00000,11287.00000,15593.00000,2665.00000,9710.00000,-183.00000,6728.00000,22321.00000
2020-12-31,2563.00000,3071.00000,2349.00000,,1492.00000,9475.00000,4325.00000,2804.00000,1124.00000,10419.00000,20680.00000,4421.00000,9132.00000,824.00000,11276.00000,15697.00000,2666.00000,8691.00000,-362.00000,4983.00000,20680.00000
2019-12-31,2268.00000,4577.00000,3139.00000,,1228.00000,11212.00000,7310.00000,2812.00000,1429.00000,13234.00000,25377.00000,4878.00000,10316.00000,808.00000,12474.00000,17352.00000,2669.00000,11989.00000,-362.00000,8025.00000,25377.00000
2018-12-31,2008.00000,5234.00000,3028.00000,,881.00000,11151.00000,8873.00000,2825.00000,1749.00000,14831.00000,25982.00000,4802.00000,10312.00000,841.00000,11636.00000,16438.00000,2671.00000,13739.00000,-355.00000,9544.00000,25982.00000
2017-12-31,2337.00000,5036.00000,2396.00000,,1008.00000,10777.00000,8521.00000,2693.00000,1864.00000,14308.00000,25085.00000,4862.00000,10430.00000,835.00000,11874.00000,16736.00000,2673.00000,12668.00000,-469.00000,8349.00000,25085.00000
2016-12-31,4009.00000,3922.00000,2275.00000,585.00000,886.00000,11677.00000,8532.00000,2414.00000,2417.00000,15323.00000,27000.00000,4023.00000,12214.00000,741.00000,13529.00000,17552.00000,2674.00000,14141.00000,-454.00000,9448.00000,27000.00000
2015-12-31,10077.00000,5317.00000,2993.00000,527.00000,1156.00000,20070.00000,12117.00000,2385.00000,1818.00000,16872.00000,36942.00000,5337.00000,14687.00000,944.00000,16110.00000,21447.00000,2677.00000,20524.00000,-363.00000,15495.00000,36942.00000
2014-12-31,2291.00000,7564.00000,3571.00000,658.00000,563.00000,14647.00000,12475.00000,2330.00000,2713.00000,17518.00000,32165.00000,5866.00000,7765.00000,1545.00000,10001.00000,15867.00000,2679.00000,21809.00000,-399.00000,16298.00000,32165.00000
2013-12-31,2356.00000,6181.00000,3305.00000,737.00000,737.00000,13704.00000,11322.00000,2168.00000,2029.00000,15519.00000,29223.00000,5026.00000,7816.00000,2182.00000,10582.00000,15608.00000,2680.00000,18842.00000,-307.00000,13615.00000,29223.00000
2012-12-31,2484.00000,5787.00000,3186.00000,608.00000,670.00000,13086.00000,10257.00000,2135.00000,1932.00000,14324.00000,27410.00000,4752.00000,4820.00000,1441.00000,6868.00000,11620.00000,2682.00000,17182.00000,-309.00000,15790.00000,27410.00000
2011-12-31,2698.00000,5084.00000,2570.00000,,904.00000,11577.00000,8492.00000,1776.00000,1832.00000,12100.00000,23677.00000,4121.00000,4820.00000,986.00000,6340.00000,10461.00000,2683.00000,14880.00000,-273.00000,13216.00000,23677.00000
2010-12-31,2051.00000,3924.00000,1940.00000,,714.00000,8886.00000,6842.00000,1315.00000,1254.00000,9411.00000,18297.00000,2757.00000,3824.00000,842.00000,5153.00000,7910.00000,2674.00000,12371.00000,-240.00000,10387.00000,18297.00000
2009-12-31,3394.00000,2964.00000,1598.00000,,472.00000,8638.00000,5759.00000,1100.00000,1041.00000,7900.00000,16538.00000,2889.00000,3824.00000,606.00000,4892.00000,7781.00000,2669.00000,10863.00000,-213.00000,8757.00000,16538.00000
