,cash-on-hand,receivables-total,inventory,pre-paid-expenses,other-current-assets,total-current-assets,net-property-plant-equipment,long-term-investments,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-12-31,3893.00000,4532.00000,5372.00000,435.00000,456.00000,14688.00000,9178.00000,,17489.00000,4271.00000,31767.00000,46455.00000,9523.00000,14001.00000,5615.00000,22162.00000,31685.00000,9.00000,47950.00000,-6673.00000,14770.00000,46455.00000
2021-12-31,4765.00000,4660.00000,4985.00000,654.00000,339.00000,15403.00000,9429.00000,,18774.00000,2608.00000,31669.00000,47072.00000,9035.00000,16056.00000,3403.00000,22920.00000,31955.00000,9.00000,45821.00000,-6750.00000,15117.00000,47072.00000
2020-12-31,5038.00000,4705.00000,4239.00000,675.00000,325.00000,14982.00000,9421.00000,,19637.00000,2440.00000,32362.00000,47344.00000,7948.00000,17989.00000,3462.00000,26465.00000,34413.00000,9.00000,43821.00000,-7721.00000,12931.00000,47344.00000
2019-12-31,2451.00000,4791.00000,4134.00000,704.00000,891.00000,12971.00000,9333.00000,,19823.00000,1674.00000,31688.00000,44659.00000,9222.00000,17518.00000,3275.00000,25311.00000,34533.00000,9.00000,42135.00000,-8139.00000,10126.00000,44659.00000
2018-12-31,3233.00000,5020.00000,4366.00000,741.00000,349.00000,13709.00000,8738.00000,,12708.00000,1345.00000,22791.00000,36500.00000,7244.00000,13411.00000,3010.00000,19408.00000,26652.00000,9.00000,40636.00000,-6866.00000,9848.00000,36500.00000
2017-12-31,4129.00000,4911.00000,4034.00000,937.00000,266.00000,14277.00000,8866.00000,,13449.00000,1395.00000,23710.00000,37987.00000,7687.00000,12096.00000,2962.00000,18678.00000,26365.00000,9.00000,39115.00000,-7026.00000,11622.00000,37987.00000
2016-12-31,2678.00000,4392.00000,3385.00000,821.00000,450.00000,11726.00000,8516.00000,,11486.00000,1178.00000,21180.00000,32906.00000,6219.00000,10678.00000,1648.00000,16344.00000,22563.00000,9.00000,37907.00000,-7245.00000,10343.00000,32906.00000
2015-12-31,1916.00000,4154.00000,3518.00000,,1398.00000,10986.00000,8515.00000,126.00000,11850.00000,1218.00000,21897.00000,32883.00000,7118.00000,8753.00000,2024.00000,14297.00000,21415.00000,9.00000,36296.00000,-6359.00000,11468.00000,32883.00000
2014-12-31,3336.00000,4238.00000,3706.00000,,1023.00000,12303.00000,8489.00000,117.00000,8485.00000,1769.00000,18906.00000,31209.00000,5964.00000,6705.00000,1555.00000,12103.00000,18067.00000,9.00000,34317.00000,-6289.00000,13142.00000,31209.00000
2013-12-31,3337.00000,4253.00000,3864.00000,,1279.00000,12733.00000,8652.00000,1575.00000,9033.00000,980.00000,20817.00000,33550.00000,7498.00000,4326.00000,1984.00000,8104.00000,15602.00000,9.00000,32416.00000,-3913.00000,17948.00000,33550.00000
2012-12-31,4531.00000,4061.00000,3837.00000,,1201.00000,13630.00000,8378.00000,1325.00000,9310.00000,1217.00000,20246.00000,33876.00000,6200.00000,4916.00000,1634.00000,9636.00000,15836.00000,9.00000,30679.00000,-4750.00000,18040.00000,33876.00000
2011-12-31,3680.00000,3867.00000,3416.00000,,1277.00000,12240.00000,7666.00000,1051.00000,8963.00000,1656.00000,19376.00000,31616.00000,5441.00000,4484.00000,1857.00000,10313.00000,15754.00000,9.00000,28348.00000,-5025.00000,15862.00000,31616.00000
2010-12-31,4478.00000,3615.00000,3155.00000,,967.00000,12215.00000,7279.00000,686.00000,8640.00000,1262.00000,17941.00000,30156.00000,6089.00000,4183.00000,1854.00000,8050.00000,14139.00000,9.00000,25995.00000,-3543.00000,16017.00000,30156.00000
2009-12-31,3784.00000,3250.00000,2639.00000,,1122.00000,10795.00000,7000.00000,928.00000,7174.00000,1275.00000,16455.00000,27250.00000,4897.00000,5097.00000,1727.00000,9051.00000,13948.00000,9.00000,23753.00000,-3754.00000,13302.00000,27250.00000
