,cash-on-hand,receivables-total,inventory,other-current-assets,total-current-assets,net-property-plant-equipment,long-term-investments,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-12-31,454.35800,612.78000,405.46200,122.25400,3288.55800,482.95000,,9858.94200,311.05400,10841.30000,14129.86000,1544.48300,3923.34700,1109.18100,5202.49600,6746.97900,126.30000,4951.01800,-447.49700,7382.87600,14129.86000
2021-12-31,603.32000,707.94100,425.89000,148.25500,2440.78000,485.53100,,10448.97000,1461.23700,12559.77000,15000.55000,1213.74400,4979.73700,1426.73100,6645.56500,7859.30900,126.24100,4417.17400,-162.69200,7141.24500,15000.55000
2020-12-31,402.03600,1155.10900,514.56700,167.20800,2238.92000,368.30400,,4812.80700,333.04800,5721.39500,7960.31500,1652.18900,1609.70100,774.53100,2572.63400,4224.82300,112.09000,3507.26200,-31.96100,3735.49200,7960.31500
2019-12-31,191.87700,725.18400,356.93700,100.38100,1374.37900,318.22300,,4394.51300,284.17300,5164.18500,6538.56400,762.83200,2064.04100,751.46800,2961.90800,3724.74000,111.14000,2811.97300,-199.64600,2813.82400,6538.56400
2018-12-31,163.11100,632.66900,338.34700,100.50700,1234.63400,318.59000,,4152.27500,270.02300,4740.88800,5975.52200,771.63100,1876.62400,742.31200,2618.93600,3390.56700,110.59700,2602.06700,-176.48100,2584.95500,5975.52200
2017-12-31,202.13400,552.30400,351.67500,93.84200,1199.95500,298.06600,,4349.13800,244.30400,4891.50800,6091.46300,950.90200,1788.80300,848.57000,2637.37300,3588.27500,110.36100,2380.51700,-46.51800,2503.18800,6091.46300
2016-12-31,359.26500,425.58800,246.84700,99.24600,1189.93100,145.49400,,2668.19000,273.06800,3086.75200,4276.68300,603.35500,1045.25400,459.54400,1519.75800,2123.11300,109.61700,2118.68400,-100.86100,2153.57000,4276.68300
2015-12-31,237.93200,415.06400,259.48600,64.34700,1033.16100,137.56400,,2722.50000,273.07000,3133.13400,4166.29500,561.48500,1011.76200,465.49000,1494.36900,2055.85400,112.03400,1991.43100,-45.95600,2110.44100,4166.29500
2014-12-31,174.82100,470.56300,285.45700,137.71000,1068.55100,176.19400,1.56800,2774.34200,106.92100,3059.02500,4127.57600,597.31000,1045.39300,442.77100,1488.16400,2085.47400,112.48100,1810.54500,24.80000,2042.10200,4127.57600
2013-12-31,173.24200,466.74900,260.85800,140.34200,1044.83800,183.18800,1.31900,2603.55000,113.81700,2901.87400,3946.71200,602.79600,932.10400,417.32500,1349.42900,1952.22500,112.62600,1684.36400,77.59100,1994.48700,3946.71200
2012-12-31,171.44400,457.01100,247.68800,95.61100,971.75400,210.51600,1.14900,2652.68900,65.65400,2930.00800,3901.76200,581.10000,938.82400,442.02600,1380.85000,1961.95000,115.03600,1548.57300,66.59300,1939.81200,3901.76200
2011-12-31,142.34200,409.88800,240.76300,89.85700,883.05200,174.56700,1.10500,2755.84200,41.07500,2972.58900,3855.64100,598.68200,944.90800,469.83500,1414.74300,2013.42500,113.15700,1510.68300,54.08600,1842.21600,3855.64100
2010-12-31,420.08600,356.76300,206.85100,100.68500,1084.61200,161.82000,1.35000,1929.06300,32.10100,2124.33400,3208.94600,515.20200,424.00000,344.35300,768.35300,1283.55500,115.71500,1534.63500,51.02800,1925.39100,3208.94600
2009-12-31,179.70700,320.18000,178.66600,108.93000,884.01800,153.02600,2.28700,1862.16000,157.54900,2175.02200,3059.04000,497.20400,558.19700,363.90500,932.87900,1430.08300,117.02300,1288.58600,-27.25100,1628.95700,3059.04000
