,cash-on-hand,receivables-total,inventory,pre-paid-expenses,other-current-assets,total-current-assets,net-property-plant-equipment,long-term-investments,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-12-31,1301.00000,2494.00000,,574.00000,1298.00000,5667.00000,297.00000,1752.00000,52851.00000,562.00000,56117.00000,61784.00000,5999.00000,10730.00000,489.00000,19308.00000,25307.00000,415.00000,17784.00000,-886.00000,36477.00000,61784.00000
2021-12-31,6516.00000,1650.00000,,323.00000,321.00000,8810.00000,241.00000,165.00000,4791.00000,234.00000,6216.00000,15026.00000,3815.00000,4114.00000,660.00000,9104.00000,12919.00000,294.00000,15017.00000,-841.00000,2107.00000,15026.00000
2020-12-31,4131.00000,1593.00000,,264.00000,,5988.00000,284.00000,,5087.00000,387.00000,6549.00000,12537.00000,3587.00000,4110.00000,653.00000,8379.00000,11966.00000,294.00000,13367.00000,-637.00000,571.00000,12537.00000
2019-12-31,2914.00000,1577.00000,,221.00000,,4712.00000,320.00000,,4999.00000,641.00000,6636.00000,11348.00000,3093.00000,3948.00000,624.00000,7719.00000,10812.00000,294.00000,12205.00000,-624.00000,536.00000,11348.00000
2018-12-31,1976.00000,1449.00000,,162.00000,,3587.00000,270.00000,,5059.00000,525.00000,5854.00000,9441.00000,2630.00000,3662.00000,616.00000,6127.00000,8757.00000,294.00000,11284.00000,-742.00000,684.00000,9441.00000
2017-12-31,2791.00000,1319.00000,,214.00000,,4324.00000,275.00000,,4377.00000,449.00000,5101.00000,9425.00000,3214.00000,3170.00000,679.00000,5445.00000,8659.00000,412.00000,10023.00000,-649.00000,766.00000,9425.00000
2016-12-31,2400.00000,1122.00000,,149.00000,,3671.00000,271.00000,,4455.00000,272.00000,4998.00000,8669.00000,2611.00000,3564.00000,439.00000,5357.00000,7968.00000,412.00000,9210.00000,-773.00000,701.00000,8669.00000
2015-12-31,1487.00000,991.00000,,206.00000,503.00000,3296.00000,270.00000,,4404.00000,213.00000,4887.00000,8183.00000,2908.00000,3468.00000,368.00000,5032.00000,7940.00000,412.00000,7636.00000,-600.00000,243.00000,8183.00000
2014-12-31,2500.00000,932.00000,,170.00000,,3962.00000,206.00000,,2391.00000,186.00000,2811.00000,6773.00000,3920.00000,795.00000,336.00000,2314.00000,6234.00000,412.00000,6946.00000,-514.00000,539.00000,6773.00000
2013-12-31,1560.00000,949.00000,,227.00000,97.00000,2941.00000,249.00000,,2442.00000,168.00000,3120.00000,6061.00000,2372.00000,799.00000,266.00000,2345.00000,4717.00000,412.00000,7384.00000,-196.00000,1344.00000,6061.00000
2012-12-31,761.00000,954.00000,,127.00000,1940.00000,3899.00000,368.00000,,2519.00000,168.00000,3153.00000,7052.00000,3667.00000,799.00000,351.00000,2545.00000,6212.00000,412.00000,6525.00000,-517.00000,840.00000,7052.00000
2011-12-31,864.00000,702.00000,,128.00000,2508.00000,4312.00000,373.00000,,1531.00000,404.00000,2308.00000,6620.00000,3369.00000,798.00000,358.00000,1667.00000,5036.00000,412.00000,7667.00000,-425.00000,1584.00000,6620.00000
2010-12-31,1548.00000,973.00000,275.00000,298.00000,,3375.00000,522.00000,,2503.00000,282.00000,3672.00000,7047.00000,2681.00000,1198.00000,440.00000,2074.00000,4755.00000,412.00000,7057.00000,-367.00000,2292.00000,7047.00000
2009-12-31,1234.52900,969.66200,301.22900,152.56200,,2936.39600,579.79600,,2229.24200,268.97300,3538.85400,6475.25000,2451.95400,1197.79100,384.64500,2094.11900,4546.07300,411.70900,6522.61300,-343.01700,1929.17700,6475.25000
