,cash-on-hand,receivables-total,inventory,other-current-assets,total-current-assets,net-property-plant-equipment,long-term-investments,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-12-31,10047.00000,4926.00000,14771.00000,5666.00000,35410.00000,9933.00000,5467.00000,6544.00000,1332.00000,24364.00000,59774.00000,24191.00000,7735.00000,1014.00000,11266.00000,35457.00000,3147.00000,23646.00000,-2509.00000,24317.00000,59774.00000
2021-12-31,8959.00000,3311.00000,14481.00000,5158.00000,31909.00000,9803.00000,5285.00000,6747.00000,1369.00000,24227.00000,56136.00000,21948.00000,8011.00000,1233.00000,11680.00000,33628.00000,2994.00000,21655.00000,-2172.00000,22508.00000,56136.00000
2020-12-31,6556.00000,2793.00000,11713.00000,6224.00000,27286.00000,9779.00000,4913.00000,5585.00000,1054.00000,22433.00000,49719.00000,18182.00000,7885.00000,1391.00000,11515.00000,29697.00000,2824.00000,19780.00000,-2604.00000,20022.00000,49719.00000
2019-12-31,5310.00000,2267.00000,9170.00000,4600.00000,21347.00000,10106.00000,5132.00000,5476.00000,965.00000,22650.00000,43997.00000,13734.00000,7672.00000,1333.00000,11038.00000,24772.00000,2655.00000,18958.00000,-2405.00000,19225.00000,43997.00000
2018-12-31,6503.00000,2233.00000,8813.00000,3039.00000,20588.00000,9953.00000,5317.00000,4041.00000,934.00000,20245.00000,40833.00000,11776.00000,7698.00000,1247.00000,10061.00000,21837.00000,2560.00000,18527.00000,-2106.00000,18996.00000,40833.00000
2017-12-31,5630.00000,1947.00000,9173.00000,3175.00000,19925.00000,10138.00000,5180.00000,3918.00000,802.00000,20038.00000,39963.00000,12570.00000,6623.00000,1342.00000,9071.00000,21641.00000,2398.00000,17552.00000,-1637.00000,18322.00000,39963.00000
2016-12-31,5926.00000,1905.00000,8831.00000,4383.00000,21045.00000,9758.00000,4684.00000,3703.00000,579.00000,18724.00000,39769.00000,13173.00000,6504.00000,1218.00000,9415.00000,22588.00000,2327.00000,17444.00000,-2598.00000,17181.00000,39769.00000
2015-12-31,6562.00000,1738.00000,8243.00000,5286.00000,21829.00000,9853.00000,4340.00000,3688.00000,447.00000,18328.00000,40157.00000,13505.00000,5779.00000,1395.00000,8737.00000,22242.00000,3180.00000,16865.00000,-2146.00000,17915.00000,40157.00000
2014-12-31,6491.00000,2704.00000,9374.00000,7459.00000,26028.00000,9851.00000,4377.00000,3392.00000,349.00000,17969.00000,43997.00000,15602.00000,5528.00000,1575.00000,8765.00000,24367.00000,5115.00000,15701.00000,-1241.00000,19630.00000,43997.00000
2013-12-31,7515.00000,3224.00000,11441.00000,6350.00000,28530.00000,10137.00000,4046.00000,561.00000,478.00000,15222.00000,43752.00000,15658.00000,5347.00000,1105.00000,7900.00000,23558.00000,6136.00000,14077.00000,-57.00000,20194.00000,43752.00000
2012-12-31,5928.00000,3450.00000,13836.00000,6548.00000,29762.00000,10123.00000,3887.00000,759.00000,605.00000,15374.00000,45136.00000,16993.00000,6456.00000,1289.00000,9012.00000,26005.00000,6134.00000,13236.00000,-450.00000,19131.00000,45136.00000
2012-06-30,4730.00000,3439.00000,12192.00000,6593.00000,26954.00000,9812.00000,3650.00000,603.00000,534.00000,14599.00000,41553.00000,14626.00000,6535.00000,1440.00000,8758.00000,23384.00000,6102.00000,12774.00000,-907.00000,18169.00000,41553.00000
2011-06-30,4750.00000,4808.00000,12055.00000,5891.00000,27504.00000,9500.00000,3906.00000,602.00000,681.00000,14689.00000,42193.00000,13218.00000,8266.00000,1012.00000,10137.00000,23355.00000,6636.00000,11996.00000,176.00000,18838.00000,42193.00000
2010-06-30,3777.00000,6122.00000,7871.00000,624.00000,18394.00000,8712.00000,3477.00000,523.00000,702.00000,13414.00000,31808.00000,8833.00000,6830.00000,1075.00000,8344.00000,17177.00000,5151.00000,10357.00000,-899.00000,14631.00000,31808.00000
2009-06-30,3985.00000,7311.00000,7782.00000,330.00000,19408.00000,7950.00000,3085.00000,532.00000,607.00000,12174.00000,31582.00000,8885.00000,7592.00000,1144.00000,9044.00000,17929.00000,5204.00000,8778.00000,-355.00000,13653.00000,31582.00000
