,cash-on-hand,receivables-total,inventory,pre-paid-expenses,total-current-assets,net-property-plant-equipment,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2021-12-31,478.50000,1404.90000,2394.50000,607.10000,4885.00000,2016.50000,15492.00000,1062.90000,18571.40000,23456.40000,3467.90000,5463.70000,1192.80000,7322.10000,10790.00000,3.10000,10292.20000,-231.60000,12666.40000,23456.40000
2020-12-31,802.10000,1452.70000,2450.70000,377.80000,5083.30000,2047.70000,16317.30000,969.40000,19334.40000,24417.70000,2556.90000,7626.50000,1244.50000,9661.40000,12218.30000,3.10000,10086.90000,-297.80000,12199.40000,24417.70000
2019-12-31,617.90000,1363.90000,2385.00000,357.10000,4723.90000,2077.40000,16857.30000,980.10000,19914.80000,24638.70000,3441.50000,6721.40000,1242.90000,8804.40000,12245.90000,3.10000,10427.30000,-241.90000,12392.80000,24638.70000
2018-12-31,542.80000,1275.80000,2256.50000,352.30000,4427.40000,2015.40000,17279.00000,405.00000,19699.40000,24126.80000,2421.30000,8413.70000,1016.20000,10429.40000,12850.70000,3.10000,9491.20000,-187.40000,11276.10000,24126.80000
2017-12-31,524.40000,1544.10000,2068.30000,428.00000,4564.80000,2038.60000,19021.80000,388.80000,21449.20000,26014.00000,3069.70000,8917.50000,1189.80000,11208.80000,14278.50000,3.10000,10022.80000,-83.20000,11735.50000,26014.00000
2016-12-31,634.10000,1604.40000,1959.40000,465.70000,4663.60000,2037.90000,19429.30000,553.60000,22020.80000,26684.40000,2381.50000,10665.80000,936.30000,14633.00000,17014.50000,3.10000,8467.10000,-434.00000,9669.90000,26684.40000
2015-12-31,1623.90000,1446.50000,2254.10000,529.20000,5853.70000,2062.60000,18680.50000,563.80000,21306.90000,27160.60000,1617.90000,11497.40000,1005.70000,15653.30000,17271.20000,3.00000,8347.70000,-329.00000,9889.40000,27160.60000
2014-12-31,1695.80000,912.10000,1193.30000,317.20000,4313.30000,1285.30000,3117.70000,941.70000,5344.70000,9658.00000,1024.00000,1425.50000,610.90000,2082.30000,3106.30000,2.70000,8362.10000,38.10000,6551.70000,9658.00000
2013-12-31,1807.60000,936.60000,1074.50000,107.10000,4197.70000,1224.70000,3318.90000,839.30000,5382.89900,9580.60000,1031.60000,1672.30000,576.60000,2248.90000,3280.50000,2.60000,7712.70000,367.10000,6300.10000,9580.60000
2012-12-31,1555.90000,884.60000,995.30000,76.30000,3708.70000,1210.70000,3312.50000,780.50000,5303.70000,9012.40000,866.00000,1720.80000,559.30000,2280.10000,3146.10000,2.60000,7085.90000,343.90000,5866.30000,9012.40000
2011-12-31,1223.80000,838.80000,929.80000,73.70000,3276.60000,1207.30000,3424.50000,606.90000,5238.70000,8515.30000,867.10000,1576.00000,557.40000,2133.40000,3000.50000,2.50000,6426.80000,271.40000,5514.80000,8515.30000
2010-12-31,934.00000,775.90000,936.40000,127.70000,3009.70000,1213.80000,3407.90000,368.50000,4990.20000,7999.90000,702.50000,1142.10000,384.00000,1526.10000,2228.60000,2.50000,5699.40000,321.00000,5771.30000,7999.90000
2009-12-31,758.10000,751.40000,913.20000,105.40000,2738.00000,1221.70000,3641.50000,184.30000,5047.50000,7785.50000,690.70000,1127.60000,328.50000,1456.10000,2146.80000,2.50000,5102.50000,358.60000,5638.70000,7785.50000
