,cash-on-hand,total-current-assets,net-property-plant-equipment,long-term-investments,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-12-31,11227.00000,107637.00000,1718.00000,28734.00000,6794.00000,10337.00000,47583.00000,155220.00000,131743.00000,2284.00000,5242.00000,7526.00000,139269.00000,10.00000,7004.00000,-3343.00000,15951.00000,155220.00000
2021-12-31,29411.00000,117038.00000,1814.00000,29380.00000,6467.00000,8239.00000,45900.00000,162938.00000,139072.00000,2407.00000,3133.00000,5540.00000,144612.00000,10.00000,5550.00000,289.00000,18326.00000,162938.00000
2020-12-31,17956.00000,103306.00000,1897.00000,28276.00000,5608.00000,8302.00000,44083.00000,147389.00000,122479.00000,3569.00000,3230.00000,6799.00000,129278.00000,10.00000,3770.00000,1315.00000,18111.00000,147389.00000
2019-12-31,4114.00000,87207.00000,1960.00000,23938.00000,5295.00000,7840.00000,39033.00000,126240.00000,99525.00000,7879.00000,2541.00000,10420.00000,109945.00000,10.00000,3751.00000,-90.00000,16295.00000,126240.00000
2018-12-31,3538.00000,86529.00000,2045.00000,24211.00000,5362.00000,7541.00000,39159.00000,125688.00000,96091.00000,12424.00000,2083.00000,14507.00000,110598.00000,11.00000,2828.00000,-964.00000,15090.00000,125688.00000
2017-12-31,3981.00000,83679.00000,2064.00000,25061.00000,5417.00000,8073.00000,40615.00000,124294.00000,97389.00000,8132.00000,2581.00000,10713.00000,108102.00000,12.00000,1628.00000,-749.00000,16192.00000,124294.00000
2016-12-31,5575.00000,85616.00000,2096.00000,25143.00000,5449.00000,7664.00000,40352.00000,125968.00000,99035.00000,7763.00000,2506.00000,10269.00000,109304.00000,13.00000,666.00000,-550.00000,16664.00000,125968.00000
2015-12-31,5457.00000,86280.00000,2152.00000,24656.00000,5389.00000,7573.00000,39770.00000,126050.00000,98440.00000,8349.00000,2417.00000,10766.00000,109206.00000,13.00000,-115.00000,-380.00000,16844.00000,126050.00000
2014-12-31,4110.00000,81165.00000,2193.00000,24228.00000,5348.00000,6629.00000,38398.00000,119563.00000,96453.00000,3462.00000,2775.00000,6237.00000,102690.00000,14.00000,-1177.00000,-238.00000,16873.00000,119563.00000
2013-12-31,5384.00000,80020.00000,2216.00000,23838.00000,5408.00000,5914.00000,37376.00000,117396.00000,94635.00000,4830.00000,2163.00000,6993.00000,101628.00000,14.00000,-2216.00000,-319.00000,15768.00000,117396.00000
2012-12-31,5605.00000,79408.00000,2279.00000,27254.00000,5352.00000,7054.00000,41939.00000,121347.00000,97048.00000,5861.00000,2939.00000,8800.00000,105848.00000,15.00000,-3338.00000,65.00000,15499.00000,121347.00000
2011-12-31,8511.00000,84914.00000,2375.00000,24487.00000,5447.00000,9827.00000,42136.00000,127050.00000,98694.00000,8110.00000,3747.00000,11857.00000,110551.00000,13.00000,-4322.00000,-69.00000,16499.00000,127050.00000
2010-12-31,8035.00000,89620.00000,2569.00000,23313.00000,6213.00000,10636.00000,42731.00000,132351.00000,98551.00000,13190.00000,3876.00000,17066.00000,115617.00000,13.00000,-4047.00000,-260.00000,16734.00000,132351.00000
2009-12-31,11050.00000,100589.00000,2668.00000,24100.00000,6307.00000,8654.00000,41729.00000,142318.00000,102348.00000,18464.00000,3625.00000,22089.00000,124437.00000,12.00000,-3235.00000,130.00000,17881.00000,142318.00000
