,cash-on-hand,receivables-total,pre-paid-expenses,other-current-assets,total-current-assets,net-property-plant-equipment,long-term-investments,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-12-31,210.88700,577.25700,50.85900,8.23900,847.24200,172.78600,18.50800,3539.66100,49.96000,3840.17500,4687.41700,889.69500,957.38900,16.96700,1173.33300,2063.02800,0.48100,1437.85400,-0.84400,2624.38900,4687.41700
2021-12-31,361.47100,539.19600,55.51300,8.15100,964.33100,181.19300,46.35300,3440.65600,45.97100,3767.83000,4732.16100,829.50100,1311.27600,2.89300,1578.62800,2408.12900,0.48100,1273.61400,-0.04600,2324.03200,4732.16100
2020-12-31,675.81000,403.91700,30.86400,2.47900,1113.07000,168.00400,82.64000,1169.61700,33.79200,1494.20400,2607.27400,564.27700,,,56.88600,621.16300,0.48100,1112.15600,-0.04600,1986.11100,2607.27400
2019-12-31,272.08100,380.57100,24.71700,2.32800,679.69700,171.86100,42.23500,1219.03100,37.36600,1511.91700,2191.61400,509.09300,,,65.46300,574.55600,0.48100,917.33600,-0.04600,1617.05800,2191.61400
2018-12-31,178.58500,303.60900,33.25800,3.40600,518.85800,155.17700,70.33800,1030.57000,,1272.10500,1790.96300,423.90200,,,42.21500,466.11700,0.48100,771.92500,-0.04600,1324.84600,1790.96300
2017-12-31,229.08500,257.52700,32.20600,1.99700,520.81500,152.31500,38.51000,887.60400,,1090.53600,1611.35100,371.46200,,,48.15300,419.61500,0.48100,624.46300,-0.04600,1191.73600,1611.35100
2016-12-31,56.42400,203.22900,21.03900,2.26800,282.96000,124.26800,30.74100,917.49600,,1074.98500,1357.94500,361.50100,10.00000,,80.91900,442.42000,0.48100,435.87600,-0.04600,915.52500,1357.94500
2015-12-31,46.51000,197.44000,22.33400,1.93100,268.21500,101.11200,35.42200,949.04400,,1088.35500,1356.57000,337.57200,66.00000,,160.14100,497.71300,0.48100,326.01900,-0.04600,858.85700,1356.57000
2014-12-31,206.16700,112.67900,17.85100,0.33900,337.03600,65.91000,,158.86400,0.73700,232.77600,569.81200,232.83900,,,,232.83900,0.48100,261.15000,-0.04600,336.97300,569.81200
2013-12-31,78.87600,116.29100,13.52200,0.78700,217.23500,64.84400,,159.99700,1.82400,227.25300,444.48800,192.11000,,,6.05900,198.16900,0.48100,202.21000,-0.04600,246.31900,444.48800
2012-12-31,6.40600,99.61800,9.00000,1.07400,122.05300,45.38100,2.03700,166.81100,1.19700,216.61300,338.66600,169.73500,18.00000,,23.63200,193.36700,0.48100,163.10900,-0.26800,145.29900,338.66600
2011-12-31,1.35100,90.01200,8.34800,2.28600,107.09200,40.91500,1.95300,141.72200,1.61400,188.29900,295.39100,151.64000,60.70000,,65.64100,217.28100,0.48100,130.11500,-0.35500,78.11000,295.39100
2010-12-31,2.13900,81.86000,7.80100,3.54300,98.44900,34.85100,2.12600,125.13800,2.23700,165.58300,264.03200,124.64900,26.50000,,32.41100,157.06000,0.48100,102.55800,-0.27500,106.97200,264.03200
2009-12-31,15.74600,81.24500,7.92100,1.43700,109.68700,35.75000,1.97600,122.02900,0.21000,160.98300,270.67000,129.25300,,,7.05900,136.31200,0.48100,77.50400,-0.40500,134.35800,270.67000
