,cash-on-hand,receivables-total,inventory,pre-paid-expenses,other-current-assets,total-current-assets,net-property-plant-equipment,long-term-investments,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-12-31,57.00000,655.00000,,284.00000,42.00000,1038.00000,1499.00000,,6299.00000,724.00000,8984.00000,10022.00000,2981.00000,9256.00000,170.00000,10392.00000,13373.00000,4.00000,-3351.00000,-4.00000,-3351.00000,10022.00000
2021-12-31,191.00000,722.00000,,246.00000,21.00000,1180.00000,1450.00000,,6337.00000,749.00000,9094.00000,10274.00000,2980.00000,8832.00000,150.00000,9919.00000,12899.00000,4.00000,-2636.00000,15.00000,-2625.00000,10274.00000
2020-12-31,71.00000,672.00000,,204.00000,20.00000,967.00000,1629.00000,,6462.00000,737.00000,9366.00000,10333.00000,3167.00000,8499.00000,149.00000,9451.00000,12618.00000,4.00000,-2285.00000,15.00000,-2285.00000,10333.00000
2019-12-31,106.00000,670.00000,11.00000,194.00000,22.00000,1003.00000,1626.00000,,7310.00000,591.00000,10146.00000,11149.00000,3293.00000,7842.00000,94.00000,8592.00000,11885.00000,4.00000,-1143.00000,8.00000,-736.00000,11149.00000
2018-12-31,54.00000,233.00000,22.00000,158.00000,11.00000,478.00000,1513.00000,,4791.00000,1098.00000,7695.00000,8173.00000,2803.00000,6885.00000,106.00000,7187.00000,9990.00000,4.00000,-2057.00000,-6.00000,-1817.00000,8173.00000
2017-12-31,69.02200,241.72700,20.19900,129.66900,10.28400,470.90100,1462.76600,,4809.42800,1080.75100,7858.47300,8329.37400,2821.53800,6741.24300,107.71900,7031.71000,9853.24800,4.53000,-3243.47300,18.40700,-1523.87400,8329.37400
2016-12-31,213.93900,223.02900,20.36300,179.14800,6.17000,642.64900,1398.69300,,4749.90800,128.01500,7360.94600,8003.59500,2668.60100,5842.76400,101.50800,6127.00900,8795.61000,4.74500,-3891.38100,-0.13900,-792.01500,8003.59500
2015-12-31,111.83800,234.78200,22.29500,187.03300,5.94100,561.88900,1415.40100,,4798.45300,155.18800,7484.77300,8046.66200,2496.48700,5443.61400,108.76200,5716.66600,8213.15300,5.15300,-4931.21000,-0.50200,-166.49100,8046.66200
2014-12-31,147.72400,220.57900,19.39700,119.09900,4.34400,1549.74600,1510.11200,5.92200,4850.15300,15.39600,6819.31900,8369.06500,2313.79200,4487.41900,106.11600,4745.43600,7059.22800,5.65300,-5440.93400,-0.40200,1309.83700,8369.06500
2013-12-31,134.80500,192.91200,13.86300,110.53000,29.30500,1419.01300,1594.57400,5.71800,4904.61500,40.19900,7425.76800,8844.78000,2738.90400,3093.82100,117.28700,3360.13400,6099.03800,6.09600,-5934.17500,-0.30800,2745.74200,8844.78000
2012-12-31,520.94500,210.56700,25.33700,122.15700,25.20400,1828.18200,1571.92200,3.99900,4334.97500,57.83200,7226.66100,9054.84300,2314.58800,2430.98600,110.20300,2700.69000,5015.27800,5.26300,-6311.39000,0.12000,4039.56500,9054.84300
2011-12-31,773.99000,186.52200,36.71100,125.96700,21.03700,1276.95400,1673.91900,3.97300,4408.49400,90.61000,6219.04200,7495.99600,2247.59600,3012.35100,322.68500,4544.25500,6791.85100,3.75300,-9784.09200,0.07100,704.14500,7495.99600
2010-12-31,586.69100,189.23400,21.91800,134.99400,14.15100,991.77500,1761.27400,3.39600,4467.54400,104.96200,6391.31100,7383.08600,2349.70900,3021.76300,615.36800,4825.74100,7175.45000,3.93300,-10211.05000,-5.86100,207.63600,7383.08600
2009-12-31,383.48900,162.31800,16.19300,100.27300,124.86700,859.78000,1711.00300,3.40000,4529.97100,151.64500,6462.42600,7322.20600,2076.64100,3063.28100,891.43100,5150.04300,7226.68400,3.88200,-10254.11000,-6.58100,95.52200,7322.20600
