,cash-on-hand,receivables-total,inventory,other-current-assets,total-current-assets,net-property-plant-equipment,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-03-31,1275.94300,1467.84200,1418.67300,425.62200,4588.08000,1041.77700,5394.15800,1071.13700,8754.12800,13342.21000,3315.39700,4584.26100,888.43600,6496.45600,9811.85300,97.07500,443.47500,-926.57900,3530.35500,13342.21000
2021-03-31,1414.55600,1298.02000,1061.83900,423.87700,4785.87000,975.87600,5454.97200,1062.87700,8968.15800,13754.03000,2210.47700,5709.14900,1541.77800,8487.38800,10697.87000,97.98500,189.53400,-1009.00000,3056.16400,13754.03000
2020-03-31,1369.02800,1308.05100,1293.91200,444.88600,5027.01600,954.40600,3010.56400,867.75100,6106.23500,11133.25000,3023.88400,2608.26900,1123.11300,4752.03300,7775.91700,97.20300,7.30900,-930.95800,3357.33400,11133.25000
2019-03-31,402.22600,1372.62500,1173.10200,425.61200,4673.45700,876.09300,3399.14100,768.48200,5683.32800,10356.79000,2661.60400,2115.88400,1234.88100,3396.66500,6058.26900,99.20600,1179.60100,-902.07500,4298.51600,10356.79000
2018-03-31,680.76200,1408.58700,1861.44100,358.95300,4683.32300,1011.61700,3813.32900,803.04100,5627.98700,10311.31000,3138.82900,2212.55500,1271.83000,3484.38500,6623.21400,98.57800,846.12400,-864.03000,3688.09600,10311.31000
2017-12-31,566.07500,1422.10100,1705.17100,296.71200,4392.12400,1002.70000,3782.42500,781.25300,5566.37800,9958.50200,2745.20000,2187.78900,1305.61300,3493.40200,6238.60200,98.95500,1023.74500,-926.14000,3719.90000,9958.50200
2016-12-31,1227.86200,1148.79700,1424.57100,293.88800,4293.09800,895.96000,3088.59500,922.31200,5446.18900,9739.28700,1785.40000,2039.18000,885.82500,3012.96600,4798.36600,103.50300,2545.45800,-1041.46300,4940.92100,9739.28700
2015-12-31,944.42300,1289.96200,1555.36000,284.21500,4163.13600,945.49100,3737.01800,583.86600,5476.40600,9639.54200,1941.71300,1401.82000,900.25600,2312.99100,4254.70400,106.65400,3128.73100,-1043.22200,5384.83800,9639.54200
2014-12-31,971.89500,1276.22400,1482.80400,300.64600,4031.56900,942.18100,4258.50800,613.04200,5813.73100,9845.30000,1614.06500,1413.84700,1186.50600,2600.35300,4214.41800,108.21500,3231.75300,-702.27200,5630.88200,9845.30000
2013-12-31,776.40300,1360.44300,1399.06200,177.75300,3882.98200,932.79200,4981.95100,517.71800,6432.46100,10315.44000,1568.00100,1426.82900,1243.57500,2670.40400,4238.40500,110.07800,3432.09000,-211.72000,6077.03800,10315.44000
2012-12-31,597.46100,1222.34500,1354.15800,135.10400,3449.58300,828.21800,4926.81500,428.40500,6183.43800,9633.02100,1732.21200,1429.16600,1346.01800,2775.18400,4507.39600,110.20500,2941.44700,-453.89500,5125.62500,9633.02100
2011-12-31,341.22800,1120.24600,1453.64500,166.10800,3187.94400,737.45100,4981.92300,405.80800,6125.18200,9313.12600,1666.03200,1831.78100,1290.13800,3121.91900,4787.95100,110.55700,2520.80400,-421.47700,4525.17500,9313.12600
2010-12-31,792.23900,773.08300,1070.69400,121.82400,2826.06000,602.90800,2657.56300,371.02500,3631.49600,6457.55600,1109.47500,935.88200,550.88000,1486.76200,2596.23700,107.93800,1940.50800,-268.59400,3861.31900,6457.55600
2009-12-31,731.54900,776.14000,958.63900,101.27500,2632.56200,614.17800,2902.80100,324.32200,3841.30100,6473.86300,1095.78900,938.49400,626.29500,1564.78900,2660.57800,110.28500,2050.10900,-209.74200,3813.28500,6473.86300
