,cash-on-hand,receivables-total,inventory,pre-paid-expenses,total-current-assets,net-property-plant-equipment,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-12-31,513.10000,1132.40000,676.80000,676.80000,2999.10000,422.80000,4284.70000,1589.30000,6296.80000,9295.90000,2189.70000,3711.20000,533.10000,4244.30000,6434.00000,110.10000,4071.40000,-254.90000,2861.90000,9295.90000
2021-12-31,1019.20000,1500.40000,552.10000,656.40000,3728.10000,421.10000,4591.60000,1297.00000,6309.70000,10037.80000,2455.90000,3824.20000,670.70000,4518.80000,6974.70000,110.10000,4257.80000,-235.30000,3063.10000,10037.80000
2020-12-31,1449.70000,1391.70000,395.60000,609.60000,3846.60000,489.00000,5222.50000,1260.30000,6971.80000,10818.40000,2403.30000,4660.00000,794.00000,5478.40000,7881.70000,110.10000,4204.20000,-195.00000,2936.70000,10818.40000
2019-12-31,4580.36900,1410.59700,446.10500,310.45000,6747.52100,382.24800,1140.88900,584.97000,2108.10700,8855.62800,1257.08200,4046.45700,556.55900,4603.01600,5860.09800,110.14300,4354.61900,-184.22000,2995.53000,8855.62800
2018-12-31,1182.37100,1188.05200,443.38300,268.69800,3082.50400,256.47300,1179.72300,744.28800,2180.48400,5262.98800,1274.32400,1695.09200,539.08600,2234.17800,3508.50200,104.84700,4184.37400,-294.51400,1754.48600,5262.98800
2017-12-31,1581.23400,1405.39900,433.29300,214.00000,3633.92600,259.71000,790.44500,605.90200,1656.05700,5289.98300,1251.69700,1693.60900,514.72000,2208.32900,3460.02600,104.84700,4260.22200,-239.42500,1829.95700,5289.98300
2016-12-31,1282.28500,1319.96300,387.67500,237.68400,3227.60700,267.39800,816.50400,779.85700,1863.75900,5091.36600,1617.85900,1198.67900,389.38800,1610.77100,3228.63000,104.84700,4148.72200,-194.57000,1862.73600,5091.36600
2015-12-31,976.75000,1217.85000,384.49200,286.50600,2865.59800,237.52700,873.50200,744.09000,1855.11900,4720.71700,1064.64700,1547.11500,404.88300,1992.16800,3056.81500,104.84700,3852.32100,-146.00100,1663.90200,4720.71700
2014-12-31,893.16700,1094.67300,339.57200,316.09300,2643.50500,237.48900,917.96600,719.14000,1874.59500,4518.10000,1071.68400,1545.85300,392.16900,1980.75200,3052.43600,104.84700,3630.07200,-95.45400,1465.66400,4518.10000
2013-12-31,682.44900,1093.62000,348.79400,355.59400,2480.45700,236.26300,970.31990,715.22700,1921.81000,4402.26700,1363.28000,959.89500,351.30400,1356.64400,2719.92400,104.84700,3432.17600,-34.13500,1682.34300,4402.26700
2012-12-31,849.70100,1029.95900,316.04900,312.49300,2508.20200,230.41400,891.58400,695.18700,1817.18500,4325.38700,960.43500,1396.42100,461.15200,1857.57300,2818.00800,104.84700,3354.54500,-72.30700,1507.37900,4325.38700
2011-12-31,641.68800,1034.58000,333.99300,243.43100,2253.69200,218.02100,942.08500,716.97600,1877.08200,4130.77400,942.34400,1400.87200,370.04300,1770.91500,2713.25900,104.84700,3205.42000,-35.94300,1417.51500,4130.77400
2010-12-31,727.79600,961.25200,364.19400,167.80700,2221.04900,233.58000,975.41000,663.18700,1872.17700,4093.22600,718.80100,1397.68100,361.32400,1759.00500,2477.80600,104.84700,2978.31700,8.14900,1615.42000,4093.22600
2009-12-31,636.04500,1038.80200,207.89500,162.29000,2045.03200,220.70600,1030.49800,600.65600,1851.86000,3896.89200,815.88800,1131.99800,354.23400,1486.23200,2302.12000,104.84700,2720.54900,58.63100,1594.77200,3896.89200
