,cash-on-hand,receivables-total,inventory,pre-paid-expenses,other-current-assets,total-current-assets,net-property-plant-equipment,long-term-investments,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-12-31,374.60300,1517.13800,374.39500,382.60300,1574.45900,4223.19800,36112.82000,2176.08000,4522.63200,907.85200,49007.70000,53230.90000,6799.28300,19723.99000,5875.52000,30958.46000,37757.74000,1799.92000,5527.15300,-39.42100,15473.16000,53230.90000
2021-12-31,66.77300,1226.06900,267.54700,369.75900,1339.97200,3270.12000,33377.65000,1436.29300,4477.26900,1072.11600,45222.03000,48492.14000,5847.03900,17023.58000,6026.53100,28045.26000,33892.30000,1789.09200,5005.39100,-42.27500,14599.84000,48492.14000
2020-12-31,106.59900,1195.92500,265.59900,252.43900,1309.58100,3130.14300,30882.52000,1107.14300,4445.98800,1040.47100,42969.46000,46099.60000,4915.01200,15125.88000,6090.44700,27121.02000,32036.03000,1789.09200,4613.20100,-76.41100,14063.57000,46099.60000
2019-12-31,15.43200,989.38300,235.47100,342.13500,832.11800,2414.53900,27585.47000,871.63300,4427.26600,961.36800,38709.38000,41123.91000,3605.56300,13770.83000,5835.93800,24888.36000,28493.92000,1729.29200,4177.04800,-65.05900,12629.99000,41123.91000
2018-12-31,108.06800,994.05500,238.04200,260.99500,691.06400,2292.22400,25610.43000,464.28600,4427.26600,815.91500,35949.03000,38241.26000,4112.88200,12248.74000,5768.70400,22641.55000,26754.44000,1669.39200,3953.97400,-60.00000,11486.82000,38241.26000
2017-12-31,38.16500,925.08300,223.06300,138.00900,1162.77900,2487.09900,23617.46000,,4427.26600,1191.11100,33733.29000,36220.39000,3589.04500,11775.89000,5088.03100,21545.10000,25134.14000,1669.39200,3561.08400,-66.40300,11086.24000,36220.39000
2016-12-31,30.25100,847.30100,328.72100,215.28400,1056.11500,2477.67200,21350.50000,,3519.40100,1066.90200,29575.49000,32053.17000,3638.60500,8829.35400,1969.19100,17702.83000,21341.44000,1669.39200,3175.17100,-65.28200,10711.73000,32053.17000
2015-12-31,23.94700,1080.83900,336.47600,129.03400,1048.49000,2618.78600,19892.44000,,3519.40100,811.72100,27961.52000,30580.31000,2989.79000,8805.57400,1722.19600,17238.30000,20228.09000,1669.31300,2797.35500,-66.84400,10352.21000,30580.31000
2014-12-31,38.70300,1193.65300,349.66400,226.19400,884.25100,2692.46500,18647.04000,,3519.40100,827.39400,27047.92000,29740.39000,3134.38100,8568.42900,1799.16300,16629.19000,19763.57000,1666.79600,2448.66100,-74.00900,9976.81500,29740.39000
2013-12-31,43.36400,782.02000,303.23300,197.65900,760.77300,2087.04900,17576.19000,,3519.40100,854.20700,25708.49000,27795.54000,3275.65100,7776.83300,2050.08700,14752.79000,18028.44000,1665.35100,2125.98000,-46.03100,9767.09600,27795.54000
2012-12-31,45.74800,792.82200,267.71300,199.94700,921.06500,2227.29500,16605.01000,,3519.40100,818.70700,26075.53000,28302.82000,3643.69000,7200.15600,2472.51600,15266.52000,18910.21000,1662.54700,1802.71400,-72.85400,9392.61800,28302.82000
2011-12-31,77.52900,488.00200,248.95800,112.63200,430.35100,1357.47200,10403.07000,,287.59100,331.22800,14289.60000,15647.07000,1947.68200,4614.91300,1758.29200,9567.55900,11515.24000,980.26400,1651.87500,-70.68600,4131.82600,15647.07000
2010-12-31,101.70100,613.28200,244.04300,100.44100,447.53300,1507.00000,9567.72600,,287.59100,230.46200,12965.60000,14472.60000,1345.14700,4632.86600,1878.39100,9198.62100,10543.77000,978.90900,1452.77700,-43.37000,3928.83300,14472.60000
2009-12-31,93.18800,540.37000,277.08500,96.10000,261.11100,1267.85400,8839.96500,,287.59100,417.33800,12789.82000,14057.68000,979.41200,4492.93500,2729.65600,9384.16500,10363.58000,977.27600,1246.54300,-43.46700,3694.10200,14057.68000
