,cash-on-hand,receivables-total,inventory,pre-paid-expenses,other-current-assets,total-current-assets,net-property-plant-equipment,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-11-30,6017.00000,395.00000,428.00000,652.00000,,7492.00000,38687.00000,1735.00000,2515.00000,44211.00000,51703.00000,10605.00000,31953.00000,891.00000,34033.00000,44638.00000,373.00000,269.00000,-1982.00000,7065.00000,51703.00000
2021-11-30,9153.00000,246.00000,356.00000,379.00000,,10133.00000,38107.00000,1760.00000,2011.00000,43211.00000,53344.00000,10408.00000,28509.00000,1043.00000,30791.00000,41200.00000,372.00000,6448.00000,-1501.00000,12144.00000,53344.00000
2020-11-30,9513.00000,273.00000,335.00000,443.00000,,10563.00000,38073.00000,1993.00000,1594.00000,43030.00000,53593.00000,8686.00000,22130.00000,949.00000,24352.00000,33038.00000,372.00000,16075.00000,-1436.00000,20555.00000,53593.00000
2019-11-30,518.00000,444.00000,427.00000,671.00000,,2059.00000,38131.00000,4086.00000,783.00000,43000.00000,45058.00000,9127.00000,9675.00000,890.00000,10565.00000,19693.00000,365.00000,26653.00000,-2066.00000,25365.00000,45058.00000
2018-11-30,982.00000,358.00000,450.00000,436.00000,,2225.00000,35336.00000,4101.00000,738.00000,40175.00000,42401.00000,9204.00000,7897.00000,856.00000,8753.00000,17958.00000,365.00000,25066.00000,-1949.00000,24443.00000,42401.00000
2017-11-30,395.00000,312.00000,387.00000,502.00000,,1596.00000,34430.00000,4167.00000,585.00000,39182.00000,40778.00000,8800.00000,6993.00000,769.00000,7762.00000,16562.00000,365.00000,23292.00000,-1782.00000,24216.00000,40778.00000
2016-11-30,603.00000,298.00000,322.00000,466.00000,,1689.00000,32429.00000,4185.00000,578.00000,37192.00000,38881.00000,7072.00000,8302.00000,910.00000,9212.00000,16284.00000,365.00000,21843.00000,-2454.00000,22597.00000,38881.00000
2015-11-30,1395.00000,303.00000,330.00000,423.00000,,2451.00000,31818.00000,4318.00000,650.00000,36786.00000,39237.00000,6956.00000,7413.00000,1097.00000,8510.00000,15466.00000,365.00000,20060.00000,-1741.00000,23771.00000,39237.00000
2014-11-30,331.00000,332.00000,349.00000,322.00000,154.00000,1488.00000,32819.00000,4397.00000,744.00000,37960.00000,39448.00000,6921.00000,7363.00000,960.00000,8323.00000,15244.00000,365.00000,19158.00000,-616.00000,24204.00000,39448.00000
2013-11-30,462.00000,405.00000,374.00000,315.00000,381.00000,1937.00000,32905.00000,4502.00000,760.00000,38167.00000,40104.00000,6720.00000,8092.00000,736.00000,8828.00000,15548.00000,365.00000,18782.00000,161.00000,24556.00000,40104.00000
2012-11-30,465.00000,270.00000,390.00000,236.00000,460.00000,1821.00000,32137.00000,4488.00000,715.00000,37340.00000,39161.00000,7340.00000,7168.00000,724.00000,7892.00000,15232.00000,363.00000,18479.00000,-207.00000,23929.00000,39161.00000
2011-11-30,450.00000,263.00000,374.00000,195.00000,30.00000,1312.00000,32054.00000,4652.00000,619.00000,37325.00000,38637.00000,6105.00000,8053.00000,647.00000,8700.00000,14805.00000,363.00000,18349.00000,-209.00000,23832.00000,38637.00000
2010-11-30,429.00000,248.00000,320.00000,247.00000,,1244.00000,30967.00000,4640.00000,639.00000,36246.00000,37490.00000,5755.00000,8011.00000,693.00000,8704.00000,14459.00000,361.00000,17224.00000,-254.00000,23031.00000,37490.00000
2009-11-30,538.00000,362.00000,320.00000,298.00000,,1518.00000,29870.00000,4797.00000,650.00000,35317.00000,36835.00000,4967.00000,9097.00000,732.00000,9829.00000,14796.00000,360.00000,15561.00000,462.00000,22039.00000,36835.00000
