,cash-on-hand,receivables-total,inventory,other-current-assets,total-current-assets,net-property-plant-equipment,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-12-31,493.00000,1277.00000,1894.00000,114.00000,3778.00000,5160.00000,4874.00000,855.00000,10889.00000,14667.00000,3251.00000,4025.00000,856.00000,6180.00000,9431.00000,2.00000,8973.00000,-205.00000,5236.00000,14667.00000
2021-12-31,459.00000,1580.00000,1504.00000,1103.00000,4646.00000,4996.00000,5003.00000,874.00000,10873.00000,15519.00000,2971.00000,4412.00000,727.00000,6760.00000,9731.00000,2.00000,8557.00000,-182.00000,5788.00000,15519.00000
2020-12-31,564.00000,1515.00000,1379.00000,83.00000,3541.00000,5549.00000,6257.00000,736.00000,12542.00000,16083.00000,2038.00000,5269.00000,677.00000,7937.00000,9975.00000,2.00000,8080.00000,-273.00000,6108.00000,16083.00000
2019-12-31,204.00000,1375.00000,1662.00000,80.00000,3321.00000,5571.00000,6442.00000,674.00000,12687.00000,16008.00000,1789.00000,5611.00000,645.00000,8187.00000,9976.00000,2.00000,7965.00000,-214.00000,6032.00000,16008.00000
2018-12-31,226.00000,1483.00000,1583.00000,73.00000,3365.00000,5600.00000,6652.00000,378.00000,12630.00000,15995.00000,1851.00000,5925.00000,532.00000,8266.00000,10117.00000,2.00000,7573.00000,-245.00000,5878.00000,15995.00000
2017-12-31,191.00000,1386.00000,1509.00000,57.00000,3143.00000,5607.00000,6900.00000,349.00000,12856.00000,15999.00000,1982.00000,6147.00000,534.00000,8537.00000,10519.00000,2.00000,6802.00000,-209.00000,5480.00000,15999.00000
2016-12-31,181.00000,1211.00000,1404.00000,70.00000,2866.00000,5276.00000,6940.00000,375.00000,12591.00000,15457.00000,1795.00000,6311.00000,519.00000,9054.00000,10849.00000,2.00000,5721.00000,-281.00000,4608.00000,15457.00000
2015-12-31,293.00000,1038.00000,1479.00000,68.00000,2878.00000,5130.00000,7168.00000,404.00000,12702.00000,15580.00000,2056.00000,6577.00000,701.00000,9503.00000,11559.00000,2.00000,5146.00000,-390.00000,4021.00000,15580.00000
2014-12-31,214.00000,1200.00000,1509.00000,250.00000,3173.00000,5087.00000,7391.00000,421.00000,12899.00000,16072.00000,2022.00000,7248.00000,768.00000,10460.00000,12482.00000,2.00000,4545.00000,-277.00000,3590.00000,16072.00000
2013-12-31,237.00000,1088.00000,1264.00000,251.00000,2840.00000,4290.00000,4418.00000,297.00000,9005.00000,11845.00000,1470.00000,4254.00000,453.00000,6500.00000,7970.00000,2.00000,4012.00000,171.00000,3875.00000,11845.00000
2012-12-31,249.00000,997.00000,1260.00000,193.00000,2699.00000,4181.00000,4493.00000,337.00000,9011.00000,11710.00000,1364.00000,4779.00000,501.00000,7318.00000,8682.00000,2.00000,3038.00000,123.00000,3028.00000,11710.00000
2011-12-31,777.00000,704.00000,779.00000,42.00000,2302.00000,3107.00000,507.00000,268.00000,3882.00000,6184.00000,1114.00000,1445.00000,103.00000,3169.00000,4283.00000,2.00000,2760.00000,138.00000,1901.00000,6184.00000
2010-12-31,516.00000,676.00000,608.00000,247.00000,2047.00000,3219.00000,375.00000,345.00000,3939.00000,5986.00000,1070.00000,1598.00000,133.00000,3289.00000,4359.00000,2.00000,2879.00000,-432.00000,1627.00000,5986.00000
2009-12-31,793.00000,379.00000,531.00000,32.00000,1735.00000,3110.00000,315.00000,355.00000,3780.00000,5515.00000,800.00000,1604.00000,119.00000,3202.00000,4002.00000,1.00000,2571.00000,-385.00000,1513.00000,5515.00000
