,cash-on-hand,receivables-total,inventory,other-current-assets,total-current-assets,net-property-plant-equipment,long-term-investments,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-12-31,3757.00000,366.00000,979.00000,1413.00000,6515.00000,24073.00000,3278.00000,1971.00000,756.00000,31967.00000,38482.00000,2926.00000,6036.00000,8178.00000,16023.00000,18949.00000,1279.00000,916.00000,29.00000,19533.00000,38482.00000
2021-12-31,5074.00000,337.00000,930.00000,1355.00000,7696.00000,24124.00000,3243.00000,2771.00000,686.00000,32868.00000,40564.00000,2654.00000,6109.00000,7796.00000,16097.00000,18751.00000,1276.00000,3098.00000,-133.00000,21813.00000,40564.00000
2020-12-31,5830.00000,449.00000,963.00000,1263.00000,8505.00000,24281.00000,3197.00000,2771.00000,573.00000,32864.00000,41369.00000,3369.00000,6045.00000,6003.00000,14155.00000,17524.00000,1287.00000,4002.00000,-216.00000,23845.00000,41369.00000
2019-12-31,2480.00000,373.00000,1014.00000,2405.00000,6272.00000,25276.00000,3199.00000,2674.00000,520.00000,33702.00000,39974.00000,2385.00000,6734.00000,6031.00000,15219.00000,17604.00000,1298.00000,2291.00000,-265.00000,22370.00000,39974.00000
2018-12-31,3445.00000,254.00000,630.00000,948.00000,5277.00000,12258.00000,271.00000,58.00000,584.00000,15438.00000,20715.00000,1787.00000,3608.00000,3196.00000,7463.00000,9250.00000,855.00000,383.00000,-284.00000,11465.00000,20715.00000
2017-12-31,3321.00000,237.00000,679.00000,829.00000,5066.00000,12338.00000,280.00000,,565.00000,15580.00000,20646.00000,1398.00000,4061.00000,3073.00000,7729.00000,9127.00000,855.00000,410.00000,-292.00000,11519.00000,20646.00000
2016-12-31,2812.00000,343.00000,617.00000,905.00000,4677.00000,12485.00000,207.00000,,467.00000,16354.00000,21031.00000,1750.00000,4049.00000,2766.00000,7407.00000,9157.00000,849.00000,716.00000,-334.00000,11874.00000,21031.00000
2015-12-31,2382.00000,215.00000,561.00000,1825.00000,4983.00000,13210.00000,402.00000,,2927.00000,20147.00000,25130.00000,1416.00000,5854.00000,3030.00000,9422.00000,10838.00000,847.00000,1410.00000,-334.00000,14292.00000,25130.00000
2014-12-31,2476.00000,476.00000,700.00000,1547.00000,5439.00000,13650.00000,334.00000,,883.00000,19477.00000,24916.00000,2198.00000,6480.00000,2493.00000,9629.00000,11827.00000,798.00000,1242.00000,-478.00000,13089.00000,24916.00000
2013-12-31,1633.00000,482.00000,717.00000,1811.00000,4889.00000,14277.00000,439.00000,,844.00000,19718.00000,24607.00000,2740.00000,6145.00000,2178.00000,8958.00000,11698.00000,789.00000,848.00000,-182.00000,12909.00000,24607.00000
2012-12-31,1647.00000,860.00000,796.00000,2447.00000,5945.00000,18010.00000,1446.00000,,872.00000,23705.00000,29650.00000,3141.00000,6288.00000,2415.00000,9561.00000,12702.00000,787.00000,4166.00000,490.00000,16948.00000,29650.00000
2011-12-31,1854.00000,620.00000,714.00000,1804.00000,5388.00000,15881.00000,1472.00000,,857.00000,20723.00000,26111.00000,3940.00000,3624.00000,1992.00000,6400.00000,10340.00000,784.00000,3052.00000,652.00000,15771.00000,26111.00000
2010-12-31,4169.00000,670.00000,658.00000,1579.00000,7253.00000,12907.00000,1568.00000,,741.00000,18410.00000,25663.00000,2747.00000,4182.00000,1530.00000,7200.00000,9947.00000,778.00000,3180.00000,1108.00000,15716.00000,25663.00000
2009-12-31,3271.00000,540.00000,493.00000,1303.00000,5822.00000,12370.00000,1186.00000,,482.00000,16477.00000,22299.00000,2320.00000,4652.00000,1373.00000,7366.00000,9686.00000,770.00000,1149.00000,626.00000,12613.00000,22299.00000
