,cash-on-hand,receivables-total,inventory,pre-paid-expenses,total-current-assets,net-property-plant-equipment,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-01-31,344.82900,97.39400,5614.32500,247.29500,6303.84300,4346.12700,5538.33900,46.13200,20023.53000,26327.37000,5979.35700,4172.06800,197.99700,14086.03000,20065.38000,201.26500,2473.99900,-1.19200,6261.98600,26327.37000
2021-01-31,1376.57700,90.76000,5247.47700,199.40500,6914.21900,3899.99700,5538.45900,36.61900,18948.40000,25862.62000,5710.78300,4130.97500,263.69100,13490.60000,19201.39000,210.68700,3006.10200,-2.16300,6661.23800,25862.62000
2020-01-31,240.32000,76.53700,4676.84800,184.16300,5177.86800,3278.35900,5538.59500,34.07900,17647.21000,22825.08000,4543.00500,2911.99300,172.67600,11579.58000,16122.58000,220.44400,3162.66000,-3.13500,6702.50000,22825.08000
2019-01-31,235.48700,57.80400,4097.00400,272.72500,4663.02000,2970.80600,5538.80600,31.40600,8541.01800,13204.04000,3015.85700,2862.74000,298.36100,3770.78800,6786.64500,227.07200,2941.10700,-3.20700,6417.39300,13204.04000
2018-01-31,267.44100,108.26500,3609.02500,263.12100,4247.85200,2701.28200,5539.01700,28.76000,8269.05900,12516.91000,2964.87800,2604.61300,305.94400,3426.25900,6391.13700,235.14100,2698.35200,-4.18100,6125.77400,12516.91000
2017-01-31,187.91500,11.05000,3258.78500,220.02100,3677.77100,2434.45600,5539.24800,20.82300,7994.52700,11672.30000,2622.80500,2710.57600,279.78200,3643.19900,6266.00400,240.81100,2015.86700,-4.99000,5406.29400,11672.30000
2016-01-31,157.94700,6.84300,3074.15300,193.46700,3432.41000,2264.06200,5539.58300,21.83000,7825.47500,11257.88000,1995.59600,2969.17500,275.28300,3884.41300,5880.00900,250.85500,2025.54500,-5.80700,5377.87600,11257.88000
2015-01-31,579.82300,,2782.52100,170.26500,3532.60900,2116.07500,5540.45900,19.49900,7676.03300,11208.64000,1962.47200,2623.96500,285.30900,3536.13200,5498.60400,265.51400,2403.04500,-7.32700,5710.03800,11208.64000
2014-01-31,505.56600,,2552.99300,147.04800,3205.60700,2080.30500,5546.23400,35.37800,7661.91700,10867.52000,1811.97100,2742.78800,296.54600,3653.36000,5465.33100,277.42400,2125.45300,-9.91000,5402.19300,10867.52000
2013-01-31,140.80900,,2397.17500,139.12900,2677.11300,2088.66500,5558.13200,43.77200,7690.56900,10367.68000,1738.54700,2771.33600,225.39900,3643.80500,5382.35200,286.18500,1710.73200,-2.93800,4985.33000,10367.68000
2012-01-31,126.12600,,2009.20600,139.74200,2275.07400,1794.96000,5574.54300,43.94300,7413.44600,9688.52000,1509.90200,2617.89100,229.14900,3504.03600,5013.93800,295.82800,1416.91800,-5.19100,4674.58200,9688.52000
2011-01-31,497.44600,,1765.43300,104.94600,2367.82500,1524.57500,5595.51100,58.31100,7178.39700,9546.22200,1365.37300,3287.07000,240.73500,4126.37000,5491.74300,298.81900,830.93200,-20.29600,4054.47900,9546.22200
2010-01-31,222.07600,7.54300,1519.57800,96.25200,1845.44900,1328.38600,5622.87200,66.81200,7018.07000,8863.51900,1206.50000,3399.71500,320.83400,4266.72100,5473.22100,298.01300,203.07500,-34.16700,3390.29800,8863.51900
2009-01-31,377.99500,6.39200,1414.95500,66.18300,1870.12500,1268.96000,5664.14700,85.96700,7019.07400,8889.19900,1075.23500,4122.95600,303.21200,4982.26900,6057.50400,278.11400,103.36400,-39.43000,2831.69500,8889.19900
