,cash-on-hand,receivables-total,inventory,pre-paid-expenses,other-current-assets,total-current-assets,net-property-plant-equipment,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-12-31,1259.90000,3814.50000,3519.50000,1811.20000,230.30000,10635.40000,3024.50000,33032.90000,2403.50000,39386.80000,50022.20000,6746.20000,18015.20000,1756.50000,22203.70000,28949.90000,12.10000,5175.60000,-2761.20000,21072.30000,50022.20000
2021-12-31,701.20000,4266.40000,3977.70000,1957.60000,,10902.90000,3188.60000,38247.90000,1170.70000,43939.90000,54842.80000,9884.40000,19717.10000,1933.60000,24465.70000,34350.10000,12.10000,3688.80000,-1744.30000,20492.70000,54842.80000
2020-12-31,844.40000,4843.80000,5471.90000,1707.40000,,12867.50000,3459.90000,42030.20000,1047.50000,48685.50000,61553.00000,10562.90000,24912.30000,,28036.00000,38598.90000,12.10000,5361.20000,-858.00000,22954.10000,61553.00000
2019-12-31,475.60000,3058.80000,2670.90000,552.00000,,6757.30000,2149.60000,21240.50000,405.00000,24498.20000,31255.50000,5569.10000,12175.10000,,13802.60000,19371.70000,6.10000,6031.10000,-1797.20000,11883.80000,31255.50000
2018-12-31,388.10000,2881.00000,2580.20000,518.40000,,6367.70000,2170.20000,23412.40000,212.40000,26367.20000,32734.90000,4587.80000,13161.20000,1096.80000,15980.00000,20567.80000,6.00000,6010.70000,-1441.30000,12167.10000,32734.90000
2017-12-31,292.10000,3612.40000,2542.70000,766.10000,,7213.30000,2339.10000,25451.50000,305.60000,28593.00000,35806.30000,6385.30000,14101.00000,,16113.40000,22498.70000,6.00000,5644.50000,-361.20000,13307.60000,35806.30000
2016-12-31,998.80000,3310.90000,2456.40000,756.40000,,7522.50000,2322.20000,23679.70000,568.60000,27203.70000,34726.20000,5040.70000,16561.50000,,18567.90000,23608.60000,6.00000,4942.10000,-2263.70000,11117.60000,34726.20000
2015-12-31,1236.00000,2689.10000,1951.00000,596.60000,,6472.70000,1983.90000,12602.00000,751.50000,15795.00000,22267.70000,4122.20000,6295.60000,1366.00000,8379.70000,12501.90000,5.50000,4462.10000,-1764.30000,9765.80000,22267.70000
2014-12-31,225.50000,2268.50000,1651.40000,2295.80000,,6441.20000,1785.70000,6396.40000,799.80000,9379.30100,15820.50000,5304.00000,7036.60000,,7240.50000,12544.50000,273.30000,3614.50000,-987.00000,3276.00000,15820.50000
2013-12-31,291.30000,1820.00000,1656.90000,452.90000,,4471.20000,1665.50000,6858.40000,2221.90000,10823.60000,15294.80000,2964.00000,8855.60000,,9370.89900,12334.90000,272.00000,2685.10000,-240.10000,2959.90000,15294.80000
2012-12-31,349.96900,1554.34200,1525.24200,243.81600,,3902.71700,1397.21600,5740.11200,804.19700,8029.18000,11931.90000,2193.50300,6108.30700,,6382.56500,8576.06900,269.83200,2061.37000,-86.49800,3355.82800,11931.90000
2011-12-31,375.05600,1426.43800,1396.74200,167.70900,,3568.84400,1298.03400,6148.68200,543.20700,8029.29900,11598.14000,2563.15600,5221.29000,,5530.20500,8093.36100,265.15800,1420.52000,-87.83900,3504.78200,11598.14000
2010-12-31,715.10900,1157.08100,1240.27100,188.25100,,3559.44300,1209.34200,6100.48400,609.25100,7977.36100,11536.80000,1809.61200,5633.69700,,6111.79100,7921.40300,262.90900,883.71000,171.86700,3615.40100,11536.80000
2009-12-31,456.04000,1234.63400,1114.21900,231.57600,,3285.38600,1122.64800,5716.09500,640.99500,7516.34800,10801.73000,1718.14700,5470.89200,,5938.38900,7656.53600,198.34200,660.13000,11.80700,3145.19800,10801.73000
