,cash-on-hand,receivables-total,inventory,pre-paid-expenses,other-current-assets,total-current-assets,net-property-plant-equipment,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-09-30,2339.50000,666.60000,623.70000,232.20000,,3862.00000,481.60000,4517.10000,210.50000,5209.20000,9071.20000,937.70000,2826.40000,330.70000,3257.30000,4195.00000,3.00000,1600.30000,-238.20000,4876.20000,9071.20000
2021-09-30,1170.30000,968.40000,501.20000,528.80000,,3168.70000,564.70000,4940.80000,245.70000,5751.20000,8919.90000,1326.80000,2735.00000,368.70000,3374.50000,4701.30000,3.00000,298.30000,-59.10000,4218.60000,8919.90000
2020-09-30,701.00000,1067.70000,395.10000,58.50000,,2222.30000,491.50000,3965.40000,516.60000,4973.50000,7195.80000,1239.30000,2731.30000,303.20000,3249.20000,4488.50000,2.90000,-1573.20000,-49.70000,2707.30000,7195.80000
2019-09-30,601.80000,683.60000,444.90000,62.80000,,1793.10000,470.90000,4023.50000,154.60000,4649.00000,6442.10000,1070.10000,2802.80000,162.40000,3256.30000,4326.40000,2.90000,-2688.70000,-42.30000,2115.70000,6442.10000
2018-09-30,666.70000,610.90000,384.10000,61.50000,,1723.20000,478.20000,4931.80000,97.70000,5507.70000,7230.90000,1402.60000,2725.50000,157.60000,3399.50000,4802.10000,2.90000,-2494.00000,-25.50000,2428.80000,7230.90000
2017-09-30,540.60000,555.90000,331.60000,50.50000,,1478.60000,472.80000,5943.50000,84.70000,6501.00000,7979.60000,1865.50000,2194.80000,140.20000,3329.40000,5194.90000,2.90000,-2382.70000,-16.20000,2784.70000,7979.60000
2016-09-30,548.40000,463.90000,274.70000,39.60000,,1326.60000,460.20000,5446.50000,83.70000,5990.40000,7317.00000,901.90000,3049.40000,224.50000,4272.40000,5174.30000,2.90000,-3138.20000,-32.30000,2142.70000,7317.00000
2015-09-30,492.70000,437.80000,283.10000,33.20000,,1265.80000,457.10000,5831.40000,88.20000,6376.70000,7642.50000,943.40000,3221.00000,200.90000,4619.90000,5563.30000,2.80000,-3469.00000,-14.50000,2079.20000,7642.50000
2014-09-30,741.60000,418.40000,330.60000,35.80000,,1565.80000,461.90000,6244.40000,142.60000,6848.90000,8414.70000,619.60000,4153.20000,183.40000,5732.10000,6351.70000,2.80000,-3600.60000,2.60000,2063.00000,8414.70000
2013-09-30,829.40000,454.00000,289.40000,48.40000,3.00000,1624.20000,491.50000,6721.20000,163.90000,7376.60000,9000.80000,1088.40000,4242.10000,168.00000,5970.90000,7059.30000,2.70000,-3616.40000,20.40000,1941.50000,9000.80000
2012-09-30,566.12600,479.17800,367.19100,44.30100,94.50300,1563.01400,507.99800,8244.02900,162.06700,8914.09500,10477.11000,661.34900,4971.17900,98.25000,6854.72800,7516.07700,2.65600,-2443.55400,6.79000,2961.03100,10477.11000
2011-09-30,712.86900,328.81000,230.54400,31.07000,,1342.90000,238.66600,4381.13700,46.07700,4665.88000,6008.78000,509.45000,1488.58000,106.96200,2562.43500,3071.88500,2.62500,-2369.92000,1.99500,2936.89500,6008.78000
2010-09-30,516.56700,287.04700,192.48200,29.97700,,1098.88100,251.69800,4227.79500,47.46000,4526.95300,5625.83400,441.91200,1447.05300,72.69800,2485.37300,2927.28500,2.59500,-2527.07000,0.14300,2698.54900,5625.83400
2009-09-30,294.10200,263.40300,179.88900,29.06600,,818.62500,278.37700,4531.52700,55.69700,4865.60100,5684.22600,329.29000,1513.87800,58.53400,2628.95900,2958.24900,2.57900,-2464.25700,7.02800,2725.97700,5684.22600
