,cash-on-hand,receivables-total,inventory,other-current-assets,total-current-assets,net-property-plant-equipment,long-term-investments,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-12-31,3845.00000,960.00000,1782.00000,348.00000,6935.00000,3105.00000,,11254.00000,1942.00000,16301.00000,23236.00000,3270.00000,11165.00000,1016.00000,12226.00000,15496.00000,56.00000,-3975.00000,76.00000,7740.00000,23236.00000
2021-12-31,2830.00000,923.00000,1189.00000,286.00000,5228.00000,2635.00000,,11655.00000,1346.00000,15636.00000,20864.00000,2452.00000,10572.00000,1013.00000,11642.00000,14094.00000,56.00000,-5371.00000,48.00000,6770.00000,20864.00000
2020-12-31,2275.00000,765.00000,1030.00000,254.00000,4324.00000,2284.00000,,12226.00000,1013.00000,15523.00000,19847.00000,2017.00000,7609.00000,985.00000,8679.00000,10696.00000,59.00000,-4328.00000,117.00000,9151.00000,19847.00000
2019-12-31,1045.00000,667.00000,1192.00000,313.00000,3267.00000,2448.00000,,13569.00000,732.00000,16749.00000,20016.00000,1791.00000,7365.00000,923.00000,8570.00000,10361.00000,64.00000,-2845.00000,75.00000,9655.00000,20016.00000
2018-12-31,2789.00000,792.00000,1279.00000,365.00000,5225.00000,2436.00000,,13324.00000,545.00000,16305.00000,21530.00000,3385.00000,6247.00000,758.00000,7455.00000,10840.00000,67.00000,-1907.00000,123.00000,10690.00000,21530.00000
2017-12-31,3547.00000,879.00000,1236.00000,382.00000,6044.00000,2295.00000,,14729.00000,981.00000,18005.00000,24049.00000,2718.00000,5814.00000,1100.00000,7804.00000,10522.00000,71.00000,-2339.00000,177.00000,13527.00000,24049.00000
2016-12-31,1894.00000,1033.00000,1113.00000,254.00000,5398.00000,2352.00000,962.00000,16186.00000,,19500.00000,24898.00000,2433.00000,8766.00000,884.00000,11309.00000,13742.00000,71.00000,-3934.00000,34.00000,11156.00000,24898.00000
2015-12-31,1614.00000,1047.00000,1879.00000,257.00000,4812.00000,2922.00000,,18018.00000,602.00000,21542.00000,26354.00000,2548.00000,8656.00000,1054.00000,12291.00000,14839.00000,68.00000,-3542.00000,181.00000,11515.00000,26354.00000
2014-12-31,1185.00000,593.00000,755.00000,97.00000,2630.00000,1123.00000,,2694.00000,403.00000,4220.00000,6850.00000,1320.00000,3936.00000,717.00000,4729.00000,6049.00000,51.00000,-4804.00000,210.00000,801.00000,6850.00000
2013-12-31,670.00000,542.00000,740.00000,116.00000,2092.00000,1048.00000,52.00000,3113.00000,144.00000,4357.00000,6449.00000,1193.00000,3281.00000,182.00000,3710.00000,4903.00000,51.00000,-5105.00000,347.00000,1546.00000,6449.00000
2012-12-31,617.00000,510.00000,715.00000,90.00000,1954.00000,1070.00000,45.00000,3242.00000,128.00000,4485.00000,6439.00000,1496.00000,3185.00000,205.00000,3659.00000,5155.00000,51.00000,-5334.00000,300.00000,1284.00000,6439.00000
2011-12-31,743.00000,479.00000,618.00000,82.00000,1966.00000,1063.00000,37.00000,3402.00000,144.00000,4646.00000,6612.00000,1049.00000,3747.00000,241.00000,4206.00000,5255.00000,51.00000,-5219.00000,323.00000,1357.00000,6612.00000
2010-12-31,898.00000,438.00000,513.00000,129.00000,2136.00000,1164.00000,151.00000,3785.00000,135.00000,5501.00000,7637.00000,1748.00000,4128.00000,522.00000,4670.00000,6418.00000,51.00000,-5609.00000,538.00000,1219.00000,7637.00000
2009-12-31,1026.00000,448.00000,522.00000,270.00000,2513.00000,1328.00000,78.00000,4278.00000,85.00000,6066.00000,8579.00000,2253.00000,4673.00000,582.00000,5285.00000,7538.00000,42.00000,-5153.00000,399.00000,1041.00000,8579.00000
