,cash-on-hand,receivables-total,inventory,pre-paid-expenses,total-current-assets,net-property-plant-equipment,long-term-investments,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-12-31,1090.40000,1227.30000,619.40000,680.00000,3617.10000,666.80000,139.60000,3894.90000,866.70000,5709.60000,9326.70000,2078.90000,1601.30000,411.10000,2772.70000,4851.60000,,-2375.50000,4.20000,4475.10000,9326.70000
2021-12-31,1238.00000,994.40000,272.60000,451.60000,2956.60000,703.00000,455.50000,4046.40000,564.20000,5930.40000,8887.00000,1876.50000,1686.80000,388.90000,2693.60000,4570.10000,,-2653.60000,-2.10000,4316.90000,8887.00000
2020-12-31,1774.00000,964.10000,210.20000,322.90000,3271.20000,762.30000,656.60000,3936.30000,567.30000,6107.10000,9378.30000,2161.10000,1705.80000,385.90000,2673.70000,4834.80000,,-2669.00000,55.60000,4543.50000,9378.30000
2019-12-31,1953.80000,879.70000,,376.30000,3209.80000,830.90000,589.80000,3522.90000,514.60000,5627.90000,8837.70000,1543.90000,1683.90000,430.70000,2683.20000,4227.10000,,-2741.40000,-18.50000,4610.60000,8837.70000
2018-12-31,3559.10000,754.60000,,268.10000,4581.80000,951.70000,199.00000,3227.30000,403.50000,4781.50000,9363.30000,1842.50000,1789.10000,524.20000,2697.60000,4540.10000,,-2831.40000,-18.20000,4823.20000,9363.30000
2017-12-31,3032.60000,852.00000,,299.90000,4184.50000,1021.10000,988.40000,3224.30000,415.50000,5649.30000,9833.80000,1738.20000,2136.30000,769.40000,3414.70000,5152.90000,,-3355.80000,-5.40000,4680.90000,9833.80000
2016-12-31,2585.50000,1054.10000,,332.30000,3971.90000,1063.80000,1071.80000,3211.90000,337.10000,5684.60000,9656.50000,1735.90000,2133.70000,375.30000,2958.10000,4694.00000,,-3281.80000,-37.30000,4962.50000,9656.50000
2015-12-31,1948.00000,780.70000,,183.70000,2912.40000,1021.00000,1244.20000,3015.20000,415.10000,5695.50000,8607.90000,1801.90000,1637.50000,248.90000,2231.60000,4033.50000,,-3741.20000,-19.20000,4574.40000,8607.90000
2014-12-31,1971.80000,598.90000,,239.90000,2810.60000,904.30000,1133.10000,3043.90000,389.50000,5470.80000,8281.40000,1513.40000,1349.00000,205.00000,1848.90000,3362.30000,,-3861.10000,-13.80000,4919.10000,8281.40000
2013-12-31,2845.90000,578.30000,,199.90000,3703.90000,882.30000,1251.90000,4164.60000,323.30000,6622.10000,10326.00000,1441.40000,999.30000,219.60000,1582.40000,3023.80000,0.00000,-2631.30000,64.60000,7302.20000,10326.00000
2012-12-31,2849.30000,438.40000,,140.40000,3600.70000,811.90000,988.10000,4186.70000,244.70000,6231.40000,9832.10000,1422.00000,999.20000,181.50000,1410.60000,2832.60000,,-2911.40000,4.70000,6999.50000,9832.10000
2011-12-31,3551.70000,577.40000,,156.30000,4439.70000,598.60000,740.70000,4051.20000,153.60000,5544.10000,9983.80000,1466.70000,999.00000,174.00000,1427.40000,2894.10000,0.00000,-2972.40000,-17.60000,7089.70000,9983.80000
2010-12-31,2286.40100,596.62200,,169.81200,3214.37000,493.88100,535.17800,4049.61000,174.81200,5253.48100,8467.85100,1471.97600,,162.91000,387.07500,1859.05100,0.00500,-3108.33700,-1.25100,6608.80000,8467.85100
2009-12-31,2175.24500,458.65200,,48.74400,2878.95900,455.65100,483.50500,3672.43600,89.15700,4711.30400,7590.26300,1375.78500,,207.77600,389.71300,1765.49800,0.00500,-3236.52500,-1.43300,5824.76500,7590.26300
