,cash-on-hand,receivables-total,inventory,other-current-assets,total-current-assets,net-property-plant-equipment,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-12-31,3581.00000,1215.00000,2345.00000,365.00000,7506.00000,2753.00000,4126.00000,147.00000,7419.00000,14925.00000,3167.00000,6552.00000,475.00000,7355.00000,10522.00000,5.00000,8668.00000,-817.00000,4403.00000,14925.00000
2021-12-31,3485.00000,1133.00000,1923.00000,389.00000,6930.00000,2422.00000,4156.00000,111.00000,6970.00000,13900.00000,1797.00000,6592.00000,496.00000,7559.00000,9356.00000,5.00000,7186.00000,-764.00000,4544.00000,13900.00000
2020-12-31,3604.00000,1013.00000,1628.00000,366.00000,6611.00000,2202.00000,4404.00000,106.00000,6998.00000,13609.00000,2170.00000,6595.00000,530.00000,7666.00000,9836.00000,5.00000,5659.00000,-730.00000,3773.00000,13609.00000
2019-12-31,1934.00000,1086.00000,1410.00000,318.00000,4748.00000,1940.00000,4482.00000,98.00000,6797.00000,11545.00000,1806.00000,5947.00000,486.00000,7031.00000,8837.00000,5.00000,4427.00000,-726.00000,2708.00000,11545.00000
2018-12-31,1701.00000,1036.00000,1391.00000,271.00000,4399.00000,1658.00000,4565.00000,94.00000,6378.00000,10777.00000,1223.00000,6443.00000,452.00000,7369.00000,8592.00000,5.00000,3270.00000,-629.00000,2185.00000,10777.00000
2017-12-31,1564.00000,998.00000,1427.00000,228.00000,4217.00000,1435.00000,2779.00000,75.00000,4369.00000,8586.00000,1094.00000,4953.00000,373.00000,5706.00000,6800.00000,5.00000,2109.00000,-505.00000,1786.00000,8586.00000
2016-12-31,727.00000,913.00000,1502.00000,248.00000,3390.00000,1381.00000,2709.00000,73.00000,4259.00000,7649.00000,1117.00000,4468.00000,321.00000,5033.00000,6150.00000,5.00000,1477.00000,-598.00000,1499.00000,7649.00000
2015-12-31,1154.00000,937.00000,1467.00000,201.00000,3830.00000,1307.00000,2645.00000,49.00000,4083.00000,7913.00000,1781.00000,4463.00000,314.00000,5041.00000,6822.00000,5.00000,876.00000,-622.00000,1091.00000,7913.00000
2014-12-31,882.00000,980.00000,1289.00000,205.00000,3465.00000,1318.00000,1703.00000,48.00000,3123.00000,6588.00000,1086.00000,3624.00000,264.00000,4165.00000,5251.00000,5.00000,709.00000,-361.00000,1337.00000,6588.00000
2013-12-31,610.00000,1138.00000,1293.00000,219.00000,3357.00000,1295.00000,1785.00000,58.00000,3201.00000,6558.00000,1415.00000,3642.00000,217.00000,4181.00000,5596.00000,5.00000,276.00000,-219.00000,962.00000,6558.00000
2012-12-31,317.00000,900.00000,1345.00000,201.00000,2864.00000,1241.00000,1853.00000,88.00000,3398.00000,6262.00000,1123.00000,509.00000,266.00000,1098.00000,2221.00000,4183.00000,,-157.00000,4041.00000,6262.00000
2011-12-31,79.00000,871.00000,1063.00000,202.00000,2311.00000,1243.00000,1917.00000,97.00000,3400.00000,5711.00000,843.00000,575.00000,246.00000,1132.00000,1975.00000,3785.00000,,-65.00000,3736.00000,5711.00000
2010-12-31,,,,,,,0.00000,,,0.00000,,,,,0.00000,0.00000,,,0.00000,0.00000
