,cash-on-hand,receivables-total,inventory,pre-paid-expenses,total-current-assets,net-property-plant-equipment,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-06-30,867.08600,4874.84600,4437.49800,303.78900,10483.22000,4456.42000,5494.99800,550.15000,11602.47000,22085.69000,8750.05400,10066.93000,967.90700,11953.37000,20703.43000,765.17500,10539.72000,-1482.05400,1382.26000,22085.69000
2021-06-30,3007.12300,3790.26900,3695.21900,240.95600,10733.57000,4326.06300,4690.21200,602.01100,10679.97000,21413.54000,7319.84400,10588.18000,1136.48000,12540.80000,19860.64000,765.17500,10151.71000,-1148.76400,1552.89600,21413.54000
2020-06-30,6059.42700,3001.55700,3095.08500,192.16300,12348.23000,4458.56700,4512.64100,511.09500,10280.03000,22628.27000,6717.85300,12902.49000,1204.95300,14751.80000,21469.65000,765.17500,10563.01000,-1710.88100,1158.61300,22628.27000
2019-06-30,513.46000,4201.42900,3216.03400,210.58200,8141.50500,4501.70500,4753.52700,489.02500,9825.01800,17966.52000,6103.18300,8122.05800,1031.02000,9360.73600,15463.92000,765.17500,11229.68000,-1599.72900,2502.60300,17966.52000
2018-06-30,552.32500,4137.83500,3125.41300,187.88000,8003.45300,4521.66000,4935.29700,526.32800,10066.95000,18070.40000,6588.74600,7540.76500,1077.16300,8974.70100,15563.45000,765.17500,10348.63000,-1409.26900,2506.95700,18070.40000
2017-06-30,869.50200,4029.15300,2995.59800,139.18500,8033.43800,4377.30200,4953.63900,249.80400,9723.21600,17756.65000,6095.88600,7660.87700,1373.82200,9279.25300,15375.14000,765.17500,9447.75500,-1262.73700,2381.51600,17756.65000
2016-06-30,3919.30000,3380.97100,2639.17400,114.45400,10053.90000,3880.44200,2329.12200,251.02100,6667.90400,16721.80000,4434.45600,7336.93000,1368.48200,8807.74000,13242.20000,765.17500,9006.13800,-1358.11800,3479.60800,16721.80000
2015-06-30,5130.04400,3353.38100,2691.82300,183.80200,11494.30000,3982.14300,2114.62600,398.20800,6494.97700,17989.28000,9399.61500,2271.82500,934.72200,3329.44200,12729.06000,765.17500,8751.98500,-923.19700,5260.22400,17989.28000
2014-06-30,413.04600,3398.71300,2602.01800,126.97000,6681.97200,3985.61800,2127.89900,345.62400,6459.14100,13141.11000,4367.63000,2357.33000,1027.87800,3506.78800,7874.41800,765.17500,8770.75100,-642.66300,5266.69500,13141.11000
2013-06-30,412.28500,3183.11400,2396.18800,79.62900,6221.68800,3978.07100,2089.95400,388.49500,6456.52100,12678.21000,3662.62400,2639.98600,903.30500,3823.77400,7486.40000,765.17500,8512.78600,-446.93700,5191.81000,12678.21000
2012-06-30,688.86700,2966.62400,2178.83000,115.98400,6084.80800,3883.75000,1779.18200,389.46700,6052.39900,12137.21000,3423.57900,2763.68800,1149.73400,4028.58800,7452.16700,765.17500,8175.23000,-662.86600,4685.04000,12137.21000
2011-06-30,639.76500,2898.28300,2073.76600,121.06800,5732.88200,3512.38900,1743.22700,397.05700,5652.67300,11385.55000,3575.07500,2279.51700,621.49800,3105.23800,6680.30800,765.17500,7681.66900,-259.95800,4705.24200,11385.55000
2010-06-30,608.95400,2617.35200,1771.53900,78.41300,5076.25800,3203.82300,1656.21300,377.40700,5237.44300,10313.70000,3009.19800,2472.66200,732.80300,3476.97700,6486.17500,765.17500,7134.13900,-480.25100,3827.52600,10313.70000
2009-06-30,1018.65100,2468.51100,1650.66600,64.41800,5202.24600,2979.20000,1631.88400,308.11000,4945.94000,10148.19000,3081.72100,2467.48600,622.90000,3616.76300,6698.48800,765.17500,6539.89000,-277.98600,3449.70200,10148.19000
