,cash-on-hand,receivables-total,inventory,other-current-assets,total-current-assets,net-property-plant-equipment,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-12-31,108.58300,470.17400,4359.12600,110.37600,5048.25900,4424.04100,884.44500,158.96700,7579.72000,12627.98000,7063.81700,4371.65300,201.25800,6624.91400,13688.73000,0.62400,-2375.86000,2.99600,-1060.75200,12627.98000
2021-12-31,362.11300,385.67400,3686.38300,70.09200,4504.26200,4213.51500,879.34000,139.11200,7214.44500,11718.71000,5874.61500,3826.97800,206.56800,5910.51500,11785.13000,0.67000,-1365.80200,-6.79900,-66.42300,11718.71000
2020-12-31,465.64000,330.29400,3653.19500,50.65800,4499.78700,4094.91800,881.03000,125.78000,7096.85500,11596.64000,5262.41700,4123.21700,196.16000,6193.96700,11456.38000,0.71100,-1139.13900,-2.15500,140.25800,11596.64000
2019-12-31,40.40600,294.40700,3454.09200,44.75700,3833.66200,3948.20300,936.81400,70.11200,6883.49800,10717.16000,4469.42700,3890.52700,171.28900,5850.39300,10319.82000,0.75600,-889.06600,4.89000,397.34000,10717.16000
2018-12-31,31.31500,270.18100,3193.34400,48.26200,3543.10200,3587.00200,807.26000,43.42500,4437.68700,7980.78900,3894.02000,3417.12200,210.41400,3733.10200,7627.12200,0.79000,-909.18600,,353.66700,7980.78900
2017-12-31,46.34800,292.48700,3009.80000,49.03700,3397.67200,3343.80600,789.05800,41.34900,4174.21300,7571.88500,3647.36600,2978.39000,207.67700,3271.47300,6918.83900,0.84300,-612.84000,,653.04600,7571.88500
2016-12-31,146.59800,279.37900,2778.97600,53.02200,3257.97500,3123.43100,785.39900,37.38400,3946.21400,7204.18900,3400.64900,1887.01900,199.21900,2176.40400,5577.05300,0.92900,289.50000,,1627.13600,7204.18900
2015-12-31,116.30100,233.68700,2631.01500,29.02300,3010.02600,2861.55600,757.14200,34.74100,3666.65800,6676.68400,3046.39800,1390.01800,199.18200,1668.97200,4715.37000,0.97700,678.84000,,1961.31400,6676.68400
2014-12-31,250.56000,213.21100,2554.78900,46.82000,3065.38000,2658.56000,756.38400,38.41000,3466.70300,6532.08300,2813.29800,1388.39700,209.54800,1700.36700,4513.66500,1.01600,822.47300,,2018.41800,6532.08300
2013-12-31,231.31800,198.12300,2375.04700,30.71300,2835.20100,2425.10300,756.22500,37.61300,3232.00700,6067.20800,2423.01000,1396.14100,201.02300,1677.87700,4100.88700,1.05900,846.33300,,1966.32100,6067.20800
2012-12-31,248.12800,181.17400,2276.33100,27.31500,2732.94800,2211.59000,758.41000,40.89200,3016.23900,5749.18700,2272.86500,1095.73400,192.73700,1368.01500,3640.88000,1.13000,1023.26700,,2108.30700,5749.18700
2011-12-31,361.55200,203.75300,1985.74800,56.55700,2607.61000,2093.76700,743.90700,44.32800,2892.89100,5500.50100,1580.01000,796.91200,189.86400,1075.64000,2655.65000,1.27200,1733.47400,,2844.85100,5500.50100
2010-12-31,29.72100,183.65200,2023.48800,30.51400,2301.25200,1930.09500,743.97500,54.45800,2746.57500,5047.82700,1228.95800,357.27300,183.17500,609.18400,1838.14200,1.41000,2069.49600,-2.97000,3209.68500,5047.82700
2009-12-31,26.93500,170.99700,1913.21800,29.63500,2226.71900,1726.37900,744.31300,71.57900,2554.75200,4781.47100,1219.14300,684.04000,174.10200,876.46300,2095.60600,1.37500,1650.12300,-7.96200,2685.86500,4781.47100
