,cash-on-hand,receivables-total,inventory,pre-paid-expenses,total-current-assets,net-property-plant-equipment,long-term-investments,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-12-31,9243.00000,7088.00000,1219.00000,1199.00000,18749.00000,64866.00000,8225.00000,,1989.00000,75080.00000,93829.00000,12847.00000,16226.00000,7953.00000,32979.00000,45826.00000,21.00000,53029.00000,-6000.00000,48003.00000,93829.00000
2021-12-31,6591.00000,6670.00000,1208.00000,1581.00000,16050.00000,64911.00000,7113.00000,,2587.00000,74611.00000,90661.00000,12021.00000,18734.00000,7168.00000,33234.00000,45255.00000,21.00000,40674.00000,-4950.00000,45406.00000,90661.00000
2020-12-31,7856.00000,2754.00000,1002.00000,454.00000,12066.00000,39893.00000,8017.00000,,2528.00000,50552.00000,62618.00000,5366.00000,14750.00000,7209.00000,27403.00000,32769.00000,18.00000,35213.00000,-5218.00000,29849.00000,62618.00000
2019-12-31,10227.00000,3401.00000,1026.00000,2259.00000,16913.00000,42269.00000,8687.00000,,2426.00000,53601.00000,70514.00000,7043.00000,14790.00000,7216.00000,28421.00000,35464.00000,18.00000,39742.00000,-5357.00000,35050.00000,70514.00000
2018-12-31,7625.00000,4067.00000,1007.00000,575.00000,13274.00000,45698.00000,9329.00000,,1344.00000,56706.00000,69980.00000,7395.00000,14856.00000,8880.00000,30521.00000,37916.00000,18.00000,34010.00000,-6063.00000,32064.00000,69980.00000
2017-12-31,10097.00000,4320.00000,1060.00000,1035.00000,16512.00000,45683.00000,9599.00000,,1107.00000,56850.00000,73362.00000,9397.00000,17128.00000,8900.00000,33164.00000,42561.00000,18.00000,29391.00000,-5518.00000,30801.00000,73362.00000
2016-12-31,3660.00000,3414.00000,1018.00000,517.00000,8609.00000,58331.00000,21091.00000,,1160.00000,81163.00000,89772.00000,6909.00000,26186.00000,9950.00000,47637.00000,54546.00000,18.00000,31548.00000,-6193.00000,35226.00000,89772.00000
2015-12-31,2368.00000,4514.00000,1124.00000,783.00000,8789.00000,66446.00000,20490.00000,,1063.00000,88695.00000,97484.00000,9256.00000,23453.00000,11408.00000,48146.00000,57402.00000,18.00000,36414.00000,-6247.00000,40082.00000,97484.00000
2014-12-31,5062.00000,6807.00000,1331.00000,1868.00000,15068.00000,75444.00000,24335.00000,,888.00000,101471.00000,116539.00000,11537.00000,22383.00000,12312.00000,52729.00000,64266.00000,18.00000,44504.00000,-1902.00000,52273.00000,116539.00000
2013-12-31,6518.00000,8487.00000,1194.00000,2824.00000,19023.00000,72827.00000,23907.00000,,943.00000,99034.00000,118057.00000,15129.00000,21073.00000,11684.00000,50436.00000,65565.00000,18.00000,41160.00000,2002.00000,52492.00000,118057.00000
2012-12-31,4366.00000,9182.00000,965.00000,9476.00000,23989.00000,67263.00000,23489.00000,,886.00000,93155.00000,117144.00000,17443.00000,20770.00000,13973.00000,51274.00000,68717.00000,18.00000,35338.00000,4087.00000,48427.00000,117144.00000
2011-12-31,6361.00000,16526.00000,4631.00000,2700.00000,30218.00000,84180.00000,32108.00000,4077.00000,972.00000,123012.00000,153230.00000,28068.00000,21610.00000,15695.00000,59413.00000,87481.00000,17.00000,49049.00000,3246.00000,65749.00000,153230.00000
2010-12-31,11510.00000,15812.00000,5197.00000,2141.00000,34660.00000,82554.00000,31581.00000,4434.00000,905.00000,121654.00000,156314.00000,27419.00000,22656.00000,16112.00000,59786.00000,87205.00000,17.00000,40397.00000,4773.00000,69109.00000,156314.00000
2009-12-31,542.00000,13215.00000,4940.00000,2470.00000,21167.00000,87708.00000,35742.00000,4461.00000,708.00000,130971.00000,152138.00000,23695.00000,26925.00000,16819.00000,65830.00000,89525.00000,17.00000,32214.00000,3065.00000,62613.00000,152138.00000
