,cash-on-hand,receivables-total,inventory,pre-paid-expenses,total-current-assets,net-property-plant-equipment,long-term-investments,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-12-31,5995.00000,4918.00000,3110.00000,1860.00000,15883.00000,3956.00000,,60052.00000,4459.00000,68467.00000,84350.00000,8389.00000,19086.00000,6785.00000,25871.00000,34260.00000,9.00000,39205.00000,-2872.00000,50090.00000,84350.00000
2021-12-31,2586.00000,4631.00000,2767.00000,1664.00000,11648.00000,3790.00000,,64027.00000,3719.00000,71536.00000,83184.00000,8140.00000,22168.00000,7699.00000,29867.00000,38007.00000,9.00000,32827.00000,-1027.00000,45177.00000,83184.00000
2020-12-31,6035.00000,4045.00000,2292.00000,1430.00000,13802.00000,3262.00000,,56702.00000,2395.00000,62359.00000,76161.00000,7402.00000,21193.00000,7789.00000,28982.00000,36384.00000,9.00000,27159.00000,-368.00000,39777.00000,76161.00000
2019-12-31,19912.00000,3191.00000,1628.00000,865.00000,25596.00000,2302.00000,,32463.00000,1721.00000,36486.00000,62082.00000,4932.00000,21517.00000,5351.00000,26868.00000,31800.00000,8.00000,24166.00000,-3068.00000,30282.00000,62082.00000
2018-12-31,787.80000,3029.80000,1631.40000,858.00000,7093.80000,2249.60000,,32863.30000,571.00000,40738.70000,47832.50000,4841.50000,9688.50000,4701.60000,14764.30000,19605.80000,8.20000,25163.00000,-2791.10000,28226.70000,47832.50000
2017-12-31,630.30000,3521.80000,1840.80000,857.10000,6850.00000,2454.60000,,36805.70000,538.30000,39798.60000,46648.60000,4792.30000,10327.40000,5161.10000,15488.50000,20280.80000,8.10000,22806.10000,-1994.20000,26367.80000,46648.60000
2016-12-31,963.70000,3186.10000,1709.40000,805.90000,6665.10000,2354.00000,,35644.90000,631.30000,38630.20000,45295.30000,6874.00000,9674.20000,5670.30000,15344.50000,22218.50000,8.10000,20703.50000,-3021.70000,23076.80000,45295.30000
2015-12-31,790.80000,2985.10000,1573.10000,889.50000,7836.70000,2302.70000,,31560.20000,845.30000,40385.50000,48222.20000,6170.40000,12025.20000,5750.00000,18287.80000,24458.20000,8.00000,21012.30000,-2311.20000,23764.00000,48222.20000
2014-12-31,3005.60000,3445.80000,1782.80000,952.70000,9431.30000,2171.90000,,22732.70000,1016.70000,27560.40000,36991.70000,5396.40000,3401.50000,4584.40000,8145.50000,13541.90000,7.90000,20323.00000,-1433.70000,23449.80000,36991.70000
2013-12-31,3115.20000,3451.60000,1783.50000,763.40000,9113.70000,2211.30000,,22285.90000,1061.30000,25558.50000,34672.20000,4527.40000,3436.70000,4256.70000,7693.40000,12220.80000,7.90000,18005.30000,214.50000,22451.40000,34672.20000
2012-12-31,1678.70000,3267.30000,1813.40000,828.40000,7587.80000,2140.90000,548.30000,21806.00000,858.00000,25353.20000,32941.00000,4206.10000,5287.60000,4363.40000,9651.00000,13857.10000,7.70000,15379.90000,-59.20000,19083.90000,32941.00000
2011-12-31,537.00000,3049.90000,1781.40000,904.10000,6272.40000,2101.00000,521.90000,20314.50000,739.70000,23677.10000,29949.50000,4172.00000,5206.80000,3598.90000,8805.69900,12977.70000,7.60000,13056.90000,-36.90000,16971.80000,29949.50000
2010-12-31,1632.98000,2097.97400,1165.62300,1168.87800,6065.45500,1129.78100,511.28300,13701.48000,809.13600,16151.67000,22217.13000,3320.70200,2783.90700,2339.75500,5123.66200,8444.36400,7.29500,10945.93000,345.38600,13772.77000,22217.13000
2009-12-31,1721.92000,1916.83100,993.01600,588.86100,5220.62800,1143.33100,,12473.43000,758.03500,14374.79000,19595.42000,2760.96000,2889.02300,2315.26100,5204.28400,7965.24400,3.58900,9205.14200,346.94400,11630.18000,19595.42000
