,cash-on-hand,receivables-total,inventory,pre-paid-expenses,total-current-assets,net-property-plant-equipment,long-term-investments,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-12-31,105.00000,794.00000,860.00000,124.00000,1883.00000,278.00000,,4529.00000,276.00000,5646.00000,7529.00000,2332.00000,1809.00000,108.00000,2464.00000,4796.00000,1.00000,4036.00000,-66.00000,2733.00000,7529.00000
2021-12-31,332.00000,760.00000,491.00000,106.00000,1689.00000,272.00000,,3734.00000,197.00000,4526.00000,6215.00000,1800.00000,922.00000,67.00000,1431.00000,3231.00000,1.00000,3573.00000,-29.00000,2984.00000,6215.00000
2020-12-31,168.00000,524.00000,511.00000,70.00000,1273.00000,274.00000,,3390.00000,164.00000,4102.00000,5375.00000,1851.00000,881.00000,97.00000,1380.00000,3231.00000,1.00000,2736.00000,-69.00000,2144.00000,5375.00000
2019-12-31,30.00000,645.00000,474.00000,46.00000,1195.00000,259.00000,,2897.00000,126.00000,3516.00000,4711.00000,1404.00000,1080.00000,67.00000,1468.00000,2872.00000,1.00000,2232.00000,-44.00000,1839.00000,4711.00000
2018-12-31,44.00000,544.00000,520.00000,54.00000,1162.00000,249.00000,,2727.00000,87.00000,3177.00000,4339.00000,1301.00000,1434.00000,89.00000,1703.00000,3004.00000,1.00000,1688.00000,-35.00000,1335.00000,4339.00000
2017-12-31,62.00000,519.00000,458.00000,24.00000,1063.00000,264.00000,,2764.00000,65.00000,3212.00000,4275.00000,1000.00000,2176.00000,117.00000,2441.00000,3441.00000,1.00000,1248.00000,-52.00000,834.00000,4275.00000
2016-12-31,156.00000,657.00000,345.00000,64.00000,1222.00000,292.00000,,2938.00000,67.00000,3410.00000,4632.00000,949.00000,2648.00000,116.00000,2891.00000,3840.00000,1.00000,1240.00000,-45.00000,792.00000,4632.00000
2015-12-31,192.00000,675.00000,397.00000,70.00000,1334.00000,298.00000,,3247.00000,91.00000,3706.00000,5040.00000,895.00000,3012.00000,115.00000,3252.00000,4147.00000,1.00000,1377.00000,-48.00000,893.00000,5040.00000
2014-12-31,418.00000,684.00000,394.00000,53.00000,1672.00000,255.00000,,3519.00000,93.00000,3867.00000,5539.00000,953.00000,3156.00000,74.00000,3546.00000,4499.00000,1.00000,1535.00000,-9.00000,1040.00000,5539.00000
2013-12-31,413.20700,184.53900,121.02300,15.52400,754.10300,109.58800,,224.76800,31.35300,365.70900,1119.81200,119.05400,,5.95700,42.10000,161.15400,0.72200,1502.87800,-9.78100,958.65800,1119.81200
2012-12-31,388.88000,168.73200,123.35700,16.41000,710.86300,101.34900,5.19500,134.09300,13.64600,256.88500,967.74800,95.21400,,14.22900,15.53200,110.74600,0.72200,1368.52000,-10.32500,857.00200,967.74800
2011-12-31,218.81600,195.92100,133.28800,22.91700,584.87300,97.82200,107.87900,92.37000,4.19600,314.13300,899.00600,108.97400,,11.51500,13.10700,122.08100,0.72200,1245.61600,-4.21300,776.92500,899.00600
2010-12-31,173.12000,130.14300,112.97000,11.50500,591.57700,87.09300,85.47800,89.45800,4.00400,287.28700,878.86400,136.43400,,10.19100,12.39800,148.83200,0.72200,1070.97300,-9.34900,730.03200,878.86400
2009-12-31,154.73200,155.71600,79.92600,9.77100,410.93700,77.58900,91.98900,209.20700,4.91500,419.54200,830.47900,104.81000,,9.43200,13.54000,118.35000,0.72200,969.19500,-8.06100,712.12900,830.47900
