,cash-on-hand,receivables-total,inventory,other-current-assets,total-current-assets,net-property-plant-equipment,long-term-investments,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-08-31,9331.00000,5130.00000,6663.00000,657.00000,21781.00000,38549.00000,1647.00000,1649.00000,1277.00000,44502.00000,66283.00000,7539.00000,6803.00000,1424.00000,8837.00000,16376.00000,123.00000,47274.00000,-560.00000,49907.00000,66283.00000
2021-08-31,8633.00000,5311.00000,4487.00000,1476.00000,19907.00000,33213.00000,1765.00000,1577.00000,1054.00000,38942.00000,58849.00000,6424.00000,6621.00000,1367.00000,8492.00000,14916.00000,122.00000,39051.00000,2.00000,43933.00000,58849.00000
2020-08-31,8142.00000,3912.00000,5373.00000,538.00000,17965.00000,31031.00000,1048.00000,1562.00000,781.00000,35713.00000,53678.00000,6635.00000,6373.00000,1141.00000,8047.00000,14682.00000,119.00000,33384.00000,71.00000,38996.00000,53678.00000
2019-08-31,7955.00000,3195.00000,5118.00000,235.00000,16503.00000,28240.00000,1164.00000,1568.00000,575.00000,32384.00000,48887.00000,6390.00000,4541.00000,1088.00000,5727.00000,12117.00000,118.00000,30761.00000,9.00000,36770.00000,48887.00000
2018-08-31,6802.00000,5478.00000,3595.00000,164.00000,16039.00000,23672.00000,473.00000,1559.00000,611.00000,27337.00000,43376.00000,5754.00000,3780.00000,581.00000,4458.00000,10212.00000,117.00000,24395.00000,10.00000,33164.00000,43376.00000
2017-08-31,5428.00000,3759.00000,3123.00000,147.00000,12457.00000,19431.00000,617.00000,1615.00000,450.00000,22879.00000,35336.00000,5334.00000,9893.00000,639.00000,10532.00000,15866.00000,112.00000,10260.00000,29.00000,19470.00000,35336.00000
2016-08-31,4398.00000,2068.00000,2889.00000,140.00000,9495.00000,14686.00000,1778.00000,568.00000,356.00000,18045.00000,27540.00000,4835.00000,9154.00000,623.00000,9777.00000,14612.00000,109.00000,5299.00000,-35.00000,12928.00000,27540.00000
2015-08-31,3521.00000,2507.00000,2340.00000,228.00000,8596.00000,10554.00000,3492.00000,449.00000,455.00000,15547.00000,24143.00000,3905.00000,6301.00000,698.00000,6999.00000,10904.00000,108.00000,5588.00000,13.00000,13239.00000,24143.00000
2014-08-31,4534.00000,2906.00000,2455.00000,350.00000,10245.00000,8682.00000,1790.00000,468.00000,415.00000,12171.00000,22416.00000,4791.00000,4961.00000,1102.00000,6063.00000,10854.00000,107.00000,2729.00000,56.00000,11562.00000,22416.00000
2013-08-31,3657.00000,2329.00000,2649.00000,276.00000,8911.00000,7626.00000,895.00000,386.00000,439.00000,10207.00000,19118.00000,4125.00000,4452.00000,535.00000,4987.00000,9112.00000,104.00000,-212.00000,63.00000,10006.00000,19118.00000
2012-08-31,2559.00000,1289.00000,1812.00000,98.00000,5758.00000,7103.00000,763.00000,371.00000,286.00000,8570.00000,14328.00000,2243.00000,3038.00000,630.00000,3668.00000,5911.00000,102.00000,-1402.00000,80.00000,8417.00000,14328.00000
2011-08-31,2160.00000,1497.00000,2080.00000,95.00000,5832.00000,7555.00000,535.00000,414.00000,416.00000,8920.00000,14752.00000,2480.00000,1861.00000,559.00000,2420.00000,4900.00000,98.00000,-370.00000,132.00000,9852.00000,14752.00000
2010-08-31,2913.00000,1531.00000,1770.00000,119.00000,6333.00000,6601.00000,582.00000,323.00000,854.00000,8360.00000,14693.00000,2702.00000,1648.00000,527.00000,2175.00000,4877.00000,99.00000,-536.00000,11.00000,9816.00000,14693.00000
2009-08-31,1485.00000,798.00000,987.00000,74.00000,3344.00000,7089.00000,315.00000,344.00000,367.00000,8115.00000,11459.00000,1892.00000,2379.00000,249.00000,2628.00000,4520.00000,85.00000,-2385.00000,-4.00000,6939.00000,11459.00000
