,cash-on-hand,receivables-total,inventory,other-current-assets,total-current-assets,net-property-plant-equipment,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-12-31,775.00000,1504.00000,2074.00000,760.00000,5113.00000,4307.00000,5272.00000,904.00000,10618.00000,15731.00000,4004.00000,8741.00000,1797.00000,10921.00000,14925.00000,1466.00000,24573.00000,-4055.00000,806.00000,15731.00000
2021-12-31,832.00000,1297.00000,1692.00000,576.00000,4397.00000,3730.00000,5746.00000,974.00000,10643.00000,15040.00000,4051.00000,7194.00000,2429.00000,10018.00000,14069.00000,1466.00000,24350.00000,-4386.00000,971.00000,15040.00000
2020-12-31,888.00000,1264.00000,1673.00000,513.00000,4338.00000,3716.00000,6718.00000,857.00000,11582.00000,15920.00000,4404.00000,7334.00000,2655.00000,10415.00000,14819.00000,1466.00000,23699.00000,-4345.00000,1101.00000,15920.00000
2019-12-31,883.00000,1440.00000,1400.00000,456.00000,4179.00000,3750.00000,6175.00000,753.00000,10855.00000,15034.00000,4038.00000,7333.00000,2598.00000,10438.00000,14476.00000,1466.00000,22501.00000,-4273.00000,558.00000,15034.00000
2018-12-31,726.00000,1400.00000,1250.00000,417.00000,3793.00000,3881.00000,4167.00000,168.00000,8368.00000,12161.00000,3341.00000,6354.00000,2034.00000,8623.00000,11964.00000,1466.00000,21615.00000,-4188.00000,197.00000,12161.00000
2017-12-31,1535.00000,1480.00000,1221.00000,403.00000,4639.00000,4072.00000,3559.00000,218.00000,8037.00000,12676.00000,3408.00000,6566.00000,2255.00000,9025.00000,12433.00000,1466.00000,20531.00000,-3855.00000,243.00000,12676.00000
2016-12-31,1315.00000,1411.00000,1171.00000,441.00000,4338.00000,3840.00000,3420.00000,224.00000,7785.00000,12123.00000,3305.00000,6520.00000,2035.00000,8801.00000,12106.00000,1466.00000,19922.00000,-4180.00000,17.00000,12123.00000
2015-12-31,970.00000,1427.00000,1180.00000,807.00000,4384.00000,3796.00000,3449.00000,239.00000,7551.00000,11935.00000,3534.00000,6246.00000,1966.00000,8445.00000,11979.00000,1466.00000,18861.00000,-3950.00000,-44.00000,11935.00000
2014-12-31,1089.00000,1552.00000,1382.00000,840.00000,4863.00000,4080.00000,3720.00000,720.00000,8596.00000,13459.00000,3946.00000,5644.00000,2223.00000,8128.00000,12074.00000,1466.00000,18832.00000,-3507.00000,1385.00000,13459.00000
2013-12-31,962.00000,1636.00000,1425.00000,908.00000,4931.00000,4083.00000,3970.00000,924.00000,9054.00000,13985.00000,4579.00000,4749.00000,1677.00000,6870.00000,11449.00000,1466.00000,17952.00000,-2451.00000,2536.00000,13985.00000
2012-12-31,884.00000,1668.00000,1365.00000,639.00000,4556.00000,3842.00000,3999.00000,905.00000,8838.00000,13394.00000,3736.00000,4926.00000,2049.00000,7268.00000,11004.00000,1466.00000,16953.00000,-2621.00000,2390.00000,13394.00000
2011-12-31,878.00000,1675.00000,1327.00000,522.00000,4402.00000,3668.00000,3998.00000,541.00000,8322.00000,12724.00000,3716.00000,4430.00000,1785.00000,6467.00000,10183.00000,733.00000,15649.00000,-2475.00000,2541.00000,12724.00000
2010-12-31,490.00000,1610.00000,1222.00000,408.00000,3730.00000,3693.00000,3193.00000,472.00000,7442.00000,11172.00000,3728.00000,2815.00000,1704.00000,4627.00000,8355.00000,733.00000,14329.00000,-2115.00000,2817.00000,11172.00000
2009-12-31,600.00000,1626.00000,1209.00000,375.00000,3810.00000,3516.00000,3123.00000,685.00000,7324.00000,11134.00000,3599.00000,2821.00000,1375.00000,4278.00000,7877.00000,733.00000,13157.00000,-2096.00000,3257.00000,11134.00000
