,cash-on-hand,receivables-total,inventory,other-current-assets,total-current-assets,net-property-plant-equipment,long-term-investments,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-06-30,1822.00000,1502.00000,311.00000,458.00000,4093.00000,2103.00000,488.00000,7840.00000,1384.00000,13128.00000,17221.00000,3519.00000,2776.00000,638.00000,4559.00000,8078.00000,6.00000,-2293.00000,-1270.00000,9143.00000,17221.00000
2021-06-30,2236.00000,1498.00000,253.00000,469.00000,4456.00000,2272.00000,351.00000,6832.00000,1447.00000,12315.00000,16771.00000,3234.00000,2285.00000,730.00000,4391.00000,7625.00000,6.00000,-2911.00000,-941.00000,9146.00000,16771.00000
2020-06-30,1517.00000,1203.00000,348.00000,393.00000,3461.00000,2256.00000,297.00000,5815.00000,1039.00000,10800.00000,14261.00000,2682.00000,1183.00000,603.00000,3190.00000,5872.00000,6.00000,-3241.00000,-1331.00000,8389.00000,14261.00000
2019-06-30,1643.00000,1544.00000,348.00000,515.00000,4050.00000,2554.00000,335.00000,7573.00000,930.00000,11661.00000,15711.00000,3340.00000,1004.00000,761.00000,2060.00000,5400.00000,6.00000,-1979.00000,-1126.00000,10311.00000,15711.00000
2018-06-30,2034.00000,1612.00000,376.00000,372.00000,4394.00000,2560.00000,393.00000,7889.00000,831.00000,11952.00000,16346.00000,3295.00000,1490.00000,675.00000,2574.00000,5869.00000,6.00000,-2163.00000,-874.00000,10477.00000,16346.00000
2017-06-30,2016.00000,1276.00000,208.00000,315.00000,3815.00000,1624.00000,2027.00000,6119.00000,442.00000,10737.00000,14552.00000,2452.00000,276.00000,670.00000,1007.00000,3459.00000,6.00000,-648.00000,-964.00000,11093.00000,14552.00000
2016-06-30,2147.00000,1229.00000,,513.00000,3889.00000,2405.00000,2270.00000,5921.00000,396.00000,11594.00000,15483.00000,2442.00000,369.00000,699.00000,1239.00000,3681.00000,6.00000,150.00000,-1026.00000,11802.00000,15483.00000
2015-06-30,1951.00000,1283.00000,,780.00000,4014.00000,2690.00000,2379.00000,5266.00000,467.00000,11021.00000,15035.00000,2110.00000,,623.00000,789.00000,2899.00000,6.00000,88.00000,-582.00000,12136.00000,15035.00000
2014-06-30,3145.00000,1454.00000,,671.00000,5270.00000,3009.00000,2609.00000,4919.00000,682.00000,11219.00000,16489.00000,2264.00000,,582.00000,806.00000,3070.00000,6.00000,237.00000,610.00000,13419.00000,16489.00000
2013-06-30,2381.00000,1582.00000,,680.00000,4643.00000,2992.00000,2499.00000,4911.00000,598.00000,11000.00000,15643.00000,2171.00000,,624.00000,776.00000,2947.00000,6.00000,,271.00000,12696.00000,15643.00000
2012-06-30,1133.00000,1369.00000,,613.00000,3115.00000,3274.00000,1126.00000,5049.00000,526.00000,9975.00000,13090.00000,2467.00000,,778.00000,1704.00000,4171.00000,,,1047.00000,8919.00000,13090.00000
2011-06-30,,,,,,,,0.00000,,,0.00000,,,,,0.00000,0.00000,,,0.00000,0.00000
