,cash-on-hand,receivables-total,inventory,pre-paid-expenses,other-current-assets,total-current-assets,net-property-plant-equipment,long-term-investments,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-12-31,11631.00000,3487.00000,4233.00000,3240.00000,,22591.00000,9841.00000,18765.00000,33631.00000,6189.00000,70172.00000,92763.00000,19724.00000,36377.00000,7922.00000,47213.00000,66937.00000,1760.00000,71019.00000,-14895.00000,25826.00000,92763.00000
2021-12-31,12625.00000,3512.00000,3414.00000,2994.00000,,22545.00000,9920.00000,18416.00000,34613.00000,6731.00000,71809.00000,94354.00000,19950.00000,38116.00000,8607.00000,49544.00000,69494.00000,1760.00000,69094.00000,-14330.00000,24860.00000,94354.00000
2020-12-31,10914.00000,3144.00000,3266.00000,1916.00000,,19240.00000,10777.00000,20085.00000,28550.00000,6184.00000,68056.00000,87296.00000,14601.00000,40125.00000,9453.00000,51411.00000,66012.00000,1760.00000,66555.00000,-14601.00000,21284.00000,87296.00000
2019-12-31,11175.00000,3971.00000,3379.00000,1886.00000,,20411.00000,10838.00000,19879.00000,26766.00000,6075.00000,65970.00000,86381.00000,26973.00000,27516.00000,8510.00000,38310.00000,65283.00000,1760.00000,65855.00000,-13544.00000,21098.00000,86381.00000
2018-12-31,16115.00000,3685.00000,3071.00000,2059.00000,,24930.00000,9598.00000,20279.00000,21587.00000,4148.00000,58286.00000,83216.00000,28782.00000,25376.00000,7646.00000,35376.00000,64158.00000,1760.00000,63234.00000,-12814.00000,19058.00000,83216.00000
2017-12-31,20675.00000,3667.00000,2655.00000,2000.00000,219.00000,36545.00000,8203.00000,21952.00000,16636.00000,4230.00000,51351.00000,87896.00000,27194.00000,31182.00000,8021.00000,41725.00000,68919.00000,1760.00000,60430.00000,-10305.00000,18977.00000,87896.00000
2016-12-31,22201.00000,3856.00000,2675.00000,2481.00000,2797.00000,34010.00000,10635.00000,17249.00000,21128.00000,4248.00000,53260.00000,87270.00000,26532.00000,29684.00000,4081.00000,37518.00000,64050.00000,1760.00000,65502.00000,-11205.00000,23220.00000,87270.00000
2015-12-31,19900.00000,3941.00000,2902.00000,2752.00000,3900.00000,33395.00000,12571.00000,15788.00000,24132.00000,4110.00000,56601.00000,89996.00000,26929.00000,28311.00000,4301.00000,37303.00000,64232.00000,1760.00000,65018.00000,-10174.00000,25764.00000,89996.00000
2014-12-31,21675.00000,4466.00000,3100.00000,3066.00000,679.00000,32986.00000,14633.00000,13625.00000,26372.00000,4407.00000,59037.00000,92023.00000,32374.00000,19063.00000,4389.00000,29088.00000,61462.00000,1760.00000,63408.00000,-5777.00000,30561.00000,92023.00000
2013-12-31,20268.00000,4873.00000,3277.00000,2886.00000,,31304.00000,14967.00000,11512.00000,27611.00000,4661.00000,58751.00000,90055.00000,27811.00000,19154.00000,3498.00000,28804.00000,56615.00000,1760.00000,61660.00000,-3432.00000,33440.00000,90055.00000
2012-12-31,16551.00000,4759.00000,3264.00000,2781.00000,2973.00000,30328.00000,14476.00000,10448.00000,27337.00000,3585.00000,55846.00000,86174.00000,27821.00000,14736.00000,5468.00000,25185.00000,53006.00000,1760.00000,58045.00000,-3385.00000,33168.00000,86174.00000
2011-12-31,14035.00000,4920.00000,3092.00000,3450.00000,,25497.00000,14939.00000,8374.00000,27669.00000,3495.00000,54477.00000,79974.00000,24283.00000,13656.00000,5420.00000,23770.00000,48053.00000,1760.00000,53621.00000,-2774.00000,31921.00000,79974.00000
2010-12-31,11337.00000,4430.00000,2650.00000,3162.00000,,21579.00000,14727.00000,15096.00000,2.36520,2121.00000,31946.37000,72921.00000,18508.00000,3.12210,4794.00000,9058.12200,41604.00000,880.00000,49278.00000,-0.24700,31317.00000,72921.00000
2009-12-31,9213.00000,3758.00000,2354.00000,2226.00000,,17551.00000,9561.00000,8708.00000,10875.00000,1976.00000,31120.00000,48671.00000,13721.00000,5059.00000,2965.00000,9604.00000,23325.00000,880.00000,41537.00000,-757.00000,25346.00000,48671.00000
