,cash-on-hand,receivables-total,inventory,other-current-assets,total-current-assets,net-property-plant-equipment,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-09-30,260.20000,2683.90000,2317.10000,724.20000,5985.40000,10081.40000,8815.80100,3082.60000,22420.10000,28405.50000,3902.80000,7575.00000,2445.80000,13083.00000,16985.80000,2.50000,2214.40000,-1454.30000,11419.70000,28405.50000
2021-09-30,290.90000,2586.90000,2173.30000,608.50000,5659.60000,10570.10000,9278.00000,3072.30000,23594.70000,29254.30000,3644.10000,8025.30000,2560.40000,13920.20000,17564.30000,2.70000,1607.90000,-999.10000,11690.00000,29254.30000
2020-09-30,251.10000,2142.70000,2023.40000,527.50000,4944.70000,10778.90000,9629.40000,3058.00000,23835.00000,28779.70000,2928.90000,9207.70000,2626.80000,15203.30000,18132.20000,2.60000,1031.60000,-1319.90000,10647.50000,28779.70000
2019-09-30,151.60000,2193.20000,2107.50000,522.00000,4974.30000,11189.50000,11345.10000,2423.10000,25182.40000,30156.70000,3435.10000,9502.30000,2199.10000,15037.40000,18472.50000,2.60000,1997.10000,-1069.20000,11684.20000,30156.70000
2018-09-30,636.80000,2010.70000,1829.60000,308.00000,4785.10000,9082.50000,8699.60000,2373.30000,20575.40000,25360.50000,3333.30000,5674.50000,2148.50000,10544.80000,13878.10000,2.50000,1573.30000,-695.30000,11482.40000,25360.50000
2017-09-30,304.00000,1886.80000,1797.30000,502.80000,4490.90000,9118.30000,8857.60000,2254.20000,20598.10000,25089.00000,3009.80000,5946.10000,1899.30000,11693.10000,14702.90000,2.50000,172.40000,-457.30000,10386.10000,25089.00000
2016-09-30,366.40000,1592.20000,1638.20000,315.80000,3912.60000,9294.30000,7377.40000,2196.10000,19125.60000,23038.20000,2183.00000,5496.30000,1916.40000,11025.20000,13208.20000,2.50000,-105.90000,-626.40000,9830.00000,23038.20000
2015-09-30,215.10000,1575.40000,1761.00000,261.70000,4176.00000,9159.80000,7442.00000,1806.00000,21196.40000,25372.40000,2178.80000,5558.20000,1826.80000,11409.70000,13588.50000,2.60000,1661.60000,-780.20000,11783.90000,25372.40000
2014-12-31,454.00000,608.00000,673.00000,239.00000,1974.00000,3422.00000,692.00000,1902.00000,7390.00000,9364.00000,1029.00000,1790.00000,1807.00000,4927.00000,5956.00000,2.00000,866.00000,-486.00000,3408.00000,9364.00000
2014-09-30,41.40000,1118.70000,1029.20000,243.20000,2432.50000,5832.60000,2617.50000,157.10000,8607.19900,11039.70000,1360.50000,2852.10000,180.60000,5371.80000,6732.30000,1.40000,1960.90000,-495.30000,4307.40000,11039.70000
2013-12-31,1057.00000,625.00000,686.00000,108.00000,2476.00000,3647.00000,716.00000,1971.00000,7809.00000,10285.00000,1176.00000,1816.00000,1846.00000,5010.00000,6186.00000,2.00000,950.00000,-180.00000,4099.00000,10285.00000
2013-09-30,,,,,,,,,,0.00000,,,,,,,,,,
2012-12-31,663.00000,605.00000,661.00000,135.00000,2066.00000,3593.00000,719.00000,1125.00000,6842.00000,8908.00000,1106.00000,2100.00000,1295.00000,4444.00000,5550.00000,2.00000,288.00000,-184.00000,3358.00000,8908.00000
2011-12-31,656.00000,591.00000,579.00000,74.00000,2253.00000,3442.00000,668.00000,1122.00000,6557.00000,8810.00000,1486.00000,1880.00000,1244.00000,4123.00000,5609.00000,2.00000,292.00000,-265.00000,3201.00000,8810.00000
2010-12-31,790.00000,827.00000,642.00000,131.00000,2446.00000,3255.00000,812.00000,1224.00000,6368.00000,8814.00000,1226.00000,2042.00000,1265.00000,4282.00000,5508.00000,2.00000,219.00000,-10.00000,3306.00000,8814.00000
2009-12-31,850.00000,839.00000,523.00000,148.00000,2530.00000,3301.00000,802.00000,1255.00000,6491.00000,9021.00000,1245.00000,2153.00000,1169.00000,4353.00000,5598.00000,2.00000,275.00000,-1.00000,3423.00000,9021.00000
