,cash-on-hand,receivables-total,inventory,pre-paid-expenses,total-current-assets,net-property-plant-equipment,long-term-investments,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-12-31,2573.00000,5202.00000,5603.00000,1073.00000,14451.00000,5521.00000,1759.00000,5030.00000,2140.00000,15848.00000,30299.00000,11421.00000,4498.00000,3311.00000,8911.00000,20332.00000,2243.00000,18037.00000,-1890.00000,9967.00000,30299.00000
2021-12-31,3187.00000,3990.00000,4355.00000,777.00000,12309.00000,4422.00000,1538.00000,2187.00000,1766.00000,11401.00000,23710.00000,7084.00000,3579.00000,2796.00000,7591.00000,14675.00000,2099.00000,16741.00000,-1571.00000,9035.00000,23710.00000
2020-12-31,3862.00000,3820.00000,3425.00000,790.00000,11897.00000,4255.00000,1441.00000,2256.00000,1733.00000,10727.00000,22624.00000,6335.00000,3610.00000,2220.00000,7300.00000,13635.00000,2404.00000,15419.00000,-1982.00000,8989.00000,22624.00000
2019-12-31,1470.00000,3670.00000,3486.00000,761.00000,9387.00000,4245.00000,1237.00000,2289.00000,1578.00000,10350.00000,19737.00000,6260.00000,1576.00000,2024.00000,5012.00000,11272.00000,2346.00000,14416.00000,-2028.00000,8465.00000,19737.00000
2018-12-31,1525.00000,3866.00000,3759.00000,668.00000,9818.00000,4096.00000,1222.00000,2035.00000,962.00000,9244.00000,19062.00000,6384.00000,1597.00000,1632.00000,4419.00000,10803.00000,2271.00000,12917.00000,-1807.00000,8259.00000,19062.00000
2017-12-31,1567.00000,3618.00000,3166.00000,577.00000,8928.00000,3927.00000,1156.00000,2055.00000,966.00000,9147.00000,18075.00000,5677.00000,1588.00000,1423.00000,4234.00000,9911.00000,2210.00000,11464.00000,-1503.00000,8164.00000,18075.00000
2016-12-31,1380.00000,3025.00000,2675.00000,627.00000,7707.00000,3800.00000,946.00000,812.00000,1015.00000,7304.00000,15011.00000,4325.00000,1568.00000,1289.00000,3512.00000,7837.00000,2153.00000,11040.00000,-1821.00000,7174.00000,15011.00000
2015-12-31,1811.00000,2820.00000,2707.00000,609.00000,7947.00000,3745.00000,975.00000,810.00000,922.00000,7187.00000,15134.00000,3803.00000,1576.00000,1358.00000,3581.00000,7384.00000,2178.00000,10322.00000,-1348.00000,7750.00000,15134.00000
2014-12-31,2394.00000,2946.00000,2866.00000,849.00000,9055.00000,3686.00000,981.00000,822.00000,583.00000,6709.00000,15764.00000,4021.00000,1577.00000,1415.00000,3650.00000,7671.00000,2139.00000,9545.00000,-1078.00000,8093.00000,15764.00000
2013-12-31,2849.00000,2649.00000,2381.00000,760.00000,8639.00000,3156.00000,931.00000,818.00000,670.00000,6089.00000,14728.00000,3368.00000,1672.00000,1230.00000,3490.00000,6858.00000,2099.00000,8406.00000,-784.00000,7870.00000,14728.00000
2012-12-31,1616.00000,2475.00000,2221.00000,855.00000,7167.00000,2724.00000,897.00000,814.00000,764.00000,5381.00000,12548.00000,3136.00000,698.00000,1064.00000,2438.00000,5574.00000,2058.00000,7343.00000,-950.00000,6974.00000,12548.00000
2011-12-31,1761.00000,2526.00000,2141.00000,663.00000,7091.00000,2288.00000,838.00000,566.00000,885.00000,4577.00000,11668.00000,3657.00000,658.00000,1090.00000,2180.00000,5837.00000,2001.00000,6038.00000,-938.00000,5831.00000,11668.00000
2010-12-31,1362.00000,2243.00000,1977.00000,393.00000,6289.00000,2041.00000,734.00000,589.00000,749.00000,4113.00000,10402.00000,3260.00000,709.00000,803.00000,2146.00000,5406.00000,1934.00000,4445.00000,-720.00000,4996.00000,10402.00000
2009-12-31,1120.00000,2004.00000,1341.00000,294.00000,5003.00000,1886.00000,574.00000,592.00000,325.00000,3813.00000,8816.00000,2432.00000,637.00000,760.00000,2364.00000,4796.00000,1860.00000,3575.00000,-895.00000,4020.00000,8816.00000
