,cash-on-hand,receivables-total,inventory,other-current-assets,total-current-assets,net-property-plant-equipment,long-term-investments,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-09-30,490.70000,1736.70000,1054.20000,329.10000,3610.70000,586.50000,1056.00000,4426.00000,374.20000,7148.00000,10758.70000,3572.20000,2867.80000,567.30000,4169.80000,7742.00000,181.40000,8411.80000,-917.50000,3016.70000,10758.70000
2021-09-30,662.20000,1424.50000,798.10000,178.60000,3063.40000,581.90000,1363.50000,4647.70000,286.50000,7638.20000,10701.60000,2992.20000,3464.60000,516.50000,5015.30000,8007.50000,181.40000,8000.40000,-1017.10000,2694.10000,10701.60000
2020-09-30,704.60000,1249.10000,584.00000,148.10000,2685.80000,574.40000,953.50000,2129.60000,162.90000,4578.90000,7264.70000,1810.80000,1974.70000,573.70000,4107.10000,5917.90000,181.40000,7139.80000,-1614.20000,1346.80000,7264.70000
2019-09-30,1018.40000,1178.70000,575.70000,212.90000,2985.70000,571.90000,793.90000,1265.20000,132.20000,3127.30000,6113.00000,1936.80000,1956.40000,583.70000,3772.00000,5708.80000,181.40000,6440.20000,-1488.00000,404.20000,6113.00000
2018-09-30,909.70000,1190.10000,581.60000,149.30000,2830.70000,576.80000,1288.00000,1290.70000,96.20000,3431.30000,6262.00000,2236.90000,1225.20000,577.30000,2407.60000,4644.50000,181.40000,6198.10000,-941.90000,1617.50000,6262.00000
2017-09-30,2535.50000,1135.50000,558.70000,191.00000,4420.70000,583.90000,325.70000,1315.70000,72.10000,2741.00000,7161.70000,2145.80000,1243.40000,216.40000,2352.30000,4498.10000,181.40000,6103.40000,-1179.20000,2663.60000,7161.70000
2016-09-30,2429.20000,1079.00000,526.60000,150.20000,4185.00000,578.30000,,1329.20000,374.80000,2916.20000,7101.20000,1975.90000,1516.30000,188.70000,3135.20000,5111.10000,181.40000,5668.40000,-1538.80000,1990.10000,7101.20000
2015-09-30,2149.20000,1041.00000,535.60000,171.00000,3896.80000,605.60000,,1258.30000,149.20000,2507.90000,6404.70000,1327.70000,1500.90000,202.70000,2820.20000,4147.90000,181.40000,5316.90000,-1334.60000,2256.80000,6404.70000
2014-09-30,1819.80000,1215.80000,588.40000,146.70000,3934.20000,632.90000,,1296.80000,154.70000,2290.10000,6224.30000,1692.10000,900.40000,205.80000,1874.10000,3566.20000,181.40000,4839.60000,-948.00000,2658.10000,6224.30000
2013-09-30,1573.60000,1186.10000,615.40000,115.30000,3679.90000,616.00000,,1235.80000,165.60000,2164.70000,5844.60000,1544.70000,905.10000,213.40000,1714.40000,3259.10000,181.40000,4333.40000,-817.70000,2585.50000,5844.60000
2012-09-30,1253.90000,1187.30000,619.00000,118.70000,3387.50000,587.10000,,1158.30000,152.50000,2249.00000,5636.50000,1531.60000,905.00000,242.40000,2253.20000,3784.80000,181.40000,3858.80000,-1225.30000,1851.70000,5636.50000
2011-09-30,988.90000,1063.40000,641.70000,181.50000,3075.10000,561.40000,,1170.60000,141.60000,2209.80000,5284.90000,1329.90000,905.00000,242.70000,2207.00000,3536.90000,181.40000,3382.80000,-992.90000,1748.00000,5284.90000
2010-09-30,813.40000,859.00000,603.30000,140.70000,2586.60000,536.90000,,1129.80000,142.20000,2161.70000,4748.30000,1222.30000,904.90000,237.30000,2065.60000,3287.90000,181.40000,2912.40000,-841.20000,1460.40000,4748.30000
2009-09-30,643.80000,726.30000,436.40000,153.90000,2134.80000,532.50000,,1144.10000,156.00000,2170.90000,4305.70000,947.20000,904.70000,288.50000,2042.10000,2989.30000,181.40000,2667.20000,-727.50000,1316.40000,4305.70000
