,cash-on-hand,receivables-total,inventory,pre-paid-expenses,other-current-assets,total-current-assets,net-property-plant-equipment,long-term-investments,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-12-31,1215.30000,699.10000,875.50000,110.00000,195.90000,3095.80000,1632.80000,1239.00000,1449.50000,299.10000,5196.70000,8292.50000,1022.40000,596.30000,797.60000,1463.40000,2485.80000,646.30000,7590.00000,-254.90000,5806.70000,8292.50000
2021-12-31,1466.80000,664.90000,726.70000,85.20000,237.10000,3180.70000,1546.60000,1834.20000,1491.50000,110.80000,5321.90000,8502.60000,1032.30000,595.70000,969.60000,1634.40000,2666.70000,642.00000,6068.10000,-157.70000,5835.90000,8502.60000
2020-12-31,1402.60000,602.80000,802.30000,75.10000,208.20000,3091.00000,1395.20000,801.60000,1504.60000,119.60000,4146.10000,7237.10000,893.90000,595.00000,1101.20000,1768.90000,2662.80000,636.40000,4565.00000,-161.10000,4574.30000,7237.10000
2019-12-31,1516.90000,599.10000,640.90000,59.10000,168.00000,2984.00000,1060.30000,585.50000,1504.20000,101.80000,3504.10000,6488.10000,902.40000,594.40000,784.10000,1437.40000,2339.80000,218.10000,3741.60000,-156.00000,4148.30000,6488.10000
2018-12-31,956.50000,537.30000,607.00000,54.30000,131.80000,2286.90000,867.50000,,1455.40000,33.60000,3036.80000,5323.70000,876.60000,593.80000,712.90000,1306.70000,2183.30000,215.20000,2694.70000,-138.50000,3140.40000,5323.70000
2017-12-31,1337.50000,479.30000,554.90000,60.60000,116.90000,2549.20000,679.70000,567.00000,1594.50000,108.90000,3117.20000,5666.40000,1420.00000,438.40000,851.80000,1290.20000,2710.20000,212.00000,1962.10000,-132.70000,2956.20000,5666.40000
2016-12-31,1271.10000,414.60000,396.60000,45.90000,111.80000,2240.00000,580.00000,532.10000,830.90000,123.20000,2270.00000,4510.00000,532.50000,822.30000,536.20000,1358.50000,1891.00000,242.60000,3906.30000,-198.40000,2619.00000,4510.00000
2015-12-31,1224.70000,371.80000,339.90000,45.10000,66.40000,2047.90000,482.50000,379.90000,833.70000,131.80000,2008.40000,4056.30000,476.20000,596.90000,480.10000,1077.00000,1553.20000,239.10000,3336.80000,-182.60000,2503.10000,4056.30000
2014-12-31,1438.80000,325.00000,296.80000,48.80000,121.70000,2231.10000,442.90000,240.90000,399.40000,49.20000,1291.90000,3523.00000,426.10000,598.10000,307.40000,905.50000,1331.60000,128.90000,2841.90000,-100.90000,2191.40000,3523.00000
2013-12-31,936.90000,328.00000,308.90000,46.80000,71.80000,1725.80000,421.60000,21.90000,418.90000,35.40000,984.10000,2709.90000,345.60000,593.10000,226.80000,819.90000,1165.50000,126.00000,2030.80000,-27.60000,1544.40000,2709.90000
2012-12-31,521.40000,347.50000,281.00000,41.60000,57.00000,1291.90000,373.30000,21.10000,451.70000,26.30000,929.60000,2221.50000,347.40000,189.30000,205.50000,394.80000,742.20000,124.20000,1653.90000,-37.90000,1479.30000,2221.50000
2011-12-31,450.50000,320.70000,261.30000,35.00000,57.10000,1168.50000,304.30000,21.80000,416.70000,24.60000,811.99990,1980.50000,335.20000,150.40000,157.00000,307.40000,642.60000,120.00000,1360.70000,-37.50000,1337.90000,1980.50000
2010-12-31,396.10000,302.50000,203.60000,35.40000,62.70000,1032.60000,269.80000,25.00000,382.30000,13.00000,734.60000,1767.20000,337.80000,,121.20000,121.20000,459.00000,117.00000,1124.00000,-42.10000,1308.20000,1767.20000
2009-12-31,334.10000,272.10000,165.90000,33.70000,35.10000,889.20000,252.00000,22.30000,401.90000,13.00000,726.30000,1615.50000,290.50000,90.30000,76.80000,167.10000,457.60000,76.10000,906.00000,-7.90000,1157.90000,1615.50000
