,cash-on-hand,receivables-total,inventory,pre-paid-expenses,other-current-assets,total-current-assets,net-property-plant-equipment,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-12-31,23519.00000,16160.00000,12483.00000,3132.00000,,55294.00000,19803.00000,93556.00000,9602.00000,132084.00000,187378.00000,55802.00000,26888.00000,14743.00000,54772.00000,110574.00000,3120.00000,128345.00000,-12967.00000,76804.00000,187378.00000
2021-12-31,31608.00000,15283.00000,10387.00000,3701.00000,,60979.00000,18962.00000,81638.00000,10216.00000,121039.00000,182018.00000,45226.00000,29985.00000,16399.00000,62769.00000,107995.00000,3120.00000,123060.00000,-13058.00000,74023.00000,182018.00000
2020-12-31,25185.00000,13576.00000,9344.00000,3132.00000,,51237.00000,18766.00000,89795.00000,6562.00000,123657.00000,174894.00000,42493.00000,32635.00000,18503.00000,69123.00000,111616.00000,3120.00000,113890.00000,-15242.00000,63278.00000,174894.00000
2019-12-31,19287.00000,14481.00000,9020.00000,2392.00000,94.00000,45274.00000,17658.00000,81282.00000,5695.00000,112454.00000,157728.00000,35964.00000,26494.00000,19178.00000,62293.00000,98257.00000,3120.00000,110659.00000,-15891.00000,59471.00000,157728.00000
2018-12-31,19687.00000,14098.00000,8599.00000,2699.00000,950.00000,46033.00000,17035.00000,78064.00000,4182.00000,106921.00000,152954.00000,31230.00000,27684.00000,16831.00000,61972.00000,93202.00000,3120.00000,106216.00000,-15222.00000,59752.00000,152954.00000
2017-12-31,18296.00000,13490.00000,8765.00000,2537.00000,,43088.00000,17005.00000,85134.00000,4971.00000,114215.00000,157303.00000,30537.00000,30675.00000,17489.00000,66606.00000,97143.00000,3120.00000,101793.00000,-13199.00000,60160.00000,157303.00000
2016-12-31,41907.00000,11699.00000,8144.00000,3282.00000,,65032.00000,15912.00000,49681.00000,4435.00000,76176.00000,141208.00000,26287.00000,22442.00000,9536.00000,44503.00000,70790.00000,3120.00000,110551.00000,-14901.00000,70418.00000,141208.00000
2015-12-31,38376.00000,10734.00000,8053.00000,3047.00000,,60210.00000,15905.00000,47393.00000,4413.00000,73201.00000,133411.00000,27747.00000,12857.00000,10241.00000,34514.00000,62261.00000,3120.00000,103879.00000,-13165.00000,71150.00000,133411.00000
2014-12-31,33089.00000,10985.00000,8184.00000,3486.00000,,55744.00000,16126.00000,49054.00000,3232.00000,74614.00000,130358.00000,25031.00000,15122.00000,8034.00000,35575.00000,60606.00000,3120.00000,97245.00000,-10722.00000,69752.00000,130358.00000
2013-12-31,29206.00000,11713.00000,7878.00000,4003.00000,,56407.00000,16710.00000,50745.00000,4949.00000,76276.00000,132683.00000,25675.00000,13328.00000,7854.00000,32955.00000,58630.00000,3120.00000,89493.00000,-2860.00000,74053.00000,132683.00000
2012-12-31,21089.00000,11309.00000,7495.00000,3084.00000,,46116.00000,16097.00000,51176.00000,3417.00000,75231.00000,121347.00000,24262.00000,11489.00000,8552.00000,32259.00000,56521.00000,3120.00000,85992.00000,-5810.00000,64826.00000,121347.00000
2011-12-31,32261.00000,10581.00000,6285.00000,2633.00000,,54316.00000,14739.00000,34276.00000,3773.00000,59328.00000,113644.00000,22811.00000,12969.00000,10631.00000,33753.00000,56564.00000,3120.00000,81251.00000,-5632.00000,57080.00000,113644.00000
2010-12-31,27658.00000,9774.00000,5378.00000,2273.00000,,47307.00000,14553.00000,32010.00000,3942.00000,55601.00000,102908.00000,23072.00000,9156.00000,6567.00000,23257.00000,46329.00000,3120.00000,77773.00000,-3531.00000,56579.00000,102908.00000
2009-12-31,19425.00000,9646.00000,5180.00000,2497.00000,,39541.00000,14759.00000,31185.00000,3690.00000,55141.00000,94682.00000,21731.00000,8223.00000,5947.00000,22363.00000,44094.00000,3120.00000,70306.00000,-3058.00000,50588.00000,94682.00000
