,cash-on-hand,receivables-total,inventory,pre-paid-expenses,other-current-assets,total-current-assets,net-property-plant-equipment,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-12-31,2417.00000,296.00000,104.00000,163.00000,60.00000,3040.00000,7257.00000,2038.00000,380.00000,9675.00000,14186.00000,4493.00000,3276.00000,305.00000,5877.00000,10370.00000,1.00000,4300.00000,-388.00000,3816.00000,14186.00000
2021-12-31,3116.00000,546.00000,62.00000,120.00000,76.00000,3920.00000,6138.00000,2044.00000,396.00000,8578.00000,13951.00000,3991.00000,3452.00000,378.00000,6159.00000,10150.00000,1.00000,4242.00000,-262.00000,3801.00000,13951.00000
2020-12-31,3346.00000,480.00000,57.00000,123.00000,,4006.00000,6211.00000,2429.00000,,8640.00000,14046.00000,4293.00000,2357.00000,524.00000,6765.00000,11058.00000,1.00000,3764.00000,-494.00000,2988.00000,14046.00000
2019-12-31,1521.00000,323.00000,72.00000,121.00000,,2037.00000,6902.00000,2065.00000,278.00000,9245.00000,12993.00000,3201.00000,1264.00000,232.00000,5461.00000,8662.00000,1.00000,5133.00000,-465.00000,4331.00000,12993.00000
2018-12-31,1236.00000,366.00000,60.00000,125.00000,,1787.00000,6781.00000,2070.00000,274.00000,9125.00000,10912.00000,2942.00000,1617.00000,418.00000,4219.00000,7161.00000,1.00000,4534.00000,-448.00000,3751.00000,10912.00000
2017-12-31,1621.00000,341.00000,57.00000,133.00000,,2152.00000,6284.00000,2076.00000,234.00000,8594.00000,10746.00000,2686.00000,2262.00000,425.00000,4600.00000,7286.00000,1.00000,4193.00000,-380.00000,3460.00000,10746.00000
2016-12-31,1580.00000,302.00000,47.00000,121.00000,,2050.00000,5666.00000,2077.00000,169.00000,7912.00000,9962.00000,2535.00000,2645.00000,417.00000,4496.00000,7031.00000,1.00000,3568.00000,-305.00000,2931.00000,9962.00000
2015-12-31,1328.00000,212.00000,51.00000,72.00000,,1663.00000,4802.00000,,65.00000,4867.00000,6530.00000,1805.00000,569.00000,362.00000,2314.00000,4119.00000,1.00000,2890.00000,-303.00000,2411.00000,6530.00000
2014-12-31,1217.00000,259.00000,58.00000,105.00000,,1639.00000,4299.00000,,126.00000,4425.00000,6064.00000,1671.00000,686.00000,327.00000,2266.00000,3937.00000,1.00000,2144.00000,-310.00000,2127.00000,6064.00000
2013-12-31,1330.00000,152.00000,60.00000,107.00000,,1762.00000,3893.00000,,183.00000,4076.00000,5838.00000,1580.00000,754.00000,308.00000,2229.00000,3809.00000,1.00000,1607.00000,-183.00000,2029.00000,5838.00000
2012-12-31,1252.00000,130.00000,58.00000,123.00000,26.00000,1737.00000,3609.00000,,159.00000,3768.00000,5505.00000,1501.00000,871.00000,334.00000,2583.00000,4084.00000,70.00000,1127.00000,-436.00000,1421.00000,5505.00000
2011-12-31,1141.00000,136.00000,44.00000,94.00000,47.00000,1596.00000,3373.00000,,198.00000,3571.00000,5167.00000,1510.00000,1099.00000,148.00000,2483.00000,3993.00000,76.00000,811.00000,-390.00000,1174.00000,5167.00000
2010-12-31,1208.20000,120.10000,45.10000,106.70000,61.40000,1662.00000,3148.40000,,206.20000,3354.60000,5016.60000,1424.70000,1313.00000,123.00000,2486.50000,3911.20000,37.00000,566.10000,-267.20000,1105.40000,5016.60000
2009-12-31,1192.10000,111.80000,45.80000,98.10000,66.20000,1634.30000,3167.90000,,194.00000,3361.90000,4996.20000,1269.50000,1699.20000,148.20000,2854.60000,4124.10000,35.80000,315.00000,-240.00000,872.10000,4996.20000
