,cash-on-hand,receivables-total,inventory,other-current-assets,total-current-assets,net-property-plant-equipment,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-12-31,95.34600,189.37700,29.74500,34.15100,348.61900,128.04600,1265.45200,39.03300,1773.40900,2122.02800,493.78400,39.89800,124.26100,361.04700,854.83100,492.44800,687.06900,-31.56200,1267.19700,2122.02800
2021-12-31,105.30100,165.73100,28.92600,52.42200,352.38000,133.25700,1209.07300,34.94900,1669.16000,2021.54000,491.16200,136.25000,110.39100,419.16100,910.32300,491.91100,530.08800,-16.41100,1111.21700,2021.54000
2020-12-31,98.47700,150.05300,30.84300,35.40400,314.77700,178.05200,1071.94600,30.59600,1531.12300,1845.90000,472.51100,185.81200,94.70800,432.02900,904.54000,491.61200,358.88800,-10.89700,941.36000,1845.90000
2019-12-31,94.27600,145.03300,19.47600,51.00200,309.78700,195.53300,959.63100,24.16100,1434.58900,1744.37600,410.03500,279.00000,94.01300,518.59100,928.62600,491.14600,256.30000,-21.10900,815.75000,1744.37600
2018-12-31,115.48500,122.47000,15.78800,32.27800,286.02100,136.88500,611.73900,19.06300,808.10300,1094.12400,299.02900,,83.18700,83.18700,382.21600,327.30800,370.29200,-71.07800,711.90800,1094.12400
2017-12-31,107.05000,115.06500,14.98300,25.69700,262.79500,134.08800,560.93100,19.42000,770.86800,1033.66300,294.56900,,85.17000,85.17000,379.73900,326.98800,291.48700,-45.95600,653.92400,1033.66300
2016-12-31,142.78500,104.45800,13.72400,29.20400,290.17100,133.47700,417.44100,16.82400,626.36700,916.53800,276.99100,,68.12200,71.00200,347.99300,217.79200,343.37600,-70.07500,568.54500,916.53800
2015-12-31,134.57400,93.69400,12.80100,28.36500,269.43400,121.35600,388.87000,14.69000,579.21700,848.65100,252.98600,,61.90100,71.63600,324.62200,218.75300,306.89200,-71.17800,524.02900,848.65100
2014-12-31,108.37200,90.08800,14.07800,28.65600,283.95800,101.66900,389.03500,13.83200,524.20400,808.16200,252.67900,,63.24900,92.80700,345.48600,218.48300,247.04200,-65.48800,462.67600,808.16200
2013-12-31,118.21600,85.06900,12.25100,19.38800,274.44200,87.21500,340.41600,13.87900,464.77500,739.21700,235.79200,,64.47900,65.17000,300.96200,145.86400,270.39700,-31.77100,438.25500,739.21700
2012-12-31,65.08200,80.74300,11.84700,14.98200,205.99200,82.26300,354.26600,11.46300,486.51400,692.50600,228.41600,,65.86300,109.13400,337.55000,146.01500,220.75200,-56.96700,354.95600,692.50600
2011-12-31,46.27500,73.34600,11.12500,13.80400,175.82200,76.85800,348.54500,10.52300,469.82800,645.65000,225.85100,,63.93500,95.80200,321.65300,146.25100,189.28200,-48.09000,323.99700,645.65000
2010-12-31,20.91300,70.43300,11.89900,20.38000,151.02100,74.01300,358.33500,10.34600,467.99300,619.01400,246.44100,,62.08800,74.60300,321.04400,147.18100,155.46300,-32.49000,297.97000,619.01400
2009-12-31,9.50400,62.75400,10.20800,12.22500,120.53000,74.64400,335.61900,8.44600,445.96600,566.49600,232.75300,,54.28200,69.17700,301.93000,148.35700,125.68100,-32.12700,264.56600,566.49600
