,cash-on-hand,receivables-total,inventory,pre-paid-expenses,other-current-assets,total-current-assets,net-property-plant-equipment,long-term-investments,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-12-31,416.68200,2550.64900,109.12200,78.83900,,3155.29200,3256.39700,275.43700,7259.29700,315.58700,13772.96000,16928.25000,2619.74700,8692.61700,105.23300,13432.61000,16052.36000,0.09000,174.48700,-69.18600,875.89200,16928.25000
2021-12-31,577.27000,2410.50800,107.42800,72.51700,,3167.72300,3479.97200,288.39500,7223.93400,136.67700,13953.76000,17121.49000,2398.53300,8729.15000,119.15800,13786.81000,16185.34000,0.09700,354.33700,-139.24700,936.14800,17121.49000
2020-12-31,521.89100,2438.82100,111.62500,76.38700,,3148.72400,3521.82400,289.68400,7085.69400,79.50100,13839.79000,16988.52000,2476.14300,7917.26300,150.06000,12945.62000,15421.76000,0.11000,852.53700,-66.15400,1566.75200,16988.52000
2019-12-31,1220.29000,2305.06500,97.94900,66.86600,,3690.17000,3473.38400,278.50200,6923.31900,115.97200,13621.22000,17311.39000,2372.09800,7977.52600,160.80900,12620.05000,14992.15000,0.12600,1431.73800,-47.49800,2319.24200,17311.39000
2018-12-31,418.35500,2397.01800,107.38100,111.84000,5389.56500,8424.15900,3393.66900,260.03500,6960.80600,71.58300,10686.09000,19110.25000,4891.16100,8172.84700,450.66900,10310.69000,15201.85000,0.16600,2743.19400,-34.92400,3908.39800,19110.25000
2017-12-31,551.75000,2163.45200,181.79900,112.05800,5761.64200,8770.70100,3149.21300,283.22900,6724.10600,47.28700,10203.83000,18974.54000,3067.52000,9158.01800,365.32500,11020.95000,14088.47000,0.18200,3633.71300,13.23500,4886.06600,18974.54000
2016-12-31,981.75700,1792.10600,160.41900,99.51000,960.95600,3994.74800,2864.12100,522.03600,6088.87900,5285.99200,14761.03000,18755.78000,2710.96400,8944.67600,746.26800,11195.07000,13906.04000,0.19500,3710.31300,-89.64300,4849.74100,18755.78000
2015-12-31,1907.20000,2220.18300,185.57500,,190.32200,4503.28000,2788.74000,167.49000,10981.80000,73.56000,14011.59000,18514.88000,2399.13800,9001.30800,439.22900,11031.56000,13430.70000,0.21700,4356.83500,-59.82600,5084.17200,18514.88000
2014-12-31,1302.64000,2010.60400,136.08400,,186.84200,3636.17000,2469.09900,155.02600,11280.14000,77.00000,13981.26000,17617.43000,2088.65100,8298.62400,389.80600,10168.47000,12257.12000,0.21600,4087.10300,-25.01700,5360.31100,17617.43000
2013-12-31,953.05000,1844.56800,88.80500,,176.41400,3472.27800,2189.41100,120.24300,11237.35000,79.59800,13626.60000,17098.88000,2462.04900,8141.23100,380.33700,10031.29000,12493.34000,0.21300,3363.98900,-2.64500,4605.54100,17098.88000
2012-12-31,540.88600,1742.31900,78.12600,,201.57200,2887.05000,1872.37000,94.49100,11080.87000,79.85400,13127.58000,16014.63000,2016.42500,8326.53400,458.40000,10081.28000,12097.71000,0.27000,3731.83500,-15.29700,3916.92500,16014.63000
2011-12-31,411.15100,1476.63100,75.73100,,49.34900,2293.24400,1432.65100,37.21500,5106.46700,34.23100,6610.56400,8903.80800,1164.75200,4417.62400,151.99300,5470.93100,6635.68300,0.13500,3195.81800,-19.48400,2268.12500,8903.80800
2010-12-31,883.12000,1393.67200,76.00800,,43.99400,2622.85400,1170.80800,34.76600,4253.94200,32.05400,5491.57000,8114.42400,924.34500,4233.85000,114.60700,5152.94500,6077.29000,0.13500,2717.81700,0.50300,2037.13400,8114.42400
2009-12-31,565.93400,1369.35900,70.04100,,40.23400,2302.52100,1104.92500,30.24700,4087.92800,32.61500,5255.71500,7558.23600,1046.94100,3532.21700,118.33900,4317.13600,5364.07700,0.13500,2312.13400,-5.54800,2194.15900,7558.23600
