,cash-on-hand,receivables-total,inventory,pre-paid-expenses,total-current-assets,net-property-plant-equipment,long-term-investments,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-09-30,3182.90000,1175.50000,2176.60000,483.70000,7018.70000,6560.50000,590.30000,3439.40000,554.20000,20959.70000,27978.40000,9151.80000,13119.90000,610.50000,27525.30000,36677.10000,1.10000,-8449.80000,-463.20000,-8698.70000,27978.40000
2021-09-30,6617.90000,940.00000,1603.90000,594.60000,9756.40000,6369.50000,550.20000,4027.20000,578.50000,21636.20000,31392.60000,8151.40000,13616.90000,737.80000,28555.70000,36707.10000,1.20000,-6315.70000,147.20000,-5314.50000,31392.60000
2020-09-30,4632.10000,883.40000,1551.40000,739.50000,7806.40000,6241.40000,684.80000,4149.30000,568.60000,21568.10000,29374.50000,7346.80000,14659.60000,907.30000,29827.10000,37173.90000,1.20000,-7815.60000,-364.60000,-7799.40000,29374.50000
2019-09-30,2757.10000,879.20000,1529.40000,488.20000,5653.90000,6431.70000,616.00000,4272.60000,479.60000,13565.70000,19219.60000,6168.70000,11167.00000,1370.50000,19281.90000,25450.60000,1.20000,-5771.20000,-503.30000,-6231.00000,19219.60000
2018-09-30,8937.80000,693.10000,1400.50000,1462.80000,12494.20000,5929.10000,602.40000,4583.80000,412.20000,11662.20000,24156.40000,5684.20000,9090.20000,1430.50000,17296.40000,22980.60000,1.30000,1457.40000,-330.30000,1175.80000,24156.40000
2017-09-30,2690.90000,870.40000,1364.00000,358.10000,5283.40000,4919.50000,1023.90000,1980.60000,362.80000,9082.20000,14365.60000,4220.70000,3932.60000,750.90000,4687.90000,8908.60000,1.40000,5563.20000,-155.60000,5457.00000,14365.60000
2016-09-30,2263.20000,768.80000,1378.50000,347.40000,4757.90000,4533.80000,1496.20000,2235.90000,403.30000,9554.60100,14312.50000,4546.80000,3185.30000,689.70000,3875.00000,8421.80000,1.50000,5949.80000,-108.40000,5890.70000,14312.50000
2015-09-30,1611.40000,719.00000,1306.40000,334.20000,3971.00000,4088.30000,664.50000,2095.80000,415.90000,8445.30000,12416.30000,3648.10000,2347.50000,600.90000,2948.40000,6596.50000,1.50000,5974.80000,-199.40000,5819.80000,12416.30000
2014-09-30,1843.80000,631.00000,1090.90000,285.60000,4168.70000,3519.00000,833.30000,1129.70000,198.90000,6584.20000,10752.90000,3038.70000,2048.30000,392.20000,2440.50000,5479.20000,0.70000,5206.60000,25.30000,5273.70000,10752.90000
2013-09-30,3233.80000,561.40000,1111.20000,287.70000,5471.40000,3200.50000,554.80000,1137.70000,185.30000,6045.30000,11516.70000,5377.30000,1299.40000,357.70000,1657.10000,7034.40000,0.80000,4130.30000,67.00000,4482.30000,11516.70000
2012-09-30,2037.00000,485.90000,1241.50000,196.50000,4199.60000,2658.90000,575.90000,542.80000,144.70000,4019.60000,8219.20000,2209.80000,549.60000,345.30000,894.90000,3104.70000,0.70000,5046.20000,22.70000,5114.50000,8219.20000
2011-09-30,2050.70000,386.50000,965.80000,161.50000,3794.90000,2355.00000,479.30000,321.60000,409.60000,3565.50000,7360.40000,2075.80000,549.50000,347.80000,897.30000,2973.10000,0.70000,4297.40000,46.30000,4387.30000,7360.40000
2010-09-30,1449.70000,302.70000,543.30000,156.50000,2756.40000,2416.50000,533.30000,333.20000,346.50000,3629.50000,6385.90000,1779.10000,549.40000,375.10000,924.50000,2703.60000,0.70000,3471.20000,57.20000,3682.30000,6385.90000
2009-09-30,666.10000,271.00000,664.90000,147.20000,2035.80000,2536.40000,423.50000,327.30000,253.80000,3541.00000,5576.80000,1581.00000,549.30000,389.60000,938.90000,2519.90000,0.70000,2793.20000,65.40000,3056.90000,5576.80000
