,cash-on-hand,receivables-total,inventory,pre-paid-expenses,total-current-assets,net-property-plant-equipment,long-term-investments,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-11-30,334.00000,573.70000,1340.10000,138.90000,2386.70000,1198.00000,,8600.80000,939.40000,10738.20000,13124.90000,3432.40000,3642.30000,484.70000,4993.30000,8425.70000,2138.60000,3022.50000,-480.60000,4699.20000,13124.90000
2021-11-30,351.70000,549.50000,1182.30000,112.30000,2195.80000,1140.30000,,8788.30000,781.40000,10710.00000,12905.80000,3223.80000,3973.30000,490.90000,5256.50000,8480.30000,2055.10000,2782.40000,-426.50000,4425.50000,12905.80000
2020-11-30,423.60000,528.50000,1032.60000,98.90000,2083.60000,1028.40000,,8225.69900,752.00000,10006.10000,12089.70000,3046.50000,3753.80000,622.20000,5103.20000,8149.70000,1981.30000,2415.60000,-470.80000,3940.00000,12089.70000
2019-11-30,155.40000,502.90000,801.20000,90.70000,1550.20000,952.60000,,7352.20000,507.10000,8811.89900,10362.10000,2154.40000,3625.80000,427.60000,4751.00000,6905.40000,1888.60000,2055.80000,-500.20000,3456.70000,10362.10000
2018-11-30,96.60000,518.10000,786.30000,78.90000,1479.90000,941.50000,,7401.20000,433.80000,8776.50000,10256.40000,2001.70000,4052.90000,313.10000,5072.50000,7074.20000,1770.60000,1760.20000,-359.90000,3182.20000,10256.40000
2017-11-30,186.80000,555.10000,793.30000,81.80000,1617.00000,809.10000,398.50000,7561.20000,,8768.80000,10385.80000,1947.30000,4443.90000,329.20000,5867.60000,7814.90000,1672.90000,1166.50000,-279.50000,2570.90000,10385.80000
2016-11-30,118.40000,465.20000,756.30000,81.90000,1421.80000,669.40000,348.40000,2196.30000,,3214.10000,4635.90000,1422.70000,1054.00000,441.20000,1575.10000,2997.80000,1084.20000,1056.80000,-514.40000,1638.10000,4635.90000
2015-11-30,112.60000,455.20000,710.80000,78.80000,1357.40000,618.40000,365.40000,2131.40000,,3115.20000,4472.60000,1238.60000,1051.40000,495.70000,1547.10000,2785.70000,1039.60000,1036.70000,-406.10000,1686.90000,4472.60000
2014-11-30,77.30000,493.60000,713.80000,131.50000,1416.20000,602.70000,342.40000,2053.00000,,2998.10000,4414.30000,1122.00000,1014.10000,468.80000,1482.90000,2604.90000,995.60000,982.60000,-186.00000,1809.40000,4414.30000
2013-11-30,63.00000,495.50000,676.90000,134.80000,1370.20000,576.60000,371.00000,2131.90000,,3079.50000,4449.70000,1063.10000,1019.00000,419.90000,1438.90000,2502.00000,962.40000,970.40000,-0.30000,1947.70000,4449.70000
2012-11-30,79.00000,465.90000,615.00000,125.50000,1285.40000,547.30000,313.90000,2018.80000,,2880.00000,4165.40000,1187.60000,779.20000,498.40000,1277.60000,2465.20000,908.20000,934.60000,-159.90000,1700.20000,4165.40000
2011-11-30,53.90000,427.00000,613.70000,128.30000,1222.90000,523.10000,297.60000,2044.20000,,2864.90000,4087.80000,993.30000,1029.70000,446.30000,1476.00000,2469.30000,821.90000,838.80000,-59.00000,1618.50000,4087.80000
2010-11-30,50.80000,386.70000,477.60000,100.80000,1015.90000,488.00000,265.90000,1649.90000,,2403.80000,3419.70000,834.80000,779.90000,342.30000,1122.20000,1957.00000,756.50000,700.90000,-3.70000,1462.70000,3419.70000
2009-11-30,39.50000,365.30000,457.60000,108.10000,970.50000,489.80000,210.50000,1717.00000,,2417.30000,3387.80000,818.20000,875.00000,351.10000,1226.10000,2044.30000,634.00000,591.50000,109.10000,1343.50000,3387.80000
