,cash-on-hand,receivables-total,inventory,pre-paid-expenses,total-current-assets,net-property-plant-equipment,long-term-investments,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-12-31,6133.00000,10985.00000,3276.00000,1528.00000,21922.00000,35163.00000,14950.00000,2317.00000,2090.00000,54520.00000,76442.00000,15889.00000,16661.00000,2178.00000,26447.00000,42336.00000,7.00000,25432.00000,-460.00000,34106.00000,76442.00000
2021-12-31,3147.00000,7470.00000,3394.00000,686.00000,14697.00000,22435.00000,14471.00000,2297.00000,1694.00000,40897.00000,55594.00000,12801.00000,12959.00000,1667.00000,21156.00000,33957.00000,7.00000,16216.00000,-445.00000,21637.00000,55594.00000
2020-12-31,2514.00000,6522.00000,3893.00000,347.00000,13276.00000,23716.00000,13624.00000,2268.00000,1837.00000,41445.00000,54721.00000,9518.00000,14906.00000,1789.00000,23680.00000,33198.00000,6.00000,16500.00000,-789.00000,21523.00000,54721.00000
2019-12-31,1614.00000,8510.00000,3776.00000,495.00000,14395.00000,23786.00000,14571.00000,4139.00000,1829.00000,44325.00000,58720.00000,11646.00000,11216.00000,2092.00000,19905.00000,31551.00000,6.00000,22064.00000,-788.00000,27169.00000,58720.00000
2018-12-31,3019.00000,6173.00000,3543.00000,474.00000,13209.00000,22018.00000,14421.00000,4139.00000,515.00000,41093.00000,54302.00000,8935.00000,11093.00000,979.00000,18214.00000,27149.00000,6.00000,20489.00000,-692.00000,27153.00000,54302.00000
2017-12-31,3119.00000,7506.00000,3395.00000,370.00000,14390.00000,21460.00000,13941.00000,4146.00000,434.00000,39981.00000,54371.00000,10107.00000,10069.00000,875.00000,16836.00000,26943.00000,6.00000,16306.00000,-617.00000,27428.00000,54371.00000
2016-12-31,2711.00000,6397.00000,3150.00000,422.00000,12680.00000,20855.00000,13534.00000,4158.00000,426.00000,38973.00000,51653.00000,9463.00000,9588.00000,918.00000,18465.00000,27928.00000,6.00000,12608.00000,-995.00000,23725.00000,51653.00000
2015-12-31,3074.00000,5173.00000,3477.00000,532.00000,12256.00000,19721.00000,12143.00000,4181.00000,279.00000,36324.00000,48580.00000,7531.00000,8843.00000,942.00000,17111.00000,24642.00000,6.00000,12348.00000,-653.00000,23938.00000,48580.00000
2014-12-31,5207.00000,7255.00000,3397.00000,833.00000,16692.00000,17346.00000,10189.00000,4174.00000,291.00000,32000.00000,48692.00000,11094.00000,7793.00000,972.00000,15561.00000,26655.00000,6.00000,9309.00000,-531.00000,22037.00000,48692.00000
2013-12-31,5400.00000,9632.00000,3354.00000,851.00000,19237.00000,15398.00000,11220.00000,3794.00000,149.00000,30561.00000,49798.00000,12931.00000,6131.00000,1298.00000,14475.00000,27406.00000,6.00000,5622.00000,37.00000,22392.00000,49798.00000
2012-12-31,3474.00000,10403.00000,3430.00000,655.00000,17962.00000,15407.00000,10471.00000,4068.00000,165.00000,30111.00000,48073.00000,12482.00000,6961.00000,1055.00000,14785.00000,27267.00000,6.00000,2713.00000,-314.00000,20806.00000,48073.00000
2011-12-31,,10025.00000,3466.00000,457.00000,13948.00000,14771.00000,10306.00000,4064.00000,122.00000,29263.00000,43211.00000,12384.00000,361.00000,1253.00000,7534.00000,19918.00000,0.00000,,122.00000,23293.00000,43211.00000
2010-12-31,,10213.00000,4113.00000,378.00000,14704.00000,15409.00000,9918.00000,4410.00000,514.00000,30251.00000,44955.00000,12503.00000,388.00000,1110.00000,6426.00000,18929.00000,,,214.00000,26026.00000,44955.00000
2009-12-31,,6842.00000,3842.00000,684.00000,11368.00000,17238.00000,9398.00000,4426.00000,450.00000,31512.00000,42880.00000,9335.00000,403.00000,1238.00000,6605.00000,15940.00000,,,329.00000,26940.00000,42880.00000
