,cash-on-hand,total-current-assets,net-property-plant-equipment,long-term-investments,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-12-31,12231.00000,132524.00000,2187.00000,51825.00000,6830.00000,14086.00000,74928.00000,207452.00000,170530.00000,13714.00000,5881.00000,19595.00000,190125.00000,2051.00000,21689.00000,-5110.00000,17327.00000,207452.00000
2021-12-31,38078.00000,152651.00000,2120.00000,38494.00000,5791.00000,12060.00000,58465.00000,211116.00000,172818.00000,11821.00000,4267.00000,16088.00000,188906.00000,2051.00000,20236.00000,1207.00000,22210.00000,211116.00000
2020-12-31,37106.00000,148176.00000,2088.00000,37837.00000,5053.00000,11526.00000,56504.00000,204680.00000,163187.00000,14973.00000,3409.00000,18382.00000,181569.00000,2051.00000,18384.00000,2601.00000,23111.00000,204680.00000
2019-12-31,5525.00000,115281.00000,1995.00000,36609.00000,5446.00000,10038.00000,54088.00000,169369.00000,130774.00000,14970.00000,2422.00000,17392.00000,148166.00000,2051.00000,18315.00000,1192.00000,21203.00000,169369.00000
2018-12-31,4793.00000,99562.00000,1861.00000,33300.00000,3456.00000,7890.00000,46507.00000,146069.00000,112895.00000,14426.00000,2498.00000,16924.00000,129819.00000,2051.00000,16578.00000,-112.00000,16250.00000,146069.00000
2017-12-31,5759.00000,97025.00000,2003.00000,32214.00000,3330.00000,7509.00000,45056.00000,142081.00000,108813.00000,14904.00000,2144.00000,17048.00000,125861.00000,2051.00000,14957.00000,73.00000,16220.00000,142081.00000
2016-12-31,5556.00000,97152.00000,2065.00000,31209.00000,3169.00000,8582.00000,45025.00000,142177.00000,109288.00000,14388.00000,2269.00000,16657.00000,125945.00000,2051.00000,13441.00000,59.00000,16232.00000,142177.00000
2015-12-31,5597.00000,97810.00000,2239.00000,29114.00000,3213.00000,8672.00000,43238.00000,141048.00000,107027.00000,15810.00000,2341.00000,18151.00000,125178.00000,2051.00000,12358.00000,197.00000,15870.00000,141048.00000
2014-12-31,11365.00000,101388.00000,2465.00000,22595.00000,3289.00000,8969.00000,37318.00000,138706.00000,105432.00000,14967.00000,2642.00000,17609.00000,123041.00000,2051.00000,11141.00000,429.00000,15665.00000,138706.00000
2013-12-31,8637.00000,96613.00000,2531.00000,18805.00000,3406.00000,9088.00000,33830.00000,130443.00000,102697.00000,9633.00000,3487.00000,13120.00000,115817.00000,2051.00000,10156.00000,82.00000,14626.00000,130443.00000
2012-12-31,5069.00000,91936.00000,2542.00000,15491.00000,3140.00000,8785.00000,29958.00000,121894.00000,98406.00000,7085.00000,2639.00000,9724.00000,108130.00000,2051.00000,8768.00000,375.00000,13764.00000,121894.00000
2011-12-31,4621.00000,86338.00000,2447.00000,15684.00000,3138.00000,9360.00000,30629.00000,116967.00000,90764.00000,9682.00000,3270.00000,12952.00000,103716.00000,2051.00000,7554.00000,470.00000,13251.00000,116967.00000
2010-12-31,3968.00000,80671.00000,2389.00000,15767.00000,3301.00000,8879.00000,30336.00000,111007.00000,84390.00000,9558.00000,2979.00000,12537.00000,96927.00000,1779.00000,6719.00000,314.00000,14080.00000,111007.00000
2009-12-31,6042.00000,81139.00000,2400.00000,18568.00000,3223.00000,8050.00000,32241.00000,113380.00000,86675.00000,10507.00000,2701.00000,13208.00000,99883.00000,1779.00000,6326.00000,241.00000,13497.00000,113380.00000
