,cash-on-hand,receivables-total,inventory,pre-paid-expenses,other-current-assets,total-current-assets,net-property-plant-equipment,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,other-share-holders-equity,total-share-holder-equity,total-liabilities-share-holders-equity
2022-12-31,880.00000,1291.00000,1291.00000,,3292.00000,6754.00000,2104.00000,23284.00000,553.00000,26770.00000,33524.00000,5776.00000,6225.00000,1439.00000,9124.00000,14900.00000,191.00000,2943.00000,-288.00000,15677.00000,18624.00000,33524.00000
2021-12-31,941.00000,1143.00000,982.00000,,3293.00000,6359.00000,2101.00000,24829.00000,566.00000,28350.00000,34709.00000,4551.00000,7048.00000,1679.00000,10839.00000,15390.00000,194.00000,2917.00000,-146.00000,16248.00000,19319.00000,34709.00000
2020-12-31,1276.00000,1639.00000,973.00000,61.00000,2718.00000,6667.00000,2102.00000,26784.00000,522.00000,30293.00000,36960.00000,4240.00000,6943.00000,2965.00000,11879.00000,16119.00000,208.00000,2347.00000,-839.00000,19008.00000,20841.00000,36960.00000
2019-06-30,530.00000,648.00000,360.00000,,1040.00000,2578.00000,894.00000,6210.00000,262.00000,7539.00000,10117.00000,2268.00000,2763.00000,1711.00000,4486.00000,6754.00000,119.00000,2173.00000,-707.00000,1778.00000,3363.00000,10117.00000
2018-06-30,288.00000,640.00000,411.00000,,885.00000,2224.00000,900.00000,6361.00000,247.00000,7627.00000,9851.00000,1850.00000,3408.00000,1236.00000,4723.00000,6573.00000,118.00000,1648.00000,-202.00000,1714.00000,3278.00000,9851.00000
2017-06-30,484.00000,647.00000,841.00000,,101.00000,2073.00000,904.00000,6470.00000,234.00000,8017.00000,10090.00000,1926.00000,3396.00000,1806.00000,5236.00000,7162.00000,120.00000,1343.00000,-276.00000,1741.00000,2928.00000,10090.00000
2016-06-30,487.00000,749.00000,867.00000,,124.00000,2624.00000,924.00000,6583.00000,252.00000,9385.00000,12009.00000,1981.00000,4120.00000,2802.00000,6971.00000,8952.00000,125.00000,1330.00000,-495.00000,2096.00000,3057.00000,12009.00000
2015-06-30,481.00000,1255.00000,1015.00000,,165.00000,3183.00000,1165.00000,8123.00000,154.00000,9944.00000,13127.00000,2274.00000,5053.00000,2386.00000,7451.00000,9725.00000,124.00000,1258.00000,-16.00000,2031.00000,3402.00000,13127.00000
2014-06-30,561.00000,594.00000,619.00000,,96.00000,1991.00000,728.00000,1969.00000,144.00000,2928.00000,4919.00000,1115.00000,1564.00000,415.00000,1979.00000,3094.00000,106.00000,1226.00000,-15.00000,509.00000,1825.00000,4919.00000
2013-06-30,321.00000,733.00000,668.70000,,77.20000,1948.10000,653.20000,2000.10000,132.20000,2910.30000,4858.40000,1297.40000,1577.10000,422.70000,1999.80000,3297.20000,106.90000,1079.90000,-58.60000,433.10000,1561.20000,4858.40000
2012-06-30,356.00000,762.20000,617.80000,,71.20000,2600.40000,659.40000,2117.00000,135.70000,2992.40000,5592.80000,1414.40000,1883.00000,349.30000,2232.30000,3646.70000,112.10000,1416.60000,-22.60000,432.80000,1946.10000,5592.80000
2011-06-30,366.90000,893.80000,720.80000,,64.30000,2216.80000,872.80000,2883.80000,193.70000,3956.00000,6172.80000,1430.50000,1887.20000,343.10000,2230.30000,3660.80000,123.10000,1889.00000,18.70000,471.20000,2512.00000,6172.80000
2010-06-30,455.20000,751.30000,615.30000,,37.50000,2004.60000,609.70000,1874.00000,147.60000,2739.00000,4743.60000,1051.80000,1176.60000,325.10000,1501.70000,2553.50000,127.50000,1621.40000,-20.40000,461.10000,2190.10000,4743.60000
2009-06-30,281.20000,791.80000,607.20000,,62.00000,1859.40000,543.20000,1842.70000,134.50000,2605.70000,4465.10000,1109.70000,1177.30000,309.00000,1486.30000,2596.00000,131.40000,1322.80000,-51.40000,466.30000,1869.10000,4465.10000
