,cash-on-hand,receivables-total,inventory,pre-paid-expenses,total-current-assets,net-property-plant-equipment,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-05-31,6897.00000,11863.00000,637.00000,968.00000,20365.00000,38091.00000,6544.00000,4381.00000,65629.00000,85994.00000,14274.00000,20182.00000,3571.00000,46781.00000,61055.00000,32.00000,32782.00000,-1103.00000,24939.00000,85994.00000
2021-05-31,7087.00000,12069.00000,587.00000,837.00000,20580.00000,35752.00000,6992.00000,4070.00000,62197.00000,82777.00000,13660.00000,20733.00000,3413.00000,44949.00000,58609.00000,32.00000,29817.00000,-732.00000,24168.00000,82777.00000
2020-05-31,4881.00000,10102.00000,572.00000,828.00000,16383.00000,33608.00000,6372.00000,3257.00000,57154.00000,73537.00000,10344.00000,21952.00000,2570.00000,44898.00000,55242.00000,32.00000,25216.00000,-1147.00000,18295.00000,73537.00000
2019-05-31,2319.00000,9116.00000,553.00000,1098.00000,13086.00000,30429.00000,6884.00000,4004.00000,41317.00000,54403.00000,9013.00000,16617.00000,2569.00000,27633.00000,36646.00000,32.00000,24648.00000,-865.00000,17757.00000,54403.00000
2018-05-31,3265.00000,8481.00000,525.00000,1070.00000,13341.00000,28154.00000,6973.00000,3862.00000,38989.00000,52330.00000,9627.00000,15243.00000,2318.00000,23287.00000,32914.00000,32.00000,24823.00000,-578.00000,19416.00000,52330.00000
2017-05-31,3969.00000,7599.00000,514.00000,546.00000,12628.00000,25981.00000,7154.00000,2789.00000,35924.00000,48552.00000,7918.00000,14909.00000,2012.00000,24561.00000,32479.00000,32.00000,20833.00000,-415.00000,16073.00000,48552.00000
2016-05-31,3534.00000,7252.00000,496.00000,707.00000,11989.00000,24284.00000,6747.00000,2939.00000,33970.00000,45959.00000,8008.00000,13733.00000,2085.00000,24167.00000,32175.00000,32.00000,18371.00000,-169.00000,13784.00000,45959.00000
2015-05-31,3763.00000,5719.00000,498.00000,355.00000,10335.00000,20875.00000,3810.00000,1511.00000,26196.00000,36531.00000,5956.00000,7249.00000,1338.00000,15582.00000,21538.00000,32.00000,16900.00000,172.00000,14993.00000,36531.00000
2014-05-31,2908.00000,5460.00000,463.00000,330.00000,9683.00000,19550.00000,2790.00000,1047.00000,23387.00000,33070.00000,5312.00000,4736.00000,1183.00000,12481.00000,17793.00000,32.00000,16229.00000,506.00000,15277.00000,33070.00000
2013-05-31,4917.00000,5044.00000,457.00000,323.00000,11274.00000,18484.00000,2755.00000,1054.00000,22293.00000,33567.00000,5750.00000,2739.00000,1107.00000,10419.00000,16169.00000,32.00000,18519.00000,-3820.00000,17398.00000,33567.00000
2012-05-31,2843.00000,4704.00000,440.00000,536.00000,9056.00000,17248.00000,2387.00000,1212.00000,20847.00000,29903.00000,5374.00000,1250.00000,1099.00000,9802.00000,15176.00000,32.00000,17134.00000,-4953.00000,14727.00000,29903.00000
2011-05-31,2328.00000,4581.00000,437.00000,329.00000,8285.00000,15543.00000,2326.00000,1231.00000,19100.00000,27385.00000,4882.00000,1667.00000,1131.00000,7283.00000,12165.00000,32.00000,15266.00000,-2550.00000,15220.00000,27385.00000
2010-05-31,1952.00000,4163.00000,389.00000,251.00000,7284.00000,14385.00000,2200.00000,1033.00000,17618.00000,24902.00000,4645.00000,1668.00000,1111.00000,6446.00000,11091.00000,31.00000,13966.00000,-2440.00000,13811.00000,24902.00000
2009-05-31,2292.00000,3391.00000,367.00000,555.00000,7116.00000,13417.00000,2229.00000,1171.00000,17128.00000,24244.00000,4524.00000,1930.00000,1068.00000,6094.00000,10618.00000,31.00000,12919.00000,-1373.00000,13626.00000,24244.00000
