,cash-on-hand,receivables-total,inventory,pre-paid-expenses,total-current-assets,net-property-plant-equipment,long-term-investments,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2021-12-31,5203.05900,857.77700,96.37400,258.97200,6416.18200,14435.49000,967.04400,7097.38200,490.21000,34482.93000,40899.12000,3442.26400,11770.80000,319.91400,26480.09000,29922.35000,4.53800,4340.58800,-24.61600,10976.77000,40899.12000
2020-12-31,5101.63700,559.91700,88.32300,200.78200,5950.65900,14632.09000,1447.04300,5735.02600,443.42100,30544.28000,36494.93000,1856.58300,12376.68000,472.08400,23458.44000,25315.03000,4.94300,3091.00700,-30.67700,11179.91000,36494.93000
2019-12-31,2329.60400,1374.88400,102.88800,200.31700,4007.69300,18285.96000,822.36600,5911.06800,456.79300,29868.66000,33876.36000,3191.42300,11168.90000,363.58800,18022.01000,21213.44000,5.03100,4201.33700,-10.20200,12662.92000,33876.36000
2018-12-31,1526.76200,685.63700,110.83100,203.54800,2526.77800,20729.89000,732.86700,5765.85500,455.31800,27683.93000,30210.71000,2948.88200,15088.00000,259.24000,16792.03000,19740.91000,5.27500,2423.47900,-8.55600,10469.79000,30210.71000
2017-12-31,1499.99500,584.82400,102.29200,189.24400,2376.35500,19635.46000,1033.29700,5684.49100,430.44000,26783.69000,29160.04000,3138.29700,12751.05000,284.41600,14410.62000,17548.92000,5.66300,2217.29900,-3.61000,11611.12000,29160.04000
2016-12-31,1446.58100,542.92400,97.73300,142.34900,2229.58700,18425.02000,1220.44300,5904.82500,393.42300,25943.72000,28173.30000,2293.42100,12979.22000,325.98100,15910.57000,18203.99000,5.74100,545.81100,15.05300,9969.31200,28173.30000
2015-12-31,1670.31200,496.55200,104.20000,137.68500,2408.74900,15371.79000,1491.49700,5595.54800,347.58900,22806.43000,25215.18000,2237.95100,12368.31000,157.66300,15212.80000,17450.75000,5.64800,-555.62900,14.02200,7764.42700,25215.18000
2014-12-31,2283.71500,488.02000,104.01100,151.41400,3027.16000,14441.54000,1559.03400,7261.96600,304.21200,23566.76000,26593.91000,3407.92500,12805.29000,130.57000,15557.72000,18965.64000,4.91300,-107.90900,12.99100,7628.27400,26593.91000
2013-12-31,1803.66900,488.21700,107.90700,238.65700,2719.43900,14055.21000,1469.26100,7409.30300,431.39500,23365.17000,26084.61000,2215.32800,13447.23000,141.59000,16008.79000,18224.12000,4.90400,41.96400,12.50300,7860.49500,26084.61000
2012-12-31,1543.50900,443.67700,107.57700,232.89800,2507.09200,14194.65000,1444.54700,7640.68000,497.76700,23777.65000,26284.74000,1925.67100,13589.28000,179.87900,16243.05000,18168.72000,4.89200,213.69800,14.30300,8116.01600,26284.74000
2011-12-31,1865.91300,491.73000,112.73500,251.28200,2812.72000,14866.64000,1635.57200,7944.72600,506.61400,24953.55000,27766.28000,1744.76400,13470.17000,167.02700,16139.29000,17884.05000,4.88800,1981.38900,5.97800,9882.22200,27766.28000
2010-12-31,498.96400,497.87600,96.39200,252.32100,1455.64500,14554.35000,1923.15500,419.96000,598.73800,17496.20000,18951.85000,1246.22100,12047.70000,199.24800,14773.46000,16019.69000,4.88500,-1133.24800,-0.30100,2932.16200,18951.85000
2009-12-31,2056.20700,753.02900,101.80900,103.96900,3053.50100,15069.95000,3611.79900,430.60600,352.35200,19464.71000,22518.21000,2383.60100,12976.04000,256.83700,16264.18000,18647.78000,4.41200,370.53200,-1.93700,3870.43200,22518.21000
