,cash-on-hand,receivables-total,inventory,pre-paid-expenses,total-current-assets,net-property-plant-equipment,long-term-investments,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-12-31,2156.00000,3593.00000,4804.00000,1292.00000,11845.00000,15387.00000,4295.00000,2489.00000,624.00000,24520.00000,36365.00000,6760.00000,10540.00000,1954.00000,16976.00000,23736.00000,19.00000,9195.00000,-1372.00000,12629.00000,36365.00000
2021-12-31,1486.00000,4808.00000,4901.00000,1022.00000,12217.00000,14556.00000,4786.00000,2570.00000,667.00000,24525.00000,36742.00000,7230.00000,11246.00000,2295.00000,17640.00000,24870.00000,19.00000,8563.00000,-1803.00000,11872.00000,36742.00000
2020-12-31,2467.00000,3441.00000,4344.00000,1382.00000,11634.00000,14386.00000,4729.00000,2704.00000,458.00000,23769.00000,35403.00000,5502.00000,15286.00000,2957.00000,21913.00000,27415.00000,19.00000,4440.00000,-1943.00000,7988.00000,35403.00000
2019-12-31,1084.00000,3102.00000,4588.00000,736.00000,9510.00000,14130.00000,2106.00000,2760.00000,461.00000,20925.00000,30435.00000,5198.00000,11614.00000,2213.00000,17174.00000,22372.00000,19.00000,4435.00000,-1784.00000,8063.00000,30435.00000
2018-12-31,1293.00000,3503.00000,4515.00000,1255.00000,10566.00000,12477.00000,2103.00000,2779.00000,353.00000,17712.00000,28278.00000,5513.00000,8497.00000,1897.00000,12485.00000,17998.00000,22.00000,6763.00000,-1363.00000,10280.00000,28278.00000
2017-12-31,2835.00000,3539.00000,4217.00000,1147.00000,11738.00000,10997.00000,2072.00000,1138.00000,261.00000,14468.00000,26206.00000,4777.00000,8549.00000,2275.00000,12479.00000,17256.00000,31.00000,15746.00000,-1285.00000,8950.00000,26206.00000
2016-12-31,2025.00000,2842.00000,3809.00000,923.00000,9599.00000,10137.00000,2010.00000,1078.00000,618.00000,13843.00000,23442.00000,4540.00000,8385.00000,2113.00000,12829.00000,17369.00000,31.00000,12282.00000,-1511.00000,6073.00000,23442.00000
2015-12-31,1995.00000,2517.00000,4051.00000,1226.00000,9789.00000,8991.00000,2127.00000,1176.00000,674.00000,12968.00000,22757.00000,4349.00000,7671.00000,2036.00000,11834.00000,16183.00000,31.00000,9841.00000,-1438.00000,6574.00000,22757.00000
2014-12-31,2626.00000,3448.00000,4517.00000,1054.00000,11645.00000,8758.00000,2064.00000,1335.00000,419.00000,12576.00000,24221.00000,5437.00000,6695.00000,2122.00000,10440.00000,15877.00000,31.00000,6775.00000,-1026.00000,8344.00000,24221.00000
2013-12-31,4460.00000,4030.00000,5279.00000,830.00000,14599.00000,8457.00000,2114.00000,1509.00000,619.00000,12699.00000,27298.00000,5510.00000,5776.00000,1839.00000,9274.00000,14784.00000,31.00000,4004.00000,96.00000,12514.00000,27298.00000
2012-12-31,2737.00000,3904.00000,5075.00000,570.00000,12286.00000,7696.00000,2363.00000,1629.00000,246.00000,11934.00000,24220.00000,5096.00000,4304.00000,2327.00000,7945.00000,13041.00000,31.00000,1274.00000,-411.00000,11179.00000,24220.00000
2011-12-31,1118.00000,3778.00000,5499.00000,1040.00000,11435.00000,7333.00000,2043.00000,1762.00000,266.00000,11404.00000,22839.00000,5018.00000,3980.00000,2277.00000,7174.00000,12192.00000,31.00000,841.00000,-427.00000,10647.00000,22839.00000
2010-12-31,4233.00000,3747.00000,4824.00000,975.00000,13779.00000,7190.00000,2091.00000,1955.00000,273.00000,11523.00000,25302.00000,4831.00000,6036.00000,2183.00000,8875.00000,13706.00000,30.00000,1587.00000,81.00000,11596.00000,25302.00000
2009-12-31,569.00000,3287.00000,3277.00000,1119.00000,8252.00000,15152.00000,2119.00000,1861.00000,363.00000,19509.00000,27761.00000,10367.00000,305.00000,23855.00000,26241.00000,36608.00000,60.00000,-9313.00000,-286.00000,-8847.00000,27761.00000
