,cash-on-hand,receivables-total,inventory,pre-paid-expenses,other-current-assets,total-current-assets,net-property-plant-equipment,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-05-31,569.40000,1692.10000,1867.30000,802.10000,158.90000,5089.80000,3393.80000,21378.40000,1228.10000,26000.30000,31090.10000,8019.90000,9134.80000,929.10000,12282.20000,20302.10000,75.50000,18532.60000,-1970.50000,10788.00000,31090.10000
2021-05-31,1505.20000,1638.50000,1820.50000,790.30000,,5754.50000,3606.80000,21213.00000,1267.60000,26087.40000,31841.90000,8265.80000,9786.90000,1897.60000,13802.90000,22068.70000,75.50000,17069.80000,-2429.20000,9773.20000,31841.90000
2020-05-31,1677.80000,1615.10000,1426.30000,402.10000,,5121.30000,3580.60000,21019.00000,1085.80000,25685.40000,30806.70000,7491.50000,10929.00000,2089.60000,14965.70000,22457.20000,75.50000,15982.10000,-2914.40000,8349.50000,30806.70000
2019-05-31,450.00000,1679.70000,1559.30000,497.50000,,4186.50000,3787.20000,21162.60000,974.90000,25924.70000,30111.20000,7087.10000,11624.80000,2000.60000,15656.40000,22743.50000,75.50000,14996.70000,-2625.40000,7367.70000,30111.20000
2018-05-31,399.00000,1684.20000,1642.20000,398.30000,,4123.70000,4047.20000,21510.10000,943.00000,26500.30000,30624.00000,7341.90000,12668.70000,2117.20000,16789.70000,24131.60000,75.50000,14459.60000,-2429.00000,6492.40000,30624.00000
2017-05-31,766.10000,1430.10000,1483.60000,381.60000,,4061.40000,3687.70000,13277.60000,785.90000,17751.20000,21812.60000,5330.80000,7642.90000,2434.00000,11796.30000,17127.10000,75.50000,13138.90000,-2244.50000,4685.50000,21812.60000
2016-05-31,763.70000,1360.80000,1413.70000,399.00000,,3937.20000,3743.60000,13279.80000,751.70000,17775.10000,21712.30000,5014.70000,7057.70000,2933.20000,11390.50000,16405.20000,75.50000,12616.50000,-2612.20000,5307.10000,21712.30000
2015-05-31,334.20000,1386.70000,1540.90000,423.80000,,3685.60000,3783.30000,13551.90000,811.20000,18146.40000,21832.00000,4890.10000,7575.30000,2523.70000,11549.20000,16439.30000,75.50000,11990.80000,-2310.70000,5392.70000,21832.00000
2014-05-31,867.30000,1483.60000,1559.40000,409.10000,,4393.50000,3941.90000,13664.80000,1145.50000,18752.20000,23145.70000,5423.50000,6423.50000,2627.30000,10716.80000,16140.30000,75.50000,11787.20000,-1340.30000,7005.40000,23145.70000
2013-05-31,741.40000,1446.40000,1545.50000,437.60000,,4298.90000,3878.10000,13637.30000,843.70000,18359.10000,22658.00000,5293.90000,5926.10000,2920.40000,10235.60000,15529.50000,75.50000,10702.60000,-1585.30000,7128.50000,22658.00000
2012-05-31,471.20000,1323.60000,1478.80000,358.10000,,3691.40000,3652.70000,12887.40000,865.30000,17405.40000,21096.80000,3843.20000,6161.90000,3037.60000,10370.90000,14214.10000,75.50000,9958.50000,-1743.70000,6882.70000,21096.80000
2011-05-31,619.60000,1162.30000,1609.30000,483.50000,,3902.00000,3345.90000,10564.10000,862.50000,14772.50000,18674.50000,3659.20000,5542.50000,1733.20000,8403.10000,12062.30000,75.50000,9191.30000,-1010.80000,6612.20000,18674.50000
2010-05-31,673.20000,1041.60000,1344.00000,378.50000,,3480.00000,3127.70000,10307.80000,763.40000,14198.90000,17678.90000,3769.10000,5268.50000,2118.70000,8261.80000,12030.90000,75.50000,8122.40000,-1486.90000,5648.00000,17678.90000
2009-05-31,749.80000,953.40000,1346.80000,469.30000,,3534.90000,3034.90000,10410.00000,895.00000,14339.90000,17874.80000,3606.00000,5754.80000,1932.20000,8852.30000,12458.30000,75.50000,7235.60000,-877.80000,5416.50000,17874.80000
