,cash-on-hand,receivables-total,inventory,pre-paid-expenses,other-current-assets,total-current-assets,net-property-plant-equipment,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-12-31,9960.00000,2138.00000,2279.00000,892.00000,,15269.00000,30200.00000,6150.00000,1904.00000,49447.00000,64716.00000,21496.00000,32389.00000,7234.00000,49019.00000,70515.00000,6.00000,-8511.00000,-4585.00000,-5799.00000,64716.00000
2021-12-31,13421.00000,1505.00000,1795.00000,615.00000,,17336.00000,29537.00000,6079.00000,2109.00000,49131.00000,66467.00000,19006.00000,35571.00000,7567.00000,54801.00000,73807.00000,6.00000,-8638.00000,-5942.00000,-7340.00000,66467.00000
2020-12-31,7473.00000,1342.00000,1614.00000,666.00000,,11095.00000,31699.00000,6120.00000,1816.00000,50913.00000,62008.00000,16569.00000,29796.00000,8664.00000,52306.00000,68875.00000,6.00000,-6664.00000,-7103.00000,-6867.00000,62008.00000
2019-12-31,3984.00000,1750.00000,1851.00000,621.00000,,8206.00000,34995.00000,6175.00000,1237.00000,51789.00000,59995.00000,18311.00000,21454.00000,6875.00000,41802.00000,60113.00000,4.00000,2264.00000,-6331.00000,-118.00000,59995.00000
2018-12-31,4914.00000,1706.00000,1522.00000,495.00000,,8637.00000,34098.00000,6228.00000,1321.00000,51943.00000,60580.00000,18096.00000,21179.00000,6665.00000,42653.00000,60749.00000,5.00000,758.00000,-5896.00000,-169.00000,60580.00000
2017-12-31,5384.00000,1752.00000,1359.00000,651.00000,,9146.00000,34156.00000,6294.00000,1373.00000,43639.00000,52785.00000,15358.00000,22511.00000,8199.00000,38207.00000,53565.00000,5.00000,-1345.00000,-5154.00000,-780.00000,52785.00000
2016-12-31,6997.00000,1594.00000,1094.00000,639.00000,,10324.00000,31159.00000,6264.00000,2029.00000,40950.00000,51274.00000,13872.00000,22489.00000,3286.00000,33617.00000,47489.00000,5.00000,1640.00000,-5083.00000,3785.00000,51274.00000
2015-12-31,6949.00000,1425.00000,863.00000,748.00000,,9985.00000,27510.00000,6340.00000,2103.00000,38430.00000,48415.00000,13605.00000,18330.00000,2728.00000,29175.00000,42780.00000,6.00000,-1230.00000,-4732.00000,5635.00000,48415.00000
2014-12-31,8077.00000,1771.00000,1004.00000,898.00000,,11750.00000,23084.00000,6331.00000,2060.00000,31475.00000,43225.00000,13404.00000,16043.00000,3366.00000,27800.00000,41204.00000,7.00000,-8562.00000,-4559.00000,2021.00000,43225.00000
2013-12-31,10286.00000,1560.00000,1012.00000,1465.00000,,14323.00000,19259.00000,6397.00000,2299.00000,27955.00000,42278.00000,13806.00000,15353.00000,3159.00000,31203.00000,45009.00000,5.00000,-11296.00000,-2032.00000,-2731.00000,42278.00000
2012-12-31,4742.00000,1124.00000,580.00000,626.00000,,7072.00000,13402.00000,869.00000,2167.00000,16438.00000,23510.00000,9011.00000,7116.00000,8367.00000,22486.00000,31497.00000,127.00000,-9462.00000,-2980.00000,-7987.00000,23510.00000
2011-12-31,4739.00000,902.00000,617.00000,,499.00000,6757.00000,14306.00000,894.00000,1891.00000,17091.00000,23848.00000,8630.00000,6702.00000,6313.00000,22329.00000,30959.00000,341.00000,-7586.00000,-3964.00000,-7111.00000,23848.00000
2010-12-31,4946.00000,738.00000,594.00000,,560.00000,6838.00000,15082.00000,932.00000,2236.00000,18250.00000,25088.00000,8780.00000,9253.00000,2853.00000,20253.00000,29033.00000,339.00000,-5607.00000,-2755.00000,-3945.00000,25088.00000
2009-12-31,4859.00000,768.00000,557.00000,,458.00000,6642.00000,15476.00000,988.00000,2332.00000,18796.00000,25438.00000,7728.00000,10583.00000,2947.00000,21199.00000,28927.00000,339.00000,-5136.00000,-2724.00000,-3489.00000,25438.00000
