,cash-on-hand,receivables-total,inventory,other-current-assets,total-current-assets,net-property-plant-equipment,long-term-investments,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-12-31,351.00000,2752.00000,164.00000,284.00000,3551.00000,15719.00000,578.00000,10150.00000,1369.00000,27816.00000,31367.00000,4394.00000,14570.00000,3806.00000,20109.00000,24503.00000,6.00000,13167.00000,-69.00000,6864.00000,31367.00000
2021-12-31,118.00000,2546.00000,135.00000,270.00000,3069.00000,14419.00000,432.00000,9926.00000,1251.00000,26028.00000,29097.00000,4082.00000,12697.00000,3498.00000,17889.00000,21971.00000,6.00000,12004.00000,17.00000,7126.00000,29097.00000
2020-12-31,553.00000,2624.00000,124.00000,239.00000,3540.00000,14148.00000,426.00000,10018.00000,1213.00000,25805.00000,29345.00000,3553.00000,13259.00000,3273.00000,18338.00000,21891.00000,6.00000,11159.00000,39.00000,7454.00000,29345.00000
2019-12-31,3561.00000,2319.00000,106.00000,223.00000,6209.00000,12893.00000,483.00000,7053.00000,1105.00000,21534.00000,27743.00000,3144.00000,13280.00000,2842.00000,17529.00000,20673.00000,6.00000,10592.00000,-8.00000,7070.00000,27743.00000
2018-12-31,61.00000,2275.00000,102.00000,207.00000,2645.00000,11942.00000,406.00000,7002.00000,655.00000,20005.00000,22650.00000,3108.00000,9594.00000,2381.00000,13266.00000,16374.00000,6.00000,9797.00000,-87.00000,6276.00000,22650.00000
2017-12-31,22.00000,2374.00000,96.00000,202.00000,2694.00000,11559.00000,269.00000,6794.00000,513.00000,19135.00000,21829.00000,3262.00000,8752.00000,2525.00000,12525.00000,15787.00000,6.00000,8588.00000,8.00000,6042.00000,21829.00000
2016-12-31,32.00000,2132.00000,90.00000,122.00000,2376.00000,10950.00000,320.00000,6806.00000,407.00000,18483.00000,20859.00000,2794.00000,8893.00000,2370.00000,12745.00000,15539.00000,6.00000,7388.00000,-80.00000,5320.00000,20859.00000
2015-12-31,39.00000,2094.00000,92.00000,120.00000,2345.00000,10665.00000,360.00000,6461.00000,536.00000,18022.00000,20367.00000,2510.00000,8676.00000,2423.00000,12490.00000,15000.00000,6.00000,6939.00000,-127.00000,5367.00000,20367.00000
2014-12-31,1307.00000,1937.00000,106.00000,176.00000,3526.00000,10657.00000,408.00000,6180.00000,526.00000,17771.00000,21297.00000,3485.00000,8345.00000,2240.00000,11923.00000,15408.00000,6.00000,6888.00000,23.00000,5889.00000,21297.00000
2013-12-31,235.00000,1810.00000,178.00000,163.00000,2499.00000,12344.00000,414.00000,6599.00000,747.00000,20104.00000,22603.00000,3014.00000,9500.00000,2245.00000,13587.00000,16601.00000,6.00000,6289.00000,154.00000,6002.00000,22603.00000
2012-12-31,194.00000,1839.00000,174.00000,140.00000,2423.00000,12651.00000,667.00000,6688.00000,668.00000,20674.00000,23097.00000,3036.00000,9173.00000,2266.00000,13386.00000,16422.00000,6.00000,6879.00000,193.00000,6675.00000,23097.00000
2011-12-31,258.00000,1775.00000,153.00000,115.00000,2379.00000,12242.00000,637.00000,6672.00000,639.00000,20190.00000,22569.00000,3068.00000,9125.00000,2102.00000,13111.00000,16179.00000,6.00000,6721.00000,172.00000,6390.00000,22569.00000
2010-12-31,539.00000,1656.00000,130.00000,117.00000,2482.00000,11868.00000,471.00000,6021.00000,634.00000,18994.00000,21476.00000,2485.00000,8674.00000,2064.00000,12400.00000,14885.00000,6.00000,6400.00000,230.00000,6591.00000,21476.00000
2009-12-31,1140.00000,1527.00000,110.00000,117.00000,3010.00000,11541.00000,,5870.00000,733.00000,18144.00000,21154.00000,2901.00000,8124.00000,2029.00000,11662.00000,14563.00000,6.00000,6053.00000,208.00000,6591.00000,21154.00000
