,cash-on-hand,receivables-total,inventory,pre-paid-expenses,total-current-assets,net-property-plant-equipment,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-12-31,380.86800,1516.87100,1366.60800,159.11800,3423.46500,1004.82500,6003.22900,465.00000,7473.05400,10896.52000,2773.27400,2942.51300,519.21600,3836.87900,6610.15300,259.64400,10223.07000,-266.22300,4286.36600,10896.52000
2021-12-31,385.50400,1347.51400,1191.09500,137.59600,3061.70900,957.31000,5918.34400,466.26400,7341.91800,10403.63000,2250.34100,3018.71400,580.92700,3963.75800,6214.09900,259.45700,9445.24500,-154.05200,4189.52800,10403.63000
2020-12-31,513.07500,1137.22300,835.80400,133.08500,2619.18700,897.32600,5156.31400,479.24700,6532.88700,9152.07400,1738.79800,3108.82900,620.25100,4027.50300,5766.30100,258.98200,8608.28400,-153.25400,3385.77300,9152.07400
2019-12-31,397.25300,1217.19000,806.14100,127.84600,2548.43000,842.31800,4838.36100,440.36800,6121.04700,8669.47700,1748.09100,2985.71600,580.97400,3888.72600,5636.81700,258.55200,8211.25700,-216.02600,3032.66000,8669.47700
2018-12-31,396.22100,1231.85900,748.79600,126.87800,2503.75400,806.49700,4811.58400,243.93600,5862.01700,8365.77100,1827.42100,2943.66000,486.69900,3769.68400,5597.10500,257.82200,7815.48600,-243.09600,2768.66600,8365.77100
2017-12-31,753.96400,1183.51400,677.04300,175.62600,2790.14700,787.94000,4968.99600,245.72300,7868.21200,10658.36000,2141.97800,2986.70200,534.04500,4133.20100,6275.17900,256.99200,8455.50100,-194.75900,4383.18000,10658.36000
2016-12-31,349.14600,1265.20100,870.48700,104.35700,2589.19100,945.67000,6365.60000,215.53000,7526.79900,10115.99000,1940.31800,3206.63700,459.11700,4375.92700,6316.24500,256.53800,7927.79500,-359.32600,3799.74600,10115.99000
2015-12-31,362.18500,1120.49000,802.89500,133.44000,2419.01000,854.26900,5150.61200,182.18500,6187.06600,8606.07600,1367.18200,2603.65500,414.95500,3594.31900,4961.50100,256.11300,7686.64200,-254.57300,3644.57500,8606.07600
2014-12-31,681.58100,1186.74600,863.73700,101.90500,2833.96900,837.06900,4861.07700,171.00500,6196.32200,9030.29100,2038.84900,2253.04100,482.34000,3290.71700,5329.56600,255.89300,7074.78200,-158.93100,3700.72500,9030.29100
2013-12-31,803.88200,1076.64100,715.31100,62.03700,2717.97200,787.84900,4367.49100,202.80600,8137.20900,10855.18000,1342.24800,2599.20100,508.86400,4135.53700,5477.78500,255.32000,7954.53600,67.72300,5377.39600,10855.18000
2012-12-31,800.07600,1225.89800,872.84100,79.09400,3027.84400,1167.05200,5740.07000,111.43200,7416.09900,10443.94000,1986.62800,2189.35000,677.53300,3538.08500,5524.71300,254.11900,7199.22700,-54.90600,4919.23000,10443.94000
2011-12-31,1206.75500,1118.84800,733.80700,148.39200,3248.17800,970.70300,4691.48000,103.33100,6252.37400,9500.55200,1140.00400,2186.23000,619.33700,3429.99300,4569.99700,250.59200,6629.11600,-47.51000,4930.55500,9500.55200
2010-12-31,1310.81300,1023.09900,657.96200,56.81700,3131.62500,785.62400,3906.75900,107.64200,5427.11800,8558.74300,1145.04800,1790.88600,562.00900,2887.13300,4032.18100,249.36100,5953.02700,50.16100,4526.56200,8558.74300
2009-12-31,938.17400,878.75400,570.85800,64.92200,2522.70700,828.92200,4300.96500,113.10800,5359.69600,7882.40300,969.17600,1825.26000,573.13700,2829.61900,3798.79500,247.34200,5453.02200,84.84200,4083.60800,7882.40300
