,cash-on-hand,receivables-total,inventory,other-current-assets,total-current-assets,net-property-plant-equipment,long-term-investments,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-12-31,1154.00000,3303.00000,2272.00000,444.00000,7173.00000,3328.00000,244.00000,8492.00000,583.00000,13571.00000,20744.00000,4721.00000,6503.00000,632.00000,9314.00000,14035.00000,969.00000,20828.00000,-2810.00000,6709.00000,20744.00000
2021-12-31,1072.00000,3152.00000,2171.00000,379.00000,6774.00000,3442.00000,274.00000,9031.00000,742.00000,14577.00000,21351.00000,4766.00000,6572.00000,757.00000,10174.00000,14940.00000,969.00000,20372.00000,-2750.00000,6411.00000,21351.00000
2020-12-31,1922.00000,2726.00000,1735.00000,415.00000,6798.00000,3127.00000,267.00000,7453.00000,685.00000,12758.00000,19556.00000,4831.00000,5171.00000,949.00000,8910.00000,13741.00000,969.00000,19469.00000,-2599.00000,5815.00000,19556.00000
2019-12-31,1273.00000,2756.00000,1710.00000,431.00000,6170.00000,2983.00000,258.00000,6601.00000,694.00000,11538.00000,17708.00000,4375.00000,4539.00000,911.00000,7930.00000,12305.00000,969.00000,18906.00000,-2350.00000,5403.00000,17708.00000
2018-12-31,963.00000,2845.00000,1783.00000,370.00000,5961.00000,2805.00000,251.00000,6042.00000,727.00000,10054.00000,16015.00000,4373.00000,4365.00000,842.00000,6910.00000,11283.00000,969.00000,18131.00000,-2300.00000,4732.00000,16015.00000
2017-12-31,1491.00000,2903.00000,1730.00000,353.00000,6477.00000,2824.00000,268.00000,5987.00000,677.00000,10061.00000,16538.00000,3895.00000,4134.00000,967.00000,6971.00000,10866.00000,969.00000,17140.00000,-2057.00000,5672.00000,16538.00000
2016-12-31,1863.00000,2654.00000,1514.00000,543.00000,6574.00000,2608.00000,179.00000,5555.00000,669.00000,9197.00000,15771.00000,4253.00000,3787.00000,935.00000,6603.00000,10856.00000,969.00000,15980.00000,-2356.00000,4915.00000,15771.00000
2015-12-31,1455.00000,2709.00000,1659.00000,889.00000,6712.00000,2822.00000,367.00000,5847.00000,617.00000,10364.00000,17076.00000,4695.00000,4026.00000,1116.00000,7312.00000,12007.00000,969.00000,15521.00000,-2702.00000,5069.00000,17076.00000
2014-12-31,1183.00000,2815.00000,1825.00000,620.00000,6443.00000,3092.00000,443.00000,6212.00000,470.00000,11092.00000,17535.00000,4875.00000,3533.00000,1069.00000,7395.00000,12270.00000,484.00000,14498.00000,-2116.00000,5265.00000,17535.00000
2013-12-31,1745.00000,2736.00000,1824.00000,484.00000,7214.00000,2876.00000,393.00000,4347.00000,542.00000,8649.00000,15863.00000,4135.00000,3372.00000,1174.00000,6530.00000,10665.00000,484.00000,12757.00000,-1260.00000,5198.00000,15863.00000
2012-12-31,2393.00000,2813.00000,1687.00000,392.00000,7715.00000,2888.00000,422.00000,3846.00000,338.00000,8163.00000,15878.00000,4461.00000,3368.00000,1152.00000,7095.00000,11556.00000,484.00000,9871.00000,-1666.00000,4322.00000,15878.00000
2011-12-31,1482.00000,2830.00000,1607.00000,302.00000,6694.00000,2721.00000,387.00000,3785.00000,795.00000,7688.00000,14382.00000,3702.00000,3574.00000,1113.00000,7234.00000,10936.00000,484.00000,9288.00000,-1800.00000,3446.00000,14382.00000
2010-12-31,1978.00000,2778.00000,1573.00000,278.00000,7058.00000,2686.00000,550.00000,3987.00000,694.00000,7917.00000,14975.00000,3625.00000,4043.00000,1211.00000,7517.00000,11142.00000,484.00000,8548.00000,-1411.00000,3833.00000,14975.00000
2009-12-31,1064.00000,2628.00000,1548.00000,256.00000,5981.00000,2754.00000,499.00000,4200.00000,806.00000,8259.00000,14240.00000,3577.00000,3074.00000,1385.00000,6741.00000,10318.00000,484.00000,8139.00000,-1261.00000,3922.00000,14240.00000
